,BEGIN_YEARMONTH,Day,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,YEAR,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,Year,Month
15,199812,18,300,199812,19,1800,2151582,5674643,MICHIGAN,1998,Heavy Snow,Z,9,GOGEBIC,MQT,18-DEC-98 03:00:00,EST,19-DEC-98 18:00:00,0,0,0,0,1998,2
41,199809,20,1640,199809,20,1650,2151186,5675608,MICHIGAN,1998,Thunderstorm Wind,C,77,KALAMAZOO,GRR,20-SEP-98 16:40:00,EST,20-SEP-98 16:50:00,0,0,0,0,1998,9
42,199809,20,1735,199809,20,1735,2151186,5675609,MICHIGAN,1998,Thunderstorm Wind,C,15,BARRY,GRR,20-SEP-98 17:35:00,EST,20-SEP-98 17:35:00,0,0,0,0,1998,9
43,199809,26,315,199809,26,315,2151186,5675610,MICHIGAN,1998,Hail,C,105,MASON,GRR,26-SEP-98 03:15:00,EST,26-SEP-98 03:15:00,0,0,0,0,1998,9
149,199812,29,1900,199812,30,1900,2151763,5678066,MICHIGAN,1998,Lake-Effect Snow,Z,37,MASON,GRR,29-DEC-98 19:00:00,EST,30-DEC-98 19:00:00,0,0,0,0,1998,2
202,199811,10,1200,199811,11,500,2150942,5676077,MICHIGAN,1998,High Wind,Z,55,SANILAC,DTX,10-NOV-98 12:00:00,EST,11-NOV-98 05:00:00,0,0,0,0,1998,1
209,199809,7,35,199809,7,120,2151186,5675603,MICHIGAN,1998,Thunderstorm Wind,C,159,VAN BUREN,GRR,07-SEP-98 00:35:00,EST,07-SEP-98 01:20:00,0,0,0,0,1998,9
211,199809,20,1625,199809,20,1625,2151186,5675607,MICHIGAN,1998,Thunderstorm Wind,C,35,CLARE,GRR,20-SEP-98 16:25:00,EST,20-SEP-98 16:25:00,0,0,0,0,1998,9
224,199812,21,1700,199812,22,2100,2151470,5674766,MICHIGAN,1998,Heavy Snow,Z,27,KALKASKA,APX,21-DEC-98 17:00:00,EST,22-DEC-98 21:00:00,0,0,0,0,1998,2
225,199812,21,1700,199812,22,2100,2151470,5674767,MICHIGAN,1998,Heavy Snow,Z,20,LEELANAU,APX,21-DEC-98 17:00:00,EST,22-DEC-98 21:00:00,0,0,0,0,1998,2
226,199812,21,1700,199812,22,2100,2151470,5674768,MICHIGAN,1998,Heavy Snow,Z,31,MANISTEE,APX,21-DEC-98 17:00:00,EST,22-DEC-98 21:00:00,0,0,0,0,1998,2
295,199812,21,1700,199812,22,2100,2151470,5674769,MICHIGAN,1998,Heavy Snow,Z,22,OTSEGO,APX,21-DEC-98 17:00:00,EST,22-DEC-98 21:00:00,0,0,0,0,1998,2
335,199811,10,500,199811,11,1200,2150929,5677585,MICHIGAN,1998,High Wind,Z,24,ALPENA,APX,10-NOV-98 05:00:00,EST,11-NOV-98 12:00:00,0,0,0,0,1998,1
437,199811,10,1200,199811,10,1200,2150431,5669849,MICHIGAN,1998,Thunderstorm Wind,C,59,HILLSDALE,IWX,10-NOV-98 12:00:00,EST,10-NOV-98 12:00:00,0,0,0,0,1998,1
477,199809,26,605,199809,26,605,2149905,5667646,MICHIGAN,1998,Hail,C,101,MANISTEE,APX,26-SEP-98 06:05:00,EST,26-SEP-98 06:05:00,0,0,0,0,1998,9
478,199809,26,630,199809,26,630,2149905,5667647,MICHIGAN,1998,Hail,C,11,ARENAC,APX,26-SEP-98 06:30:00,EST,26-SEP-98 06:30:00,0,0,0,0,1998,9
511,199812,6,2300,199812,6,2300,2151175,5677404,MICHIGAN,1998,Thunderstorm Wind,C,49,GENESEE,DTX,06-DEC-98 23:00:00,EST,06-DEC-98 23:00:00,0,0,0,0,1998,2
594,199812,31,700,199812,31,2359,2151764,5678073,MICHIGAN,1998,Lake-Effect Snow,Z,71,VAN BUREN,GRR,31-DEC-98 07:00:00,EST,31-DEC-98 23:59:00,0,0,0,0,1998,2
641,199809,27,108,199809,27,108,2149907,5666849,MICHIGAN,1998,Thunderstorm Wind,C,39,CRAWFORD,APX,27-SEP-98 01:08:00,EST,27-SEP-98 01:08:00,0,0,0,0,1998,9
642,199809,27,110,199809,27,110,2149907,5666850,MICHIGAN,1998,Thunderstorm Wind,C,39,CRAWFORD,APX,27-SEP-98 01:10:00,EST,27-SEP-98 01:10:00,0,0,0,0,1998,9
643,199809,27,130,199809,27,130,2149907,5666851,MICHIGAN,1998,Thunderstorm Wind,C,135,OSCODA,APX,27-SEP-98 01:30:00,EST,27-SEP-98 01:30:00,0,0,0,0,1998,9
748,199812,21,1700,199812,22,2100,2151470,5674763,MICHIGAN,1998,Heavy Snow,Z,8,CHIPPEWA,APX,21-DEC-98 17:00:00,EST,22-DEC-98 21:00:00,0,0,0,0,1998,2
814,199812,18,300,199812,19,1800,2151582,5674644,MICHIGAN,1998,Heavy Snow,Z,2,ONTONAGON,MQT,18-DEC-98 03:00:00,EST,19-DEC-98 18:00:00,0,0,0,0,1998,2
1130,199809,26,715,199809,26,715,2149174,5664670,MICHIGAN,1998,Hail,C,63,HURON,DTX,26-SEP-98 07:15:00,EST,26-SEP-98 07:15:00,0,0,0,0,1998,9
1165,199812,21,1300,199812,22,1800,2151762,5678007,MICHIGAN,1998,Lake-Effect Snow,Z,64,ALLEGAN,GRR,21-DEC-98 13:00:00,EST,22-DEC-98 18:00:00,0,0,0,0,1998,2
1197,199812,21,1700,199812,22,2100,2151470,5674760,MICHIGAN,1998,Heavy Snow,Z,21,ANTRIM,APX,21-DEC-98 17:00:00,EST,22-DEC-98 21:00:00,0,0,0,0,1998,2
1198,199812,21,1700,199812,22,2100,2151470,5674761,MICHIGAN,1998,Heavy Snow,Z,25,BENZIE,APX,21-DEC-98 17:00:00,EST,22-DEC-98 21:00:00,0,0,0,0,1998,2
1241,199812,21,1700,199812,22,2100,2151470,5674762,MICHIGAN,1998,Heavy Snow,Z,19,CHARLEVOIX,APX,21-DEC-98 17:00:00,EST,22-DEC-98 21:00:00,0,0,0,0,1998,2
1345,199812,18,800,199812,18,2300,2151469,5674759,MICHIGAN,1998,Heavy Snow,Z,8,CHIPPEWA,APX,18-DEC-98 08:00:00,EST,18-DEC-98 23:00:00,0,0,0,0,1998,2
1484,199811,10,500,199811,11,1200,2150929,5677601,MICHIGAN,1998,High Wind,Z,33,MISSAUKEE,APX,10-NOV-98 05:00:00,EST,11-NOV-98 12:00:00,0,0,0,0,1998,1
1494,199811,10,500,199811,11,1200,2150929,5677584,MICHIGAN,1998,High Wind,Z,30,ALCONA,APX,10-NOV-98 05:00:00,EST,11-NOV-98 12:00:00,0,0,0,0,1998,1
1731,199811,10,940,199811,10,940,2150431,5669850,MICHIGAN,1998,Thunderstorm Wind,C,27,CASS,IWX,10-NOV-98 09:40:00,EST,10-NOV-98 09:40:00,0,0,0,0,1998,1
1736,199811,10,955,199811,10,955,2150431,5669851,MICHIGAN,1998,Thunderstorm Wind,C,149,ST. JOSEPH,IWX,10-NOV-98 09:55:00,EST,10-NOV-98 09:55:00,0,0,0,0,1998,1
1737,199811,10,1000,199811,10,1000,2150431,5669852,MICHIGAN,1998,Thunderstorm Wind,C,149,ST. JOSEPH,IWX,10-NOV-98 10:00:00,EST,10-NOV-98 10:00:00,0,0,0,0,1998,1
1788,199801,8,800,199801,8,2300,2072543,5627437,MICHIGAN,1998,Winter Storm,Z,41,GLADWIN,APX,08-JAN-98 08:00:00,EST,08-JAN-98 23:00:00,0,0,0,0,1998,1
1811,199809,1,1537,199809,1,1537,2149807,5667990,MICHIGAN,1998,Hail,C,109,MENOMINEE,MQT,01-SEP-98 15:37:00,CST,01-SEP-98 15:37:00,0,0,0,0,1998,9
1912,199812,21,1300,199812,22,1800,2151762,5678025,MICHIGAN,1998,Lake-Effect Snow,Z,56,OTTAWA,GRR,21-DEC-98 13:00:00,EST,22-DEC-98 18:00:00,0,0,0,0,1998,2
1956,199812,21,1300,199812,22,1800,2151762,5678022,MICHIGAN,1998,Lake-Effect Snow,Z,44,NEWAYGO,GRR,21-DEC-98 13:00:00,EST,22-DEC-98 18:00:00,0,0,0,0,1998,2
1971,199809,27,5,199809,27,5,2149907,5666846,MICHIGAN,1998,Thunderstorm Wind,C,19,BENZIE,APX,27-SEP-98 00:05:00,EST,27-SEP-98 00:05:00,0,0,0,0,1998,9
1972,199809,27,27,199809,27,27,2149907,5666847,MICHIGAN,1998,Thunderstorm Wind,C,55,GRAND TRAVERSE,APX,27-SEP-98 00:27:00,EST,27-SEP-98 00:27:00,0,0,0,0,1998,9
1973,199809,27,100,199809,27,100,2149907,5666848,MICHIGAN,1998,Thunderstorm Wind,C,79,KALKASKA,APX,27-SEP-98 01:00:00,EST,27-SEP-98 01:00:00,0,0,0,0,1998,9
2030,199801,8,800,199801,8,2300,2072543,5627438,MICHIGAN,1998,Winter Storm,Z,26,GRAND TRAVERSE,APX,08-JAN-98 08:00:00,EST,08-JAN-98 23:00:00,0,0,0,0,1998,1
2031,199801,8,800,199801,8,2300,2072543,5627439,MICHIGAN,1998,Winter Storm,Z,36,IOSCO,APX,08-JAN-98 08:00:00,EST,08-JAN-98 23:00:00,0,0,0,0,1998,1
2051,199812,29,1300,199812,30,100,2151585,5674653,MICHIGAN,1998,Heavy Snow,Z,7,LUCE,MQT,29-DEC-98 13:00:00,EST,30-DEC-98 01:00:00,0,0,0,0,1998,2
2095,199812,31,700,199812,31,2359,2151764,5678071,MICHIGAN,1998,Lake-Effect Snow,Z,57,KENT,GRR,31-DEC-98 07:00:00,EST,31-DEC-98 23:59:00,0,0,0,0,1998,2
2188,199812,6,1510,199812,6,1510,2151761,5678005,MICHIGAN,1998,Thunderstorm Wind,C,75,JACKSON,GRR,06-DEC-98 15:10:00,EST,06-DEC-98 15:10:00,0,0,0,0,1998,2
2577,199811,11,1025,199811,11,1025,2084815,5677640,MICHIGAN,1998,High Wind,Z,1,KEWEENAW,MQT,11-NOV-98 10:25:00,EST,11-NOV-98 10:25:00,0,0,0,0,1998,1
2804,199805,31,430,199805,31,430,2076963,5645766,MICHIGAN,1998,Thunderstorm Wind,C,113,MISSAUKEE,APX,31-MAY-98 04:30:00,EST,31-MAY-98 04:30:00,0,0,0,0,1998,5
2805,199805,31,430,199805,31,430,2076963,5645767,MICHIGAN,1998,Tornado,C,113,MISSAUKEE,APX,31-MAY-98 04:30:00,EST,31-MAY-98 04:30:00,0,0,0,0,1998,5
2843,199801,4,0,199801,4,1000,2078635,5650212,MICHIGAN,1998,Winter Weather,Z,43,OCEANA,GRR,04-JAN-98 00:00:00,EST,04-JAN-98 10:00:00,0,0,0,0,1998,1
2844,199801,14,1900,199801,15,100,2078638,5650382,MICHIGAN,1998,Heavy Snow,Z,51,MONTCALM,GRR,14-JAN-98 19:00:00,EST,15-JAN-98 01:00:00,0,0,0,0,1998,1
2934,199811,10,1639,199811,10,1639,2084815,5677636,MICHIGAN,1998,High Wind,Z,7,LUCE,MQT,10-NOV-98 16:39:00,EST,10-NOV-98 16:39:00,0,0,0,0,1998,1
2936,199811,10,1300,199811,10,1300,2084815,5677632,MICHIGAN,1998,High Wind,Z,4,BARAGA,MQT,10-NOV-98 13:00:00,EST,10-NOV-98 13:00:00,0,0,0,0,1998,1
2941,199811,10,1700,199811,10,1700,2084815,5677637,MICHIGAN,1998,High Wind,Z,5,MARQUETTE,MQT,10-NOV-98 17:00:00,EST,10-NOV-98 17:00:00,0,0,0,0,1998,1
2965,199806,18,2220,199806,18,2220,2082320,5658624,MICHIGAN,1998,Thunderstorm Wind,C,139,OTTAWA,GRR,18-JUN-98 22:20:00,EST,18-JUN-98 22:20:00,0,0,0,0,1998,6
3020,199812,6,2306,199812,6,2306,2151175,5677405,MICHIGAN,1998,Thunderstorm Wind,C,151,SANILAC,DTX,06-DEC-98 23:06:00,EST,06-DEC-98 23:06:00,0,0,0,0,1998,2
3069,199801,14,1600,199801,15,500,2072545,5627460,MICHIGAN,1998,Winter Storm,Z,8,CHIPPEWA,APX,14-JAN-98 16:00:00,EST,15-JAN-98 05:00:00,0,0,0,0,1998,1
3070,199801,14,1600,199801,15,500,2072545,5627461,MICHIGAN,1998,Winter Storm,Z,28,CRAWFORD,APX,14-JAN-98 16:00:00,EST,15-JAN-98 05:00:00,0,0,0,0,1998,1
3124,199811,10,1332,199811,10,1332,2084815,5677633,MICHIGAN,1998,High Wind,Z,11,DICKINSON,MQT,10-NOV-98 13:32:00,EST,10-NOV-98 13:32:00,0,0,0,0,1998,1
3156,199801,8,800,199801,8,2300,2072543,5627445,MICHIGAN,1998,Winter Storm,Z,35,OGEMAW,APX,08-JAN-98 08:00:00,EST,08-JAN-98 23:00:00,0,0,0,0,1998,1
3157,199801,8,800,199801,8,2300,2072543,5627446,MICHIGAN,1998,Winter Storm,Z,29,OSCODA,APX,08-JAN-98 08:00:00,EST,08-JAN-98 23:00:00,0,0,0,0,1998,1
3158,199801,8,800,199801,8,2300,2072543,5627447,MICHIGAN,1998,Winter Storm,Z,22,OTSEGO,APX,08-JAN-98 08:00:00,EST,08-JAN-98 23:00:00,0,0,0,0,1998,1
3180,199809,26,1304,199809,26,1304,2149906,5667656,MICHIGAN,1998,Hail,C,7,ALPENA,APX,26-SEP-98 13:04:00,EST,26-SEP-98 13:04:00,0,0,0,0,1998,9
3181,199809,26,1307,199809,26,1307,2149906,5667657,MICHIGAN,1998,Thunderstorm Wind,C,141,PRESQUE ISLE,APX,26-SEP-98 13:07:00,EST,26-SEP-98 13:07:00,0,0,0,0,1998,9
3365,199812,6,2308,199812,6,2308,2151175,5677415,MICHIGAN,1998,Thunderstorm Wind,C,161,WASHTENAW,DTX,06-DEC-98 23:08:00,EST,06-DEC-98 23:08:00,0,0,0,0,1998,2
3366,199812,6,2323,199812,6,2325,2151175,5677416,MICHIGAN,1998,Thunderstorm Wind,C,161,WASHTENAW,DTX,06-DEC-98 23:23:00,EST,06-DEC-98 23:25:00,0,0,0,0,1998,2
3367,199812,6,2340,199812,6,2345,2151175,5677417,MICHIGAN,1998,Thunderstorm Wind,C,163,WAYNE,DTX,06-DEC-98 23:40:00,EST,06-DEC-98 23:45:00,0,0,0,0,1998,2
3368,199812,6,2333,199812,6,2344,2151175,5677418,MICHIGAN,1998,Thunderstorm Wind,C,163,WAYNE,DTX,06-DEC-98 23:33:00,EST,06-DEC-98 23:44:00,0,0,0,0,1998,2
3369,199812,6,2353,199812,6,2353,2151175,5677419,MICHIGAN,1998,Thunderstorm Wind,C,163,WAYNE,DTX,06-DEC-98 23:53:00,EST,06-DEC-98 23:53:00,0,0,0,0,1998,2
3384,199811,10,1000,199811,11,1330,2151188,5675713,MICHIGAN,1998,High Wind,Z,38,LAKE,GRR,10-NOV-98 10:00:00,EST,11-NOV-98 13:30:00,0,0,0,0,1998,1
3385,199811,10,1000,199811,11,1300,2151188,5675714,MICHIGAN,1998,High Wind,Z,37,MASON,GRR,10-NOV-98 10:00:00,EST,11-NOV-98 13:00:00,0,0,0,0,1998,1
3523,199811,10,500,199811,11,1200,2150929,5677599,MICHIGAN,1998,High Wind,Z,15,MACKINAC,APX,10-NOV-98 05:00:00,EST,11-NOV-98 12:00:00,0,0,0,0,1998,1
3544,199805,31,405,199805,31,430,2081019,5655112,MICHIGAN,1998,Thunderstorm Wind,C,85,LAKE,GRR,31-MAY-98 04:05:00,EST,31-MAY-98 04:30:00,0,0,0,0,1998,5
3545,199805,31,413,199805,31,413,2081019,5654981,MICHIGAN,1998,Hail,C,77,KALAMAZOO,GRR,31-MAY-98 04:13:00,EST,31-MAY-98 04:13:00,0,0,0,0,1998,5
3546,199805,31,415,199805,31,415,2081019,5654982,MICHIGAN,1998,Thunderstorm Wind,C,121,MUSKEGON,GRR,31-MAY-98 04:15:00,EST,31-MAY-98 04:15:00,0,0,0,0,1998,5
3547,199805,31,422,199805,31,422,2081019,5654983,MICHIGAN,1998,Thunderstorm Wind,C,5,ALLEGAN,GRR,31-MAY-98 04:22:00,EST,31-MAY-98 04:22:00,0,0,0,0,1998,5
3565,199808,6,1700,199808,7,700,2150416,5671667,MICHIGAN,1998,Flash Flood,C,105,MASON,GRR,06-AUG-98 17:00:00,EST,07-AUG-98 07:00:00,0,0,0,0,1998,8
3567,199805,29,55,199805,29,55,2081018,5654804,MICHIGAN,1998,Thunderstorm Wind,C,77,KALAMAZOO,GRR,29-MAY-98 00:55:00,EST,29-MAY-98 00:55:00,0,0,0,0,1998,5
3653,199805,29,151,199805,29,151,2081018,5654901,MICHIGAN,1998,Thunderstorm Wind,C,73,ISABELLA,GRR,29-MAY-98 01:51:00,EST,29-MAY-98 01:51:00,0,0,0,0,1998,5
3654,199805,31,346,199805,31,346,2081019,5654907,MICHIGAN,1998,Hail,C,5,ALLEGAN,GRR,31-MAY-98 03:46:00,EST,31-MAY-98 03:46:00,0,0,0,0,1998,5
3709,199806,12,1545,199806,12,1545,2082316,5658528,MICHIGAN,1998,Thunderstorm Wind,C,15,BARRY,GRR,12-JUN-98 15:45:00,EST,12-JUN-98 15:45:00,0,0,0,0,1998,6
3758,199805,31,350,199805,31,350,2081019,5654908,MICHIGAN,1998,Thunderstorm Wind,C,105,MASON,GRR,31-MAY-98 03:50:00,EST,31-MAY-98 03:50:00,0,0,0,0,1998,5
3759,199805,31,415,199805,31,415,2081019,5655111,MICHIGAN,1998,Seiche,C,121,MUSKEGON,GRR,31-MAY-98 04:15:00,EST,31-MAY-98 04:15:00,0,0,0,0,1998,5
3767,199801,8,800,199801,8,2300,2072543,5627443,MICHIGAN,1998,Winter Storm,Z,33,MISSAUKEE,APX,08-JAN-98 08:00:00,EST,08-JAN-98 23:00:00,0,0,0,0,1998,1
3768,199801,8,800,199801,8,2300,2072543,5627444,MICHIGAN,1998,Winter Storm,Z,23,MONTMORENCY,APX,08-JAN-98 08:00:00,EST,08-JAN-98 23:00:00,0,0,0,0,1998,1
3803,199812,21,1300,199812,22,1800,2151762,5678020,MICHIGAN,1998,Lake-Effect Snow,Z,51,MONTCALM,GRR,21-DEC-98 13:00:00,EST,22-DEC-98 18:00:00,0,0,0,0,1998,2
3836,199801,12,1200,199801,12,1800,2078637,5650377,MICHIGAN,1998,Winter Weather,Z,74,JACKSON,GRR,12-JAN-98 12:00:00,EST,12-JAN-98 18:00:00,0,0,0,0,1998,1
3843,199811,10,1800,199811,10,1800,2084815,5677638,MICHIGAN,1998,High Wind,Z,6,ALGER,MQT,10-NOV-98 18:00:00,EST,10-NOV-98 18:00:00,0,0,0,0,1998,1
3847,199801,4,0,199801,4,1000,2078635,5650210,MICHIGAN,1998,Winter Weather,Z,39,OSCEOLA,GRR,04-JAN-98 00:00:00,EST,04-JAN-98 10:00:00,0,0,0,0,1998,1
3863,199811,10,500,199811,11,1200,2150929,5677600,MICHIGAN,1998,High Wind,Z,31,MANISTEE,APX,10-NOV-98 05:00:00,EST,11-NOV-98 12:00:00,0,0,0,0,1998,1
3956,199801,22,1900,199801,23,1000,2078640,5650398,MICHIGAN,1998,Winter Storm,Z,50,MUSKEGON,GRR,22-JAN-98 19:00:00,EST,23-JAN-98 10:00:00,0,0,0,0,1998,1
4027,199811,10,1200,199811,11,500,2150942,5676073,MICHIGAN,1998,High Wind,Z,62,LAPEER,DTX,10-NOV-98 12:00:00,EST,11-NOV-98 05:00:00,0,0,0,0,1998,1
4028,199811,10,1200,199811,11,500,2150942,5676074,MICHIGAN,1998,High Wind,Z,63,ST. CLAIR,DTX,10-NOV-98 12:00:00,EST,11-NOV-98 05:00:00,0,0,0,0,1998,1
4029,199811,10,1200,199811,11,500,2150942,5676075,MICHIGAN,1998,High Wind,Z,53,SAGINAW,DTX,10-NOV-98 12:00:00,EST,11-NOV-98 05:00:00,0,0,0,0,1998,1
4040,199811,11,1000,199811,11,1000,2084815,5677643,MICHIGAN,1998,High Wind,Z,9,GOGEBIC,MQT,11-NOV-98 10:00:00,EST,11-NOV-98 10:00:00,0,0,0,0,1998,1
4251,199809,27,205,199809,27,205,2149907,5666852,MICHIGAN,1998,Thunderstorm Wind,C,1,ALCONA,APX,27-SEP-98 02:05:00,EST,27-SEP-98 02:05:00,0,0,0,0,1998,9
4261,199801,8,800,199801,8,2300,2072543,5627436,MICHIGAN,1998,Winter Storm,Z,16,EMMET,APX,08-JAN-98 08:00:00,EST,08-JAN-98 23:00:00,0,0,0,0,1998,1
4353,199801,7,1700,199801,8,1600,2078636,5650375,MICHIGAN,1998,Winter Storm,Z,77,BERRIEN,GRR,07-JAN-98 17:00:00,EST,08-JAN-98 16:00:00,0,0,0,0,1998,1
4401,199805,29,105,199805,29,105,2081018,5654808,MICHIGAN,1998,Thunderstorm Wind,C,117,MONTCALM,GRR,29-MAY-98 01:05:00,EST,29-MAY-98 01:05:00,0,0,0,0,1998,5
4402,199805,31,440,199805,31,440,2081019,5654989,MICHIGAN,1998,Thunderstorm Wind,C,107,MECOSTA,GRR,31-MAY-98 04:40:00,EST,31-MAY-98 04:40:00,0,0,0,0,1998,5
4403,199805,31,445,199805,31,445,2081019,5654990,MICHIGAN,1998,Thunderstorm Wind,C,81,KENT,GRR,31-MAY-98 04:45:00,EST,31-MAY-98 04:45:00,0,0,0,0,1998,5
4404,199805,31,519,199805,31,519,2081019,5654991,MICHIGAN,1998,Hail,C,75,JACKSON,GRR,31-MAY-98 05:19:00,EST,31-MAY-98 05:19:00,0,0,0,0,1998,5
4418,199801,7,1700,199801,8,1600,2078636,5650376,MICHIGAN,1998,Winter Storm,Z,78,CASS,GRR,07-JAN-98 17:00:00,EST,08-JAN-98 16:00:00,0,0,0,0,1998,1
4448,199811,10,1345,199811,10,1352,2151188,5675699,MICHIGAN,1998,Waterspout,C,121,MUSKEGON,GRR,10-NOV-98 13:45:00,EST,10-NOV-98 13:52:00,0,0,0,0,1998,1
4469,199812,31,700,199812,31,2359,2151764,5678072,MICHIGAN,1998,Lake-Effect Snow,Z,56,OTTAWA,GRR,31-DEC-98 07:00:00,EST,31-DEC-98 23:59:00,0,0,0,0,1998,2
4492,199806,25,2155,199806,25,2155,2082323,5657679,MICHIGAN,1998,Hail,C,65,INGHAM,GRR,25-JUN-98 21:55:00,EST,25-JUN-98 21:55:00,0,0,0,0,1998,6
4667,199812,29,2000,199812,30,700,2151763,5678065,MICHIGAN,1998,Heavy Snow,Z,71,VAN BUREN,GRR,29-DEC-98 20:00:00,EST,30-DEC-98 07:00:00,0,0,0,0,1998,2
4711,199806,25,2145,199806,25,2145,2082323,5657678,MICHIGAN,1998,Hail,C,25,CALHOUN,GRR,25-JUN-98 21:45:00,EST,25-JUN-98 21:45:00,0,0,0,0,1998,6
4752,199805,29,10,199805,29,10,2081018,5654905,MICHIGAN,1998,Thunderstorm Wind,C,127,OCEANA,GRR,29-MAY-98 00:10:00,EST,29-MAY-98 00:10:00,0,0,0,0,1998,5
4753,199805,31,245,199805,31,245,2081019,5654906,MICHIGAN,1998,Thunderstorm Wind,C,123,NEWAYGO,GRR,31-MAY-98 02:45:00,EST,31-MAY-98 02:45:00,0,0,0,0,1998,5
4877,199801,8,800,199801,8,2300,2072543,5627429,MICHIGAN,1998,Winter Storm,Z,24,ALPENA,APX,08-JAN-98 08:00:00,EST,08-JAN-98 23:00:00,0,0,0,0,1998,1
4898,199812,23,1100,199812,25,500,2151584,5674648,MICHIGAN,1998,Heavy Snow,Z,3,HOUGHTON,MQT,23-DEC-98 11:00:00,EST,25-DEC-98 05:00:00,0,0,0,0,1998,2
4899,199812,23,1100,199812,25,500,2151584,5674649,MICHIGAN,1998,Heavy Snow,Z,1,KEWEENAW,MQT,23-DEC-98 11:00:00,EST,25-DEC-98 05:00:00,0,0,0,0,1998,2
4980,199812,29,1300,199812,29,1900,2151585,5674650,MICHIGAN,1998,Heavy Snow,Z,1,KEWEENAW,MQT,29-DEC-98 13:00:00,EST,29-DEC-98 19:00:00,0,0,0,0,1998,2
5092,199811,11,643,199811,11,643,2084815,5677639,MICHIGAN,1998,High Wind,Z,3,HOUGHTON,MQT,11-NOV-98 06:43:00,EST,11-NOV-98 06:43:00,0,0,0,0,1998,1
5097,199811,10,930,199811,10,930,2150431,5669853,MICHIGAN,1998,Thunderstorm Wind,C,21,BERRIEN,IWX,10-NOV-98 09:30:00,EST,10-NOV-98 09:30:00,0,0,0,0,1998,1
5192,199809,1,1533,199809,1,1550,2149807,5667989,MICHIGAN,1998,Thunderstorm Wind,C,109,MENOMINEE,MQT,01-SEP-98 15:33:00,CST,01-SEP-98 15:50:00,0,0,0,0,1998,9
5226,199809,26,2000,199809,26,2000,2149907,5667658,MICHIGAN,1998,Thunderstorm Wind,C,29,CHARLEVOIX,APX,26-SEP-98 20:00:00,EST,26-SEP-98 20:00:00,0,0,0,0,1998,9
5313,199809,26,1158,199809,26,1158,2149906,5667651,MICHIGAN,1998,Thunderstorm Wind,C,29,CHARLEVOIX,APX,26-SEP-98 11:58:00,EST,26-SEP-98 11:58:00,0,0,0,0,1998,9
5314,199809,26,1200,199809,26,1200,2149906,5667652,MICHIGAN,1998,Thunderstorm Wind,C,9,ANTRIM,APX,26-SEP-98 12:00:00,EST,26-SEP-98 12:00:00,0,0,0,0,1998,9
5315,199809,26,1255,199809,26,1255,2149906,5667655,MICHIGAN,1998,Thunderstorm Wind,C,119,MONTMORENCY,APX,26-SEP-98 12:55:00,EST,26-SEP-98 12:55:00,0,0,0,0,1998,9
5468,199809,7,1338,199809,7,1338,2149904,5667378,MICHIGAN,1998,Thunderstorm Wind,C,141,PRESQUE ISLE,APX,07-SEP-98 13:38:00,EST,07-SEP-98 13:38:00,0,0,0,0,1998,9
5543,199809,26,2032,199809,26,2032,2149907,5667659,MICHIGAN,1998,Thunderstorm Wind,C,47,EMMET,APX,26-SEP-98 20:32:00,EST,26-SEP-98 20:32:00,0,0,0,0,1998,9
5544,199809,26,2035,199809,26,2035,2149907,5667660,MICHIGAN,1998,Thunderstorm Wind,C,31,CHEBOYGAN,APX,26-SEP-98 20:35:00,EST,26-SEP-98 20:35:00,0,0,0,0,1998,9
5592,199809,1,1937,199809,1,1937,2149903,5667377,MICHIGAN,1998,Hail,C,97,MACKINAC,APX,01-SEP-98 19:37:00,EST,01-SEP-98 19:37:00,0,0,0,0,1998,9
5810,199809,26,445,199809,26,445,2149905,5667379,MICHIGAN,1998,Hail,C,101,MANISTEE,APX,26-SEP-98 04:45:00,EST,26-SEP-98 04:45:00,0,0,0,0,1998,9
5811,199809,26,600,199809,26,600,2149905,5667380,MICHIGAN,1998,Hail,C,51,GLADWIN,APX,26-SEP-98 06:00:00,EST,26-SEP-98 06:00:00,0,0,0,0,1998,9
5812,199809,26,600,199809,26,600,2149905,5667381,MICHIGAN,1998,Hail,C,51,GLADWIN,APX,26-SEP-98 06:00:00,EST,26-SEP-98 06:00:00,0,0,0,0,1998,9
5836,199801,14,1600,199801,15,500,2072545,5627476,MICHIGAN,1998,Winter Storm,Z,34,ROSCOMMON,APX,14-JAN-98 16:00:00,EST,15-JAN-98 05:00:00,0,0,0,0,1998,1
5874,199806,12,1530,199806,12,1530,2082316,5658449,MICHIGAN,1998,Hail,C,15,BARRY,GRR,12-JUN-98 15:30:00,EST,12-JUN-98 15:30:00,0,0,0,0,1998,6
5957,199801,14,1600,199801,15,500,2072545,5627477,MICHIGAN,1998,Winter Storm,Z,32,WEXFORD,APX,14-JAN-98 16:00:00,EST,15-JAN-98 05:00:00,0,0,0,0,1998,1
5990,199801,4,2000,199801,5,800,2072144,5628705,MICHIGAN,1998,Ice Storm,Z,7,LUCE,MQT,04-JAN-98 20:00:00,EST,05-JAN-98 08:00:00,0,0,0,0,1998,1
