,BEGIN_YEARMONTH,Day,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,YEAR,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,Year,Month
1233,199707,8,1844,199707,8,1844,2065723,5607733,MICHIGAN,1997,Hail,C,125,OAKLAND,DTX,08-JUL-97 18:44:00,EST,08-JUL-97 18:44:00,0,0,0,0,1997,7
1234,199707,8,1850,199707,8,1850,2065723,5607734,MICHIGAN,1997,Hail,C,99,MACOMB,DTX,08-JUL-97 18:50:00,EST,08-JUL-97 18:50:00,0,0,0,0,1997,7
1235,199707,8,1905,199707,8,1905,2065723,5607735,MICHIGAN,1997,Hail,C,161,WASHTENAW,DTX,08-JUL-97 19:05:00,EST,08-JUL-97 19:05:00,0,0,0,0,1997,7
1241,199707,2,1441,199707,2,1441,2065721,5607591,MICHIGAN,1997,Tornado,C,145,SAGINAW,DTX,02-JUL-97 14:41:00,EST,02-JUL-97 14:41:00,0,0,0,0,1997,7
1242,199707,2,1450,199707,2,1450,2065721,5607592,MICHIGAN,1997,Tornado,C,145,SAGINAW,DTX,02-JUL-97 14:50:00,EST,02-JUL-97 14:50:00,0,0,0,0,1997,7
1243,199707,2,1510,199707,2,1510,2065721,5607593,MICHIGAN,1997,Tornado,C,145,SAGINAW,DTX,02-JUL-97 15:10:00,EST,02-JUL-97 15:10:00,0,0,0,0,1997,7
1244,199707,2,1520,199707,2,1520,2065721,5607594,MICHIGAN,1997,Tornado,C,145,SAGINAW,DTX,02-JUL-97 15:20:00,EST,02-JUL-97 15:20:00,0,0,0,0,1997,7
1245,199707,2,1520,199707,2,1520,2065721,5607595,MICHIGAN,1997,Tornado,C,49,GENESEE,DTX,02-JUL-97 15:20:00,EST,02-JUL-97 15:20:00,0,0,0,0,1997,7
1246,199707,2,1520,199707,2,1520,2065721,5607596,MICHIGAN,1997,Tornado,C,49,GENESEE,DTX,02-JUL-97 15:20:00,EST,02-JUL-97 15:20:00,0,0,0,0,1997,7
1247,199707,2,1615,199707,2,1615,2065721,5607599,MICHIGAN,1997,Tornado,C,87,LAPEER,DTX,02-JUL-97 16:15:00,EST,02-JUL-97 16:15:00,0,0,0,0,1997,7
1312,199707,14,1642,199707,14,1642,2069669,5616552,MICHIGAN,1997,Thunderstorm Wind,C,149,ST. JOSEPH,GRR,14-JUL-97 16:42:00,EST,14-JUL-97 16:42:00,0,0,0,0,1997,7
1344,199706,24,2110,199706,24,2110,2069093,5618353,MICHIGAN,1997,Thunderstorm Wind,C,107,MECOSTA,GRR,24-JUN-97 21:10:00,EST,24-JUN-97 21:10:00,0,0,0,0,1997,6
1345,199706,24,2120,199706,24,2120,2069093,5618354,MICHIGAN,1997,Thunderstorm Wind,C,117,MONTCALM,GRR,24-JUN-97 21:20:00,EST,24-JUN-97 21:20:00,0,0,0,0,1997,6
1346,199706,24,2215,199706,24,2215,2069093,5618355,MICHIGAN,1997,Thunderstorm Wind,C,73,ISABELLA,GRR,24-JUN-97 22:15:00,EST,24-JUN-97 22:15:00,0,0,0,0,1997,6
1347,199706,23,1455,199706,23,1455,2069092,5618349,MICHIGAN,1997,Thunderstorm Wind,C,65,INGHAM,GRR,23-JUN-97 14:55:00,EST,23-JUN-97 14:55:00,0,0,0,0,1997,6
1368,199707,16,1645,199707,16,1645,2067349,5609997,MICHIGAN,1997,Hail,C,41,DELTA,MQT,16-JUL-97 16:45:00,EST,16-JUL-97 16:45:00,0,0,0,0,1997,7
1369,199707,16,1730,199707,16,1730,2067349,5609998,MICHIGAN,1997,Hail,C,41,DELTA,MQT,16-JUL-97 17:30:00,EST,16-JUL-97 17:30:00,0,0,0,0,1997,7
1370,199707,17,215,199707,17,220,2067349,5609999,MICHIGAN,1997,Thunderstorm Wind,C,61,HOUGHTON,MQT,17-JUL-97 02:15:00,EST,17-JUL-97 02:20:00,0,0,0,0,1997,7
1371,199707,16,515,199707,16,515,2067349,5609990,MICHIGAN,1997,Thunderstorm Wind,C,53,GOGEBIC,MQT,16-JUL-97 05:15:00,EST,16-JUL-97 05:15:00,0,0,0,0,1997,7
1381,199707,14,1545,199707,14,1545,2069669,5616438,MICHIGAN,1997,Thunderstorm Wind,C,21,BERRIEN,GRR,14-JUL-97 15:45:00,EST,14-JUL-97 15:45:00,0,0,0,0,1997,7
1389,199707,2,1541,199707,2,1550,2065721,5607600,MICHIGAN,1997,Tornado,C,93,LIVINGSTON,DTX,02-JUL-97 15:41:00,EST,02-JUL-97 15:50:00,0,0,0,0,1997,7
1390,199707,2,1632,199707,2,1632,2065721,5607601,MICHIGAN,1997,Tornado,C,125,OAKLAND,DTX,02-JUL-97 16:32:00,EST,02-JUL-97 16:32:00,0,0,1,0,1997,7
1391,199707,2,1700,199707,2,1710,2065721,5607602,MICHIGAN,1997,Tornado,C,163,WAYNE,DTX,02-JUL-97 17:00:00,EST,02-JUL-97 17:10:00,90,0,0,0,1997,7
1518,199706,21,1524,199706,21,1524,2069095,5618411,MICHIGAN,1997,Thunderstorm Wind,C,15,BARRY,GRR,21-JUN-97 15:24:00,EST,21-JUN-97 15:24:00,0,0,0,0,1997,6
1523,199707,14,1605,199707,14,1605,2069669,5616441,MICHIGAN,1997,Thunderstorm Wind,C,5,ALLEGAN,GRR,14-JUL-97 16:05:00,EST,14-JUL-97 16:05:00,0,0,0,0,1997,7
1524,199707,14,1610,199707,14,1610,2069669,5616442,MICHIGAN,1997,Thunderstorm Wind,C,5,ALLEGAN,GRR,14-JUL-97 16:10:00,EST,14-JUL-97 16:10:00,0,0,0,0,1997,7
1525,199707,14,1612,199707,14,1612,2069669,5616443,MICHIGAN,1997,Thunderstorm Wind,C,15,BARRY,GRR,14-JUL-97 16:12:00,EST,14-JUL-97 16:12:00,0,0,0,0,1997,7
1579,199707,2,1305,199707,2,1305,2066048,5607522,MICHIGAN,1997,Hail,C,29,CHARLEVOIX,APX,02-JUL-97 13:05:00,EST,02-JUL-97 13:05:00,0,0,0,0,1997,7
1580,199707,2,1325,199707,2,1325,2066048,5607523,MICHIGAN,1997,Thunderstorm Wind,C,47,EMMET,APX,02-JUL-97 13:25:00,EST,02-JUL-97 13:25:00,0,0,0,0,1997,7
1581,199707,2,1400,199707,2,1400,2066048,5607524,MICHIGAN,1997,Tornado,C,39,CRAWFORD,APX,02-JUL-97 14:00:00,EST,02-JUL-97 14:00:00,0,0,0,0,1997,7
1582,199707,2,1410,199707,2,1410,2066048,5607525,MICHIGAN,1997,Tornado,C,135,OSCODA,APX,02-JUL-97 14:10:00,EST,02-JUL-97 14:10:00,0,0,0,0,1997,7
1588,199706,20,2020,199706,20,2020,2069096,5618575,MICHIGAN,1997,Thunderstorm Wind,C,5,ALLEGAN,GRR,20-JUN-97 20:20:00,EST,20-JUN-97 20:20:00,0,0,0,0,1997,6
1608,199707,2,1713,199707,2,1713,2065721,5607603,MICHIGAN,1997,Tornado,C,99,MACOMB,DTX,02-JUL-97 17:13:00,EST,02-JUL-97 17:13:00,6,0,0,0,1997,7
1609,199707,2,1421,199707,2,1421,2065721,5607604,MICHIGAN,1997,Thunderstorm Wind,C,111,MIDLAND,DTX,02-JUL-97 14:21:00,EST,02-JUL-97 14:21:00,0,0,0,0,1997,7
1610,199707,2,1431,199707,2,1431,2065721,5607605,MICHIGAN,1997,Hail,C,145,SAGINAW,DTX,02-JUL-97 14:31:00,EST,02-JUL-97 14:31:00,0,0,0,0,1997,7
1611,199707,2,1440,199707,2,1440,2065721,5607606,MICHIGAN,1997,Thunderstorm Wind,C,145,SAGINAW,DTX,02-JUL-97 14:40:00,EST,02-JUL-97 14:40:00,0,0,0,0,1997,7
1612,199707,2,1513,199707,2,1513,2065721,5607607,MICHIGAN,1997,Thunderstorm Wind,C,17,BAY,DTX,02-JUL-97 15:13:00,EST,02-JUL-97 15:13:00,0,0,0,0,1997,7
1613,199707,2,1550,199707,2,1550,2065721,5607608,MICHIGAN,1997,Thunderstorm Wind,C,49,GENESEE,DTX,02-JUL-97 15:50:00,EST,02-JUL-97 15:50:00,0,0,0,0,1997,7
1614,199707,2,1550,199707,2,1550,2065721,5607609,MICHIGAN,1997,Thunderstorm Wind,C,157,TUSCOLA,DTX,02-JUL-97 15:50:00,EST,02-JUL-97 15:50:00,0,0,0,0,1997,7
1615,199707,2,1625,199707,2,1625,2065721,5607610,MICHIGAN,1997,Hail,C,93,LIVINGSTON,DTX,02-JUL-97 16:25:00,EST,02-JUL-97 16:25:00,0,0,0,0,1997,7
1616,199707,2,1615,199707,2,1630,2065721,5607611,MICHIGAN,1997,Thunderstorm Wind,C,87,LAPEER,DTX,02-JUL-97 16:15:00,EST,02-JUL-97 16:30:00,0,0,0,0,1997,7
1641,199707,2,1500,199707,2,1500,2069668,5617828,MICHIGAN,1997,Funnel Cloud,C,65,INGHAM,GRR,02-JUL-97 15:00:00,EST,02-JUL-97 15:00:00,0,0,0,0,1997,7
1642,199707,2,1510,199707,2,1510,2069668,5617829,MICHIGAN,1997,Hail,C,25,CALHOUN,GRR,02-JUL-97 15:10:00,EST,02-JUL-97 15:10:00,0,0,0,0,1997,7
1643,199707,2,1514,199707,2,1514,2069668,5617830,MICHIGAN,1997,Hail,C,25,CALHOUN,GRR,02-JUL-97 15:14:00,EST,02-JUL-97 15:14:00,0,0,0,0,1997,7
1644,199707,2,1530,199707,2,1530,2069668,5617831,MICHIGAN,1997,Hail,C,65,INGHAM,GRR,02-JUL-97 15:30:00,EST,02-JUL-97 15:30:00,0,0,0,0,1997,7
1645,199707,2,1540,199707,2,1540,2069668,5617832,MICHIGAN,1997,Hail,C,65,INGHAM,GRR,02-JUL-97 15:40:00,EST,02-JUL-97 15:40:00,0,0,0,0,1997,7
1646,199706,20,2045,199706,20,2045,2069096,5618576,MICHIGAN,1997,Thunderstorm Wind,C,77,KALAMAZOO,GRR,20-JUN-97 20:45:00,EST,20-JUN-97 20:45:00,0,0,0,0,1997,6
1712,199707,8,1300,199707,8,1300,2069663,5617662,MICHIGAN,1997,Lightning,C,67,IONIA,GRR,08-JUL-97 13:00:00,EST,08-JUL-97 13:00:00,1,0,0,0,1997,7
1713,199707,8,1755,199707,8,1755,2069663,5617663,MICHIGAN,1997,Thunderstorm Wind,C,75,JACKSON,GRR,08-JUL-97 17:55:00,EST,08-JUL-97 17:55:00,0,0,0,0,1997,7
1758,199707,2,1540,199707,2,1540,2066048,5605745,MICHIGAN,1997,Thunderstorm Wind,C,1,ALCONA,APX,02-JUL-97 15:40:00,EST,02-JUL-97 15:40:00,0,0,0,0,1997,7
1759,199707,6,1530,199707,6,1530,2066049,5605746,MICHIGAN,1997,Hail,C,69,IOSCO,APX,06-JUL-97 15:30:00,EST,06-JUL-97 15:30:00,0,0,0,0,1997,7
1760,199707,14,1925,199707,14,1925,2066050,5605747,MICHIGAN,1997,Hail,C,11,ARENAC,APX,14-JUL-97 19:25:00,EST,14-JUL-97 19:25:00,0,0,0,0,1997,7
1761,199707,16,1408,199707,16,1408,2066051,5605748,MICHIGAN,1997,Hail,C,165,WEXFORD,APX,16-JUL-97 14:08:00,EST,16-JUL-97 14:08:00,0,0,0,0,1997,7
1762,199707,16,1442,199707,16,1442,2066051,5605750,MICHIGAN,1997,Thunderstorm Wind,C,135,OSCODA,APX,16-JUL-97 14:42:00,EST,16-JUL-97 14:42:00,0,0,0,0,1997,7
1763,199707,16,1500,199707,16,1500,2066051,5605751,MICHIGAN,1997,Thunderstorm Wind,C,129,OGEMAW,APX,16-JUL-97 15:00:00,EST,16-JUL-97 15:00:00,0,0,0,0,1997,7
1839,199707,6,1600,199707,6,1600,2065728,5607859,MICHIGAN,1997,Hail,C,157,TUSCOLA,DTX,06-JUL-97 16:00:00,EST,06-JUL-97 16:00:00,0,0,0,0,1997,7
1888,199706,20,1230,199706,20,1230,2069096,5618577,MICHIGAN,1997,Lightning,C,77,KALAMAZOO,GRR,20-JUN-97 12:30:00,EST,20-JUN-97 12:30:00,1,0,0,0,1997,6
1922,199708,16,656,199708,16,656,1045306,5611564,MICHIGAN,1997,Thunderstorm Wind,C,91,LENAWEE,DTX,16-AUG-97 06:56:00,EST,16-AUG-97 06:56:00,0,0,0,0,1997,8
2028,199707,2,650,199707,2,650,2069668,5617745,MICHIGAN,1997,Thunderstorm Wind,C,27,CASS,GRR,02-JUL-97 06:50:00,EST,02-JUL-97 06:50:00,0,0,0,0,1997,7
2089,199707,14,1849,199707,14,1849,2065722,5607722,MICHIGAN,1997,Hail,C,163,WAYNE,DTX,14-JUL-97 18:49:00,EST,14-JUL-97 18:49:00,0,0,0,0,1997,7
2090,199707,14,1854,199707,14,1854,2065722,5607723,MICHIGAN,1997,Thunderstorm Wind,C,145,SAGINAW,DTX,14-JUL-97 18:54:00,EST,14-JUL-97 18:54:00,0,0,0,0,1997,7
2165,199706,20,1915,199706,20,1915,2069096,5618510,MICHIGAN,1997,Thunderstorm Wind,C,15,BARRY,GRR,20-JUN-97 19:15:00,EST,20-JUN-97 19:15:00,0,0,0,0,1997,6
2216,199707,2,1710,199707,2,1710,2065721,5607702,MICHIGAN,1997,Thunderstorm Wind,C,163,WAYNE,DTX,02-JUL-97 17:10:00,EST,02-JUL-97 17:10:00,0,0,0,0,1997,7
2217,199707,2,1712,199707,2,1712,2065721,5607703,MICHIGAN,1997,Hail,C,163,WAYNE,DTX,02-JUL-97 17:12:00,EST,02-JUL-97 17:12:00,0,0,0,0,1997,7
2218,199707,2,1713,199707,2,1713,2065721,5607704,MICHIGAN,1997,Hail,C,163,WAYNE,DTX,02-JUL-97 17:13:00,EST,02-JUL-97 17:13:00,0,0,0,0,1997,7
2219,199707,2,1725,199707,2,1735,2065721,5607705,MICHIGAN,1997,Thunderstorm Wind,C,163,WAYNE,DTX,02-JUL-97 17:25:00,EST,02-JUL-97 17:35:00,8,0,5,0,1997,7
2248,199707,2,1725,199707,2,1725,2065721,5607706,MICHIGAN,1997,Thunderstorm Wind,C,163,WAYNE,DTX,02-JUL-97 17:25:00,EST,02-JUL-97 17:25:00,0,0,0,0,1997,7
2249,199707,2,1800,199707,2,2100,2065721,5607707,MICHIGAN,1997,Flash Flood,C,99,MACOMB,DTX,02-JUL-97 18:00:00,EST,02-JUL-97 21:00:00,0,0,0,0,1997,7
2250,199707,2,1745,199707,2,2045,2065721,5607708,MICHIGAN,1997,Flash Flood,C,163,WAYNE,DTX,02-JUL-97 17:45:00,EST,02-JUL-97 20:45:00,0,0,0,0,1997,7
2251,199707,2,2230,199707,3,300,2065721,5607709,MICHIGAN,1997,Flood,Z,70,MACOMB,DTX,02-JUL-97 22:30:00,EST,03-JUL-97 03:00:00,0,0,0,0,1997,7
2252,199707,2,2100,199707,4,100,2065721,5607710,MICHIGAN,1997,Flood,Z,76,WAYNE,DTX,02-JUL-97 21:00:00,EST,04-JUL-97 01:00:00,0,0,0,0,1997,7
2253,199707,3,200,199707,3,1900,2065721,5607711,MICHIGAN,1997,Flood,Z,76,WAYNE,DTX,03-JUL-97 02:00:00,EST,03-JUL-97 19:00:00,0,0,0,0,1997,7
2269,199707,2,1513,199707,2,1518,2069668,5616436,MICHIGAN,1997,Thunderstorm Wind,C,65,INGHAM,GRR,02-JUL-97 15:13:00,EST,02-JUL-97 15:18:00,0,0,0,0,1997,7
2277,199706,20,700,199706,20,700,2069096,5618416,MICHIGAN,1997,Hail,C,123,NEWAYGO,GRR,20-JUN-97 07:00:00,EST,20-JUN-97 07:00:00,0,0,0,0,1997,6
2344,199708,3,2050,199708,3,2050,1045304,5611562,MICHIGAN,1997,Hail,C,91,LENAWEE,DTX,03-AUG-97 20:50:00,EST,03-AUG-97 20:50:00,0,0,0,0,1997,8
2345,199708,15,1640,199708,15,1640,1045305,5611563,MICHIGAN,1997,Hail,C,125,OAKLAND,DTX,15-AUG-97 16:40:00,EST,15-AUG-97 16:40:00,0,0,0,0,1997,8
2397,199707,14,1830,199707,14,1830,2065722,5607713,MICHIGAN,1997,Hail,C,111,MIDLAND,DTX,14-JUL-97 18:30:00,EST,14-JUL-97 18:30:00,0,0,0,0,1997,7
2398,199707,14,1843,199707,14,1843,2065722,5607714,MICHIGAN,1997,Thunderstorm Wind,C,145,SAGINAW,DTX,14-JUL-97 18:43:00,EST,14-JUL-97 18:43:00,0,0,0,0,1997,7
2399,199707,14,1851,199707,14,1851,2065722,5607715,MICHIGAN,1997,Thunderstorm Wind,C,17,BAY,DTX,14-JUL-97 18:51:00,EST,14-JUL-97 18:51:00,0,0,0,0,1997,7
2405,199708,16,715,199708,16,715,1045306,5611565,MICHIGAN,1997,Thunderstorm Wind,C,115,MONROE,DTX,16-AUG-97 07:15:00,EST,16-AUG-97 07:15:00,2,0,0,0,1997,8
2574,199707,14,1857,199707,14,1857,2065722,5607724,MICHIGAN,1997,Thunderstorm Wind,C,17,BAY,DTX,14-JUL-97 18:57:00,EST,14-JUL-97 18:57:00,0,0,0,0,1997,7
2575,199707,6,1800,199707,6,1900,2065728,5607857,MICHIGAN,1997,Flash Flood,C,151,SANILAC,DTX,06-JUL-97 18:00:00,EST,06-JUL-97 19:00:00,0,0,0,0,1997,7
2576,199707,6,2008,199707,6,2008,2065728,5607858,MICHIGAN,1997,Hail,C,147,ST. CLAIR,DTX,06-JUL-97 20:08:00,EST,06-JUL-97 20:08:00,0,0,0,0,1997,7
2658,199707,2,1530,199707,2,1530,2065721,5607597,MICHIGAN,1997,Tornado,C,49,GENESEE,DTX,02-JUL-97 15:30:00,EST,02-JUL-97 15:30:00,0,0,0,0,1997,7
2659,199707,2,1545,199707,2,1545,2065721,5607598,MICHIGAN,1997,Tornado,C,49,GENESEE,DTX,02-JUL-97 15:45:00,EST,02-JUL-97 15:45:00,1,0,1,0,1997,7
2661,199707,2,1635,199707,2,1635,2065721,5607612,MICHIGAN,1997,Thunderstorm Wind,C,161,WASHTENAW,DTX,02-JUL-97 16:35:00,EST,02-JUL-97 16:35:00,0,0,0,0,1997,7
2683,199707,2,1635,199707,2,1635,2065721,5607613,MICHIGAN,1997,Thunderstorm Wind,C,161,WASHTENAW,DTX,02-JUL-97 16:35:00,EST,02-JUL-97 16:35:00,0,0,0,0,1997,7
2732,199706,20,1907,199706,20,1907,2069096,5618507,MICHIGAN,1997,Thunderstorm Wind,C,15,BARRY,GRR,20-JUN-97 19:07:00,EST,20-JUN-97 19:07:00,0,0,0,0,1997,6
2816,199706,20,1305,199706,20,1305,2069096,5618417,MICHIGAN,1997,Thunderstorm Wind,C,45,EATON,GRR,20-JUN-97 13:05:00,EST,20-JUN-97 13:05:00,0,0,0,0,1997,6
3420,199707,14,1746,199707,14,1746,2069669,5616560,MICHIGAN,1997,Thunderstorm Wind,C,37,CLINTON,GRR,14-JUL-97 17:46:00,EST,14-JUL-97 17:46:00,0,0,0,0,1997,7
3462,199706,20,1840,199706,20,1840,2069096,5618503,MICHIGAN,1997,Thunderstorm Wind,C,81,KENT,GRR,20-JUN-97 18:40:00,EST,20-JUN-97 18:40:00,0,0,0,0,1997,6
