,BEGIN_YEARMONTH,Day,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,YEAR,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,SOURCE,Year,Month
19080,200506,30,920,200506,30,930,1192574,5457559,MICHIGAN,2005,Thunderstorm Wind,C,75,JACKSON,GRR,30-JUN-05 09:20:00,EST,30-JUN-05 09:30:00,0,0,0,0,LAW ENFORCEMENT,2005,6
19081,200506,30,955,200506,30,955,1192574,5457560,MICHIGAN,2005,Hail,C,75,JACKSON,GRR,30-JUN-05 09:55:00,EST,30-JUN-05 09:55:00,0,0,0,0,TRAINED SPOTTER,2005,6
19082,200506,30,1935,200506,30,1935,1192574,5457561,MICHIGAN,2005,Thunderstorm Wind,C,75,JACKSON,GRR,30-JUN-05 19:35:00,EST,30-JUN-05 19:35:00,0,0,0,0,NWS STORM SURVEY,2005,6
19155,200506,5,1553,200506,5,1553,1192458,5459456,MICHIGAN,2005,Hail,C,1,ALCONA,APX,05-JUN-05 15:53:00,EST,05-JUN-05 15:53:00,0,0,0,0,TRAINED SPOTTER,2005,6
19355,200506,5,1349,200506,5,1358,1192567,5460175,MICHIGAN,2005,Hail,C,65,INGHAM,GRR,05-JUN-05 13:49:00,EST,05-JUN-05 13:58:00,0,0,0,0,TRAINED SPOTTER,2005,6
19444,200506,5,1725,200506,5,1725,1192567,5459472,MICHIGAN,2005,Thunderstorm Wind,C,25,CALHOUN,GRR,05-JUN-05 17:25:00,EST,05-JUN-05 17:25:00,0,0,0,0,LAW ENFORCEMENT,2005,6
19479,200506,11,1248,200506,11,1248,1192459,5460141,MICHIGAN,2005,Thunderstorm Wind,C,9,ANTRIM,APX,11-JUN-05 12:48:00,EST,11-JUN-05 12:48:00,1,0,0,0,BROADCAST MEDIA,2005,6
19480,200506,11,1310,200506,11,1310,1192459,5460142,MICHIGAN,2005,Thunderstorm Wind,C,137,OTSEGO,APX,11-JUN-05 13:10:00,EST,11-JUN-05 13:10:00,0,0,0,0,NEWSPAPER,2005,6
19566,200506,5,1740,200506,5,1740,1192567,5459474,MICHIGAN,2005,Hail,C,65,INGHAM,GRR,05-JUN-05 17:40:00,EST,05-JUN-05 17:40:00,0,0,0,0,TRAINED SPOTTER,2005,6
19568,200506,10,1816,200506,11,1400,1192460,5460146,MICHIGAN,2005,Flood,Z,42,ARENAC,APX,10-JUN-05 18:16:00,EST,11-JUN-05 14:00:00,0,0,0,0,LAW ENFORCEMENT,2005,6
19569,200506,27,1520,200506,27,1520,1192461,5460147,MICHIGAN,2005,Hail,C,141,PRESQUE ISLE,APX,27-JUN-05 15:20:00,EST,27-JUN-05 15:20:00,0,0,0,0,TRAINED SPOTTER,2005,6
19570,200506,27,1542,200506,27,1542,1192461,5460148,MICHIGAN,2005,Hail,C,47,EMMET,APX,27-JUN-05 15:42:00,EST,27-JUN-05 15:42:00,0,0,0,0,TRAINED SPOTTER,2005,6
19827,200506,30,700,200506,30,705,1191359,5456767,MICHIGAN,2005,Thunderstorm Wind,C,21,BERRIEN,IWX,30-JUN-05 07:00:00,EST,30-JUN-05 07:05:00,0,0,0,0,LAW ENFORCEMENT,2005,6
19840,200506,5,1900,200506,5,1910,1192171,5459739,MICHIGAN,2005,Thunderstorm Wind,C,125,OAKLAND,DTX,05-JUN-05 19:00:00,EST,05-JUN-05 19:10:00,0,0,0,0,TRAINED SPOTTER,2005,6
19841,200506,5,1913,200506,5,1913,1192171,5459740,MICHIGAN,2005,Thunderstorm Wind,C,63,HURON,DTX,05-JUN-05 19:13:00,EST,05-JUN-05 19:13:00,0,0,0,0,EMERGENCY MANAGER,2005,6
19950,200506,5,1740,200506,5,1740,1192567,5459473,MICHIGAN,2005,Thunderstorm Wind,C,57,GRATIOT,GRR,05-JUN-05 17:40:00,EST,05-JUN-05 17:40:00,0,0,0,0,LAW ENFORCEMENT,2005,6
19962,200506,28,1235,200506,28,1235,1192462,5460235,MICHIGAN,2005,Hail,C,143,ROSCOMMON,APX,28-JUN-05 12:35:00,EST,28-JUN-05 12:35:00,0,0,0,0,TRAINED SPOTTER,2005,6
20007,200506,30,710,200506,30,710,1192574,5457554,MICHIGAN,2005,Hail,C,81,KENT,GRR,30-JUN-05 07:10:00,EST,30-JUN-05 07:10:00,0,0,0,0,NWS STORM SURVEY,2005,6
20008,200506,30,805,200506,30,810,1192574,5457555,MICHIGAN,2005,Thunderstorm Wind,C,67,IONIA,GRR,30-JUN-05 08:05:00,EST,30-JUN-05 08:10:00,0,0,0,0,LAW ENFORCEMENT,2005,6
20009,200506,30,810,200506,30,810,1192574,5457556,MICHIGAN,2005,Thunderstorm Wind,C,15,BARRY,GRR,30-JUN-05 08:10:00,EST,30-JUN-05 08:10:00,0,0,0,0,TRAINED SPOTTER,2005,6
20010,200506,30,840,200506,30,850,1192574,5457557,MICHIGAN,2005,Thunderstorm Wind,C,25,CALHOUN,GRR,30-JUN-05 08:40:00,EST,30-JUN-05 08:50:00,0,0,0,0,LAW ENFORCEMENT,2005,6
20011,200506,30,845,200506,30,845,1192574,5457558,MICHIGAN,2005,Thunderstorm Wind,C,45,EATON,GRR,30-JUN-05 08:45:00,EST,30-JUN-05 08:45:00,0,0,0,0,LAW ENFORCEMENT,2005,6
20062,200506,5,1901,200506,5,1901,1192171,5459738,MICHIGAN,2005,Thunderstorm Wind,C,163,WAYNE,DTX,05-JUN-05 19:01:00,EST,05-JUN-05 19:01:00,0,0,0,0,AMATEUR RADIO,2005,6
20064,200506,5,1915,200506,5,1915,1192171,5459741,MICHIGAN,2005,Thunderstorm Wind,C,115,MONROE,DTX,05-JUN-05 19:15:00,EST,05-JUN-05 19:15:00,2,0,0,0,EMERGENCY MANAGER,2005,6
20065,200506,5,1915,200506,5,1915,1192171,5459742,MICHIGAN,2005,Thunderstorm Wind,C,87,LAPEER,DTX,05-JUN-05 19:15:00,EST,05-JUN-05 19:15:00,0,0,0,0,EMERGENCY MANAGER,2005,6
20240,200506,5,1343,200506,5,1348,1192567,5460173,MICHIGAN,2005,Thunderstorm Wind,C,81,KENT,GRR,05-JUN-05 13:43:00,EST,05-JUN-05 13:48:00,0,0,0,0,NWS STORM SURVEY,2005,6
20241,200506,10,1350,200506,10,1350,1192460,5460143,MICHIGAN,2005,Hail,C,143,ROSCOMMON,APX,10-JUN-05 13:50:00,EST,10-JUN-05 13:50:00,0,0,0,0,NWS EMPLOYEE(OFF DUTY),2005,6
20242,200506,10,1810,200506,10,1810,1192460,5460144,MICHIGAN,2005,Hail,C,31,CHEBOYGAN,APX,10-JUN-05 18:10:00,EST,10-JUN-05 18:10:00,0,0,0,0,TRAINED SPOTTER,2005,6
20243,200506,10,1715,200506,10,1815,1192460,5460145,MICHIGAN,2005,Flash Flood,C,11,ARENAC,APX,10-JUN-05 17:15:00,EST,10-JUN-05 18:15:00,0,0,0,0,LAW ENFORCEMENT,2005,6
20247,200506,5,1346,200506,5,1353,1192567,5460174,MICHIGAN,2005,Hail,C,57,GRATIOT,GRR,05-JUN-05 13:46:00,EST,05-JUN-05 13:53:00,0,0,0,0,LAW ENFORCEMENT,2005,6
20248,200506,5,1611,200506,5,1611,1192567,5460187,MICHIGAN,2005,Thunderstorm Wind,C,81,KENT,GRR,05-JUN-05 16:11:00,EST,05-JUN-05 16:11:00,0,0,0,0,LAW ENFORCEMENT,2005,6
20257,200506,5,1555,200506,5,1555,1192567,5460185,MICHIGAN,2005,Thunderstorm Wind,C,77,KALAMAZOO,GRR,05-JUN-05 15:55:00,EST,05-JUN-05 15:55:00,0,0,0,0,TRAINED SPOTTER,2005,6
20269,200506,5,1943,200506,5,1943,1192171,5459824,MICHIGAN,2005,Thunderstorm Wind,C,125,OAKLAND,DTX,05-JUN-05 19:43:00,EST,05-JUN-05 19:43:00,0,0,0,0,TRAINED SPOTTER,2005,6
20270,200506,5,1515,200506,5,1516,1192171,5459825,MICHIGAN,2005,Tornado,C,145,SAGINAW,DTX,05-JUN-05 15:15:00,EST,05-JUN-05 15:16:00,0,0,0,0,TRAINED SPOTTER,2005,6
20271,200506,5,1607,200506,5,1607,1192567,5460186,MICHIGAN,2005,Thunderstorm Wind,C,159,VAN BUREN,GRR,05-JUN-05 16:07:00,EST,05-JUN-05 16:07:00,0,0,0,0,GENERAL PUBLIC,2005,6
20797,200506,29,1620,200506,29,1620,1192573,5457552,MICHIGAN,2005,Tornado,C,123,NEWAYGO,GRR,29-JUN-05 16:20:00,EST,29-JUN-05 16:20:00,0,0,0,0,NWS STORM SURVEY,2005,6
20798,200506,30,700,200506,30,700,1192574,5457553,MICHIGAN,2005,Thunderstorm Wind,C,139,OTTAWA,GRR,30-JUN-05 07:00:00,EST,30-JUN-05 07:00:00,0,0,0,0,GENERAL PUBLIC,2005,6
20986,200506,26,1515,200506,26,1515,1191353,5456756,MICHIGAN,2005,Thunderstorm Wind,C,149,ST. JOSEPH,IWX,26-JUN-05 15:15:00,EST,26-JUN-05 15:15:00,0,0,0,0,LAW ENFORCEMENT,2005,6
20987,200506,25,1920,200506,25,1920,1191354,5456757,MICHIGAN,2005,Thunderstorm Wind,C,23,BRANCH,IWX,25-JUN-05 19:20:00,EST,25-JUN-05 19:20:00,0,0,0,0,TRAINED SPOTTER,2005,6
20998,200506,5,1528,200506,5,1528,1192171,5459566,MICHIGAN,2005,Hail,C,157,TUSCOLA,DTX,05-JUN-05 15:28:00,EST,05-JUN-05 15:28:00,0,0,0,0,EMERGENCY MANAGER,2005,6
20999,200506,5,1610,200506,5,1610,1192171,5459567,MICHIGAN,2005,Thunderstorm Wind,C,87,LAPEER,DTX,05-JUN-05 16:10:00,EST,05-JUN-05 16:10:00,0,0,0,0,EMERGENCY MANAGER,2005,6
21000,200506,5,1529,200506,5,1529,1192171,5459568,MICHIGAN,2005,Thunderstorm Wind,C,17,BAY,DTX,05-JUN-05 15:29:00,EST,05-JUN-05 15:29:00,0,0,0,0,TRAINED SPOTTER,2005,6
21152,200506,26,1745,200506,26,1745,1191353,5456754,MICHIGAN,2005,Thunderstorm Wind,C,59,HILLSDALE,IWX,26-JUN-05 17:45:00,EST,26-JUN-05 17:45:00,0,0,0,0,EMERGENCY MANAGER,2005,6
21153,200506,26,1758,200506,26,1758,1191353,5456755,MICHIGAN,2005,Thunderstorm Wind,C,59,HILLSDALE,IWX,26-JUN-05 17:58:00,EST,26-JUN-05 17:58:00,0,0,0,0,LAW ENFORCEMENT,2005,6
21174,200506,5,1600,200506,5,1600,1192171,5459569,MICHIGAN,2005,Thunderstorm Wind,C,63,HURON,DTX,05-JUN-05 16:00:00,EST,05-JUN-05 16:00:00,0,0,0,0,EMERGENCY MANAGER,2005,6
21178,200506,5,1450,200506,5,1452,1192171,5459570,MICHIGAN,2005,Thunderstorm Wind,C,17,BAY,DTX,05-JUN-05 14:50:00,EST,05-JUN-05 14:52:00,0,0,0,0,TRAINED SPOTTER,2005,6
21179,200506,5,1510,200506,5,1510,1192171,5459571,MICHIGAN,2005,Thunderstorm Wind,C,63,HURON,DTX,05-JUN-05 15:10:00,EST,05-JUN-05 15:10:00,0,0,0,0,TRAINED SPOTTER,2005,6
21414,200506,27,1730,200506,27,1740,1191233,5457243,MICHIGAN,2005,Thunderstorm Wind,C,61,HOUGHTON,MQT,27-JUN-05 17:30:00,EST,27-JUN-05 17:40:00,0,0,0,0,EMERGENCY MANAGER,2005,6
21415,200506,27,1640,200506,27,1640,1191234,5457244,MICHIGAN,2005,Thunderstorm Wind,C,131,ONTONAGON,MQT,27-JUN-05 16:40:00,EST,27-JUN-05 16:40:00,0,0,0,0,LAW ENFORCEMENT,2005,6
21416,200506,27,1550,200506,27,1550,1191235,5457245,MICHIGAN,2005,Thunderstorm Wind,C,53,GOGEBIC,MQT,27-JUN-05 15:50:00,CST,27-JUN-05 15:50:00,0,0,0,0,LAW ENFORCEMENT,2005,6
21417,200506,27,1723,200506,27,1723,1191236,5457246,MICHIGAN,2005,Thunderstorm Wind,C,71,IRON,MQT,27-JUN-05 17:23:00,CST,27-JUN-05 17:23:00,0,0,0,0,TRAINED SPOTTER,2005,6
21418,200506,27,1745,200506,27,1745,1191237,5457247,MICHIGAN,2005,Thunderstorm Wind,C,61,HOUGHTON,MQT,27-JUN-05 17:45:00,EST,27-JUN-05 17:45:00,0,0,0,0,LAW ENFORCEMENT,2005,6
21419,200506,30,35,200506,30,35,1191238,5457248,MICHIGAN,2005,Thunderstorm Wind,C,53,GOGEBIC,MQT,30-JUN-05 00:35:00,CST,30-JUN-05 00:35:00,0,0,0,0,TRAINED SPOTTER,2005,6
21420,200506,10,1605,200506,10,1605,1191239,5457249,MICHIGAN,2005,Funnel Cloud,C,61,HOUGHTON,MQT,10-JUN-05 16:05:00,EST,10-JUN-05 16:05:00,0,0,0,0,LAW ENFORCEMENT,2005,6
21421,200506,27,1935,200506,27,1940,1191240,5457250,MICHIGAN,2005,Thunderstorm Wind,C,61,HOUGHTON,MQT,27-JUN-05 19:35:00,EST,27-JUN-05 19:40:00,0,0,0,0,GENERAL PUBLIC,2005,6
22087,200506,11,1719,200506,11,1719,1191228,5457193,MICHIGAN,2005,Thunderstorm Wind,C,53,GOGEBIC,MQT,11-JUN-05 17:19:00,CST,11-JUN-05 17:19:00,0,0,0,0,TRAINED SPOTTER,2005,6
22088,200506,11,1800,200506,11,1800,1191229,5457194,MICHIGAN,2005,Thunderstorm Wind,C,71,IRON,MQT,11-JUN-05 18:00:00,CST,11-JUN-05 18:00:00,0,0,0,0,TRAINED SPOTTER,2005,6
22089,200506,11,1809,200506,11,1809,1191230,5457195,MICHIGAN,2005,Thunderstorm Wind,C,71,IRON,MQT,11-JUN-05 18:09:00,CST,11-JUN-05 18:09:00,0,0,0,0,LAW ENFORCEMENT,2005,6
22090,200506,11,1820,200506,11,1820,1191231,5457196,MICHIGAN,2005,Thunderstorm Wind,C,43,DICKINSON,MQT,11-JUN-05 18:20:00,CST,11-JUN-05 18:20:00,0,0,0,0,TRAINED SPOTTER,2005,6
22384,200506,10,1335,200506,10,1335,1191227,5457192,MICHIGAN,2005,Thunderstorm Wind,C,53,GOGEBIC,MQT,10-JUN-05 13:35:00,CST,10-JUN-05 13:35:00,0,0,0,0,LAW ENFORCEMENT,2005,6
22537,200506,11,1705,200506,11,1705,1191242,5457252,MICHIGAN,2005,Lightning,C,53,GOGEBIC,MQT,11-JUN-05 17:05:00,CST,11-JUN-05 17:05:00,1,0,0,0,LAW ENFORCEMENT,2005,6
22538,200506,11,1827,200506,11,1827,1191243,5457253,MICHIGAN,2005,Thunderstorm Wind,C,43,DICKINSON,MQT,11-JUN-05 18:27:00,CST,11-JUN-05 18:27:00,0,0,0,0,TRAINED SPOTTER,2005,6
22539,200506,23,500,200506,23,700,1191244,5457254,MICHIGAN,2005,Flash Flood,C,83,KEWEENAW,MQT,23-JUN-05 05:00:00,EST,23-JUN-05 07:00:00,0,0,0,0,PARK/FOREST SERVICE,2005,6
22582,200506,14,1505,200506,14,1505,1192181,5459157,MICHIGAN,2005,Thunderstorm Wind,C,17,BAY,DTX,14-JUN-05 15:05:00,EST,14-JUN-05 15:05:00,0,0,0,0,LAW ENFORCEMENT,2005,6
24127,200505,6,2300,200505,6,2300,1189651,5449844,MICHIGAN,2005,Lightning,C,145,SAGINAW,DTX,06-MAY-05 23:00:00,EST,06-MAY-05 23:00:00,0,0,0,0,NEWSPAPER,2005,5
24360,200505,29,1516,200505,29,1526,1189648,5449833,MICHIGAN,2005,Hail,C,157,TUSCOLA,DTX,29-MAY-05 15:16:00,EST,29-MAY-05 15:26:00,0,0,0,0,AMATEUR RADIO,2005,5
24361,200505,13,1725,200505,13,1725,1189649,5449834,MICHIGAN,2005,Hail,C,161,WASHTENAW,DTX,13-MAY-05 17:25:00,EST,13-MAY-05 17:25:00,0,0,0,0,TRAINED SPOTTER,2005,5
24362,200505,13,1805,200505,13,1805,1189649,5449835,MICHIGAN,2005,Hail,C,163,WAYNE,DTX,13-MAY-05 18:05:00,EST,13-MAY-05 18:05:00,0,0,0,0,TRAINED SPOTTER,2005,5
24363,200505,13,1515,200505,13,1515,1189649,5449836,MICHIGAN,2005,Hail,C,163,WAYNE,DTX,13-MAY-05 15:15:00,EST,13-MAY-05 15:15:00,0,0,0,0,TRAINED SPOTTER,2005,5
24364,200505,13,1726,200505,13,1726,1189649,5449837,MICHIGAN,2005,Hail,C,161,WASHTENAW,DTX,13-MAY-05 17:26:00,EST,13-MAY-05 17:26:00,0,0,0,0,TRAINED SPOTTER,2005,5
24365,200505,13,1813,200505,13,1813,1189649,5449838,MICHIGAN,2005,Hail,C,125,OAKLAND,DTX,13-MAY-05 18:13:00,EST,13-MAY-05 18:13:00,0,0,0,0,TRAINED SPOTTER,2005,5
24366,200505,13,1840,200505,13,1840,1189649,5449839,MICHIGAN,2005,Hail,C,163,WAYNE,DTX,13-MAY-05 18:40:00,EST,13-MAY-05 18:40:00,0,0,0,0,TRAINED SPOTTER,2005,5
24367,200505,13,1727,200505,13,1727,1189649,5449840,MICHIGAN,2005,Thunderstorm Wind,C,161,WASHTENAW,DTX,13-MAY-05 17:27:00,EST,13-MAY-05 17:27:00,0,0,0,0,TRAINED SPOTTER,2005,5
24496,200505,6,2350,200505,7,2350,1189651,5449843,MICHIGAN,2005,Lightning,C,145,SAGINAW,DTX,06-MAY-05 23:50:00,EST,07-MAY-05 23:50:00,0,0,0,0,NEWSPAPER,2005,5
25465,200506,14,1255,200506,14,1830,1192570,5459487,MICHIGAN,2005,Thunderstorm Wind,C,5,ALLEGAN,GRR,14-JUN-05 12:55:00,EST,14-JUN-05 18:30:00,0,0,0,0,DEPT OF HIGHWAYS,2005,6
25541,200507,18,1245,200507,18,1245,1195869,5466712,MICHIGAN,2005,Thunderstorm Wind,C,129,OGEMAW,APX,18-JUL-05 12:45:00,EST,18-JUL-05 12:45:00,0,0,0,0,LAW ENFORCEMENT,2005,7
25542,200507,18,1245,200507,18,1245,1195869,5466713,MICHIGAN,2005,Thunderstorm Wind,C,129,OGEMAW,APX,18-JUL-05 12:45:00,EST,18-JUL-05 12:45:00,0,0,0,0,LAW ENFORCEMENT,2005,7
25726,200507,8,1515,200507,8,1515,1195562,5466487,MICHIGAN,2005,Lightning,C,125,OAKLAND,DTX,08-JUL-05 15:15:00,EST,08-JUL-05 15:15:00,0,0,0,0,EMERGENCY MANAGER,2005,7
25844,200506,5,1658,200506,5,1700,1192567,5459468,MICHIGAN,2005,Thunderstorm Wind,C,45,EATON,GRR,05-JUN-05 16:58:00,EST,05-JUN-05 17:00:00,0,0,0,0,LAW ENFORCEMENT,2005,6
25845,200506,5,1725,200506,5,1725,1192171,5459583,MICHIGAN,2005,Hail,C,17,BAY,DTX,05-JUN-05 17:25:00,EST,05-JUN-05 17:25:00,0,0,0,0,TRAINED SPOTTER,2005,6
25850,200507,18,1240,200507,18,1240,1195869,5466710,MICHIGAN,2005,Thunderstorm Wind,C,135,OSCODA,APX,18-JUL-05 12:40:00,EST,18-JUL-05 12:40:00,0,0,0,0,LAW ENFORCEMENT,2005,7
25851,200507,18,1240,200507,18,1252,1195869,5466711,MICHIGAN,2005,Thunderstorm Wind,C,141,PRESQUE ISLE,APX,18-JUL-05 12:40:00,EST,18-JUL-05 12:52:00,0,0,0,0,LAW ENFORCEMENT,2005,7
25854,200507,13,1625,200507,13,1625,1195563,5466488,MICHIGAN,2005,Lightning,C,49,GENESEE,DTX,13-JUL-05 16:25:00,EST,13-JUL-05 16:25:00,0,0,0,0,NEWSPAPER,2005,7
25870,200506,5,1940,200506,5,1940,1192171,5459732,MICHIGAN,2005,Hail,C,63,HURON,DTX,05-JUN-05 19:40:00,EST,05-JUN-05 19:40:00,0,0,0,0,TRAINED SPOTTER,2005,6
25872,200506,5,1815,200506,5,1815,1192171,5459637,MICHIGAN,2005,Hail,C,157,TUSCOLA,DTX,05-JUN-05 18:15:00,EST,05-JUN-05 18:15:00,0,0,0,0,TRAINED SPOTTER,2005,6
25873,200506,5,1758,200506,5,1758,1192171,5459638,MICHIGAN,2005,Hail,C,145,SAGINAW,DTX,05-JUN-05 17:58:00,EST,05-JUN-05 17:58:00,0,0,0,0,TRAINED SPOTTER,2005,6
25874,200506,5,1545,200506,5,1545,1192171,5459639,MICHIGAN,2005,Hail,C,145,SAGINAW,DTX,05-JUN-05 15:45:00,EST,05-JUN-05 15:45:00,0,0,0,0,TRAINED SPOTTER,2005,6
26004,200507,18,1319,200507,18,1319,1195869,5466716,MICHIGAN,2005,Thunderstorm Wind,C,11,ARENAC,APX,18-JUL-05 13:19:00,EST,18-JUL-05 13:19:00,0,0,0,0,NWS STORM SURVEY,2005,7
26033,200506,5,1412,200506,5,1412,1192171,5459562,MICHIGAN,2005,Hail,C,145,SAGINAW,DTX,05-JUN-05 14:12:00,EST,05-JUN-05 14:12:00,0,0,0,0,TRAINED SPOTTER,2005,6
26135,200506,5,2030,200506,5,2030,1192171,5459733,MICHIGAN,2005,Thunderstorm Wind,C,147,ST. CLAIR,DTX,05-JUN-05 20:30:00,EST,05-JUN-05 20:30:00,0,0,0,0,TRAINED SPOTTER,2005,6
26259,200506,8,1352,200506,8,1352,1192455,5459445,MICHIGAN,2005,Hail,C,143,ROSCOMMON,APX,08-JUN-05 13:52:00,EST,08-JUN-05 13:52:00,0,0,0,0,LAW ENFORCEMENT,2005,6
26390,200506,5,1820,200506,5,1820,1192458,5459457,MICHIGAN,2005,Hail,C,39,CRAWFORD,APX,05-JUN-05 18:20:00,EST,05-JUN-05 18:20:00,0,0,0,0,TRAINED SPOTTER,2005,6
26412,200507,18,1127,200507,18,1130,1195869,5466714,MICHIGAN,2005,Thunderstorm Wind,C,137,OTSEGO,APX,18-JUL-05 11:27:00,EST,18-JUL-05 11:30:00,0,0,0,0,TRAINED SPOTTER,2005,7
26413,200507,18,1140,200507,18,1140,1195869,5466715,MICHIGAN,2005,Thunderstorm Wind,C,119,MONTMORENCY,APX,18-JUL-05 11:40:00,EST,18-JUL-05 11:40:00,0,0,0,0,EMERGENCY MANAGER,2005,7
26543,200506,5,1706,200506,5,1706,1192567,5459469,MICHIGAN,2005,Thunderstorm Wind,C,37,CLINTON,GRR,05-JUN-05 17:06:00,EST,05-JUN-05 17:06:00,0,0,0,0,NWS STORM SURVEY,2005,6
26710,200506,8,1430,200506,8,1430,1192455,5459446,MICHIGAN,2005,Hail,C,129,OGEMAW,APX,08-JUN-05 14:30:00,EST,08-JUN-05 14:30:00,0,0,0,0,TRAINED SPOTTER,2005,6
26711,200506,9,1750,200506,9,1750,1192456,5459447,MICHIGAN,2005,Hail,C,1,ALCONA,APX,09-JUN-05 17:50:00,EST,09-JUN-05 17:50:00,0,0,0,0,TRAINED SPOTTER,2005,6
26712,200506,9,1902,200506,9,1902,1192456,5459448,MICHIGAN,2005,Hail,C,135,OSCODA,APX,09-JUN-05 19:02:00,EST,09-JUN-05 19:02:00,0,0,0,0,TRAINED SPOTTER,2005,6
27054,200506,14,1512,200506,14,1512,1192181,5459160,MICHIGAN,2005,Hail,C,49,GENESEE,DTX,14-JUN-05 15:12:00,EST,14-JUN-05 15:12:00,0,0,0,0,TRAINED SPOTTER,2005,6
27066,200506,14,1401,200506,14,1401,1192181,5459161,MICHIGAN,2005,Hail,C,145,SAGINAW,DTX,14-JUN-05 14:01:00,EST,14-JUN-05 14:01:00,0,0,0,0,TRAINED SPOTTER,2005,6
27067,200506,14,1418,200506,14,1418,1192181,5459162,MICHIGAN,2005,Thunderstorm Wind,C,145,SAGINAW,DTX,14-JUN-05 14:18:00,EST,14-JUN-05 14:18:00,0,0,0,0,TRAINED SPOTTER,2005,6
27069,200506,5,1640,200506,5,1640,1192567,5459466,MICHIGAN,2005,Thunderstorm Wind,C,25,CALHOUN,GRR,05-JUN-05 16:40:00,EST,05-JUN-05 16:40:00,0,0,0,0,LAW ENFORCEMENT,2005,6
27070,200506,5,1645,200506,5,1645,1192567,5459467,MICHIGAN,2005,Hail,C,57,GRATIOT,GRR,05-JUN-05 16:45:00,EST,05-JUN-05 16:45:00,0,0,0,0,GENERAL PUBLIC,2005,6
27074,200506,5,1843,200506,5,1843,1192171,5459728,MICHIGAN,2005,Thunderstorm Wind,C,49,GENESEE,DTX,05-JUN-05 18:43:00,EST,05-JUN-05 18:43:00,0,0,0,0,TRAINED SPOTTER,2005,6
27075,200506,5,1835,200506,5,1835,1192171,5459729,MICHIGAN,2005,Thunderstorm Wind,C,161,WASHTENAW,DTX,05-JUN-05 18:35:00,EST,05-JUN-05 18:35:00,0,0,0,0,TRAINED SPOTTER,2005,6
27245,200506,14,1520,200506,14,1520,1192181,5459158,MICHIGAN,2005,Hail,C,63,HURON,DTX,14-JUN-05 15:20:00,EST,14-JUN-05 15:20:00,0,0,0,0,GENERAL PUBLIC,2005,6
27246,200506,14,1518,200506,14,1518,1192181,5459159,MICHIGAN,2005,Hail,C,151,SANILAC,DTX,14-JUN-05 15:18:00,EST,14-JUN-05 15:18:00,0,0,0,0,GENERAL PUBLIC,2005,6
27294,200506,5,1615,200506,5,1615,1192567,5460188,MICHIGAN,2005,Thunderstorm Wind,C,77,KALAMAZOO,GRR,05-JUN-05 16:15:00,EST,05-JUN-05 16:15:00,0,0,0,0,GENERAL PUBLIC,2005,6
27295,200506,30,1045,200506,30,1045,1192187,5460189,MICHIGAN,2005,Thunderstorm Wind,C,163,WAYNE,DTX,30-JUN-05 10:45:00,EST,30-JUN-05 10:45:00,0,0,0,0,TRAINED SPOTTER,2005,6
27398,200506,8,200,200506,8,200,1192457,5459451,MICHIGAN,2005,Hail,C,11,ARENAC,APX,08-JUN-05 02:00:00,EST,08-JUN-05 02:00:00,0,0,0,0,TRAINED SPOTTER,2005,6
27562,200506,5,1800,200506,5,1800,1192567,5459476,MICHIGAN,2005,Thunderstorm Wind,C,75,JACKSON,GRR,05-JUN-05 18:00:00,EST,05-JUN-05 18:00:00,0,0,0,0,GENERAL PUBLIC,2005,6
27563,200506,8,20,200506,8,25,1192568,5459477,MICHIGAN,2005,Thunderstorm Wind,C,159,VAN BUREN,GRR,08-JUN-05 00:20:00,EST,08-JUN-05 00:25:00,0,0,0,0,NWS STORM SURVEY,2005,6
27564,200506,8,35,200506,8,35,1192568,5459478,MICHIGAN,2005,Hail,C,77,KALAMAZOO,GRR,08-JUN-05 00:35:00,EST,08-JUN-05 00:35:00,0,0,0,0,NWS STORM SURVEY,2005,6
27565,200506,8,57,200506,8,57,1192568,5459479,MICHIGAN,2005,Hail,C,67,IONIA,GRR,08-JUN-05 00:57:00,EST,08-JUN-05 00:57:00,0,0,0,0,NWS STORM SURVEY,2005,6
27707,200506,14,1434,200506,14,1434,1192181,5459163,MICHIGAN,2005,Thunderstorm Wind,C,157,TUSCOLA,DTX,14-JUN-05 14:34:00,EST,14-JUN-05 14:34:00,0,0,0,0,"AWOS,ASOS,MESONET,ETC",2005,6
27708,200506,14,1436,200506,14,1436,1192181,5459164,MICHIGAN,2005,Thunderstorm Wind,C,157,TUSCOLA,DTX,14-JUN-05 14:36:00,EST,14-JUN-05 14:36:00,0,0,0,0,TRAINED SPOTTER,2005,6
27709,200506,14,1436,200506,14,1436,1192181,5459165,MICHIGAN,2005,Hail,C,157,TUSCOLA,DTX,14-JUN-05 14:36:00,EST,14-JUN-05 14:36:00,0,0,0,0,TRAINED SPOTTER,2005,6
