,BEGIN_YEARMONTH,Day,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,YEAR,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,SOURCE,Year,Month
1784,200501,22,300,200501,22,1900,1184111,5436491,MICHIGAN,2005,Winter Storm,Z,61,GENESEE,DTX,22-JAN-05 03:00:00,EST,22-JAN-05 19:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
1787,200501,21,700,200501,22,0,1184110,5436489,MICHIGAN,2005,Heavy Snow,Z,55,SANILAC,DTX,21-JAN-05 07:00:00,EST,22-JAN-05 00:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
1788,200501,22,300,200501,22,1900,1184111,5436490,MICHIGAN,2005,Winter Storm,Z,48,BAY,DTX,22-JAN-05 03:00:00,EST,22-JAN-05 19:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
1877,200501,21,1100,200501,22,1200,1184120,5434676,MICHIGAN,2005,Flood,Z,83,MONROE,DTX,21-JAN-05 11:00:00,EST,22-JAN-05 12:00:00,0,0,0,0,"AWOS,ASOS,MESONET,ETC",2005,1
1994,200501,2,500,200501,2,700,1184213,5434843,MICHIGAN,2005,Ice Storm,Z,22,OTSEGO,APX,02-JAN-05 05:00:00,EST,02-JAN-05 07:00:00,0,0,0,0,LAW ENFORCEMENT,2005,1
1995,200501,2,500,200501,2,800,1184213,5434844,MICHIGAN,2005,Ice Storm,Z,23,MONTMORENCY,APX,02-JAN-05 05:00:00,EST,02-JAN-05 08:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
2000,200501,18,2230,200501,19,400,1184216,5434977,MICHIGAN,2005,Winter Storm,Z,25,BENZIE,APX,18-JAN-05 22:30:00,EST,19-JAN-05 04:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
2001,200501,18,2300,200501,19,400,1184216,5434978,MICHIGAN,2005,Winter Storm,Z,19,CHARLEVOIX,APX,18-JAN-05 23:00:00,EST,19-JAN-05 04:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
2051,200501,19,0,200501,19,400,1184216,5434979,MICHIGAN,2005,Winter Storm,Z,17,CHEBOYGAN,APX,19-JAN-05 00:00:00,EST,19-JAN-05 04:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
2057,200501,2,400,200501,2,900,1184213,5434837,MICHIGAN,2005,Ice Storm,Z,16,EMMET,APX,02-JAN-05 04:00:00,EST,02-JAN-05 09:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
2061,200501,18,2230,200501,19,400,1184216,5434982,MICHIGAN,2005,Winter Storm,Z,20,LEELANAU,APX,18-JAN-05 22:30:00,EST,19-JAN-05 04:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
2062,200501,18,2300,200501,19,400,1184216,5434980,MICHIGAN,2005,Winter Storm,Z,16,EMMET,APX,18-JAN-05 23:00:00,EST,19-JAN-05 04:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
2063,200501,18,2300,200501,19,400,1184216,5434981,MICHIGAN,2005,Winter Storm,Z,26,GRAND TRAVERSE,APX,18-JAN-05 23:00:00,EST,19-JAN-05 04:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
2099,200501,2,400,200501,2,900,1184213,5434838,MICHIGAN,2005,Ice Storm,Z,17,CHEBOYGAN,APX,02-JAN-05 04:00:00,EST,02-JAN-05 09:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
2192,200501,6,400,200501,6,1400,1184104,5436372,MICHIGAN,2005,Heavy Snow,Z,48,BAY,DTX,06-JAN-05 04:00:00,EST,06-JAN-05 14:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
2280,200501,6,400,200501,6,1400,1184104,5436373,MICHIGAN,2005,Heavy Snow,Z,47,MIDLAND,DTX,06-JAN-05 04:00:00,EST,06-JAN-05 14:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
2306,200501,22,300,200501,22,1900,1184111,5436492,MICHIGAN,2005,Winter Storm,Z,62,LAPEER,DTX,22-JAN-05 03:00:00,EST,22-JAN-05 19:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
2347,200501,6,400,200501,6,1400,1184104,5436374,MICHIGAN,2005,Heavy Snow,Z,53,SAGINAW,DTX,06-JAN-05 04:00:00,EST,06-JAN-05 14:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
2361,200501,22,300,200501,22,1900,1184111,5436500,MICHIGAN,2005,Winter Storm,Z,75,WASHTENAW,DTX,22-JAN-05 03:00:00,EST,22-JAN-05 19:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
2362,200501,22,300,200501,22,1900,1184111,5436501,MICHIGAN,2005,Winter Storm,Z,76,WAYNE,DTX,22-JAN-05 03:00:00,EST,22-JAN-05 19:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
2363,200501,22,1800,200501,23,200,1184112,5436502,MICHIGAN,2005,Blizzard,Z,49,HURON,DTX,22-JAN-05 18:00:00,EST,23-JAN-05 02:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
2397,200502,14,1800,200502,15,0,1184881,5437653,MICHIGAN,2005,Ice Storm,Z,55,SANILAC,DTX,14-FEB-05 18:00:00,EST,15-FEB-05 00:00:00,0,0,0,0,TRAINED SPOTTER,2005,2
2398,200501,22,1010,200501,22,1520,1184620,5438715,MICHIGAN,2005,Winter Storm,Z,78,CASS,IWX,22-JAN-05 10:10:00,EST,22-JAN-05 15:20:00,0,0,0,0,TRAINED SPOTTER,2005,1
2426,200501,15,400,200501,20,1200,1184117,5436510,MICHIGAN,2005,Flood,Z,68,LIVINGSTON,DTX,15-JAN-05 04:00:00,EST,20-JAN-05 12:00:00,0,0,0,0,"AWOS,ASOS,MESONET,ETC",2005,1
2427,200501,13,1700,200501,15,2200,1184118,5436511,MICHIGAN,2005,Flood,Z,76,WAYNE,DTX,13-JAN-05 17:00:00,EST,15-JAN-05 22:00:00,0,0,0,0,"AWOS,ASOS,MESONET,ETC",2005,1
2428,200501,14,1600,200501,17,0,1184119,5436512,MICHIGAN,2005,Flood,Z,82,LENAWEE,DTX,14-JAN-05 16:00:00,EST,17-JAN-05 00:00:00,0,0,0,0,"AWOS,ASOS,MESONET,ETC",2005,1
2660,200501,22,1453,200501,22,1620,1184620,5438716,MICHIGAN,2005,Winter Storm,Z,79,ST. JOSEPH,IWX,22-JAN-05 14:53:00,EST,22-JAN-05 16:20:00,0,0,0,0,TRAINED SPOTTER,2005,1
2685,200501,22,1800,200501,23,200,1184112,5436505,MICHIGAN,2005,Blizzard,Z,54,TUSCOLA,DTX,22-JAN-05 18:00:00,EST,23-JAN-05 02:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
2686,200501,26,2000,200501,27,800,1184113,5436506,MICHIGAN,2005,Winter Storm,Z,55,SANILAC,DTX,26-JAN-05 20:00:00,EST,27-JAN-05 08:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
2687,200501,15,800,200501,15,1900,1184114,5436507,MICHIGAN,2005,Flood,Z,53,SAGINAW,DTX,15-JAN-05 08:00:00,EST,15-JAN-05 19:00:00,0,0,0,0,"AWOS,ASOS,MESONET,ETC",2005,1
2688,200501,13,1000,200501,14,900,1184115,5436508,MICHIGAN,2005,Flood,Z,60,SHIAWASSEE,DTX,13-JAN-05 10:00:00,EST,14-JAN-05 09:00:00,0,0,0,0,"AWOS,ASOS,MESONET,ETC",2005,1
2689,200501,13,1000,200501,16,100,1184116,5436509,MICHIGAN,2005,Flood,Z,53,SAGINAW,DTX,13-JAN-05 10:00:00,EST,16-JAN-05 01:00:00,0,0,0,0,"AWOS,ASOS,MESONET,ETC",2005,1
3131,200501,22,800,200501,22,1620,1184620,5438717,MICHIGAN,2005,Winter Storm,Z,80,BRANCH,IWX,22-JAN-05 08:00:00,EST,22-JAN-05 16:20:00,0,0,0,0,TRAINED SPOTTER,2005,1
3189,200501,11,300,200501,11,900,1184106,5436377,MICHIGAN,2005,Heavy Snow,Z,83,MONROE,DTX,11-JAN-05 03:00:00,EST,11-JAN-05 09:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
3190,200501,22,1800,200501,23,200,1184112,5436503,MICHIGAN,2005,Blizzard,Z,55,SANILAC,DTX,22-JAN-05 18:00:00,EST,23-JAN-05 02:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
3191,200501,22,1800,200501,23,200,1184112,5436504,MICHIGAN,2005,Blizzard,Z,63,ST. CLAIR,DTX,22-JAN-05 18:00:00,EST,23-JAN-05 02:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
3303,200501,22,300,200501,22,1900,1184111,5436499,MICHIGAN,2005,Winter Storm,Z,60,SHIAWASSEE,DTX,22-JAN-05 03:00:00,EST,22-JAN-05 19:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
3349,200501,22,300,200501,22,1900,1184111,5436493,MICHIGAN,2005,Winter Storm,Z,82,LENAWEE,DTX,22-JAN-05 03:00:00,EST,22-JAN-05 19:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
3353,200502,14,1800,200502,15,0,1184881,5437654,MICHIGAN,2005,Ice Storm,Z,48,BAY,DTX,14-FEB-05 18:00:00,EST,15-FEB-05 00:00:00,0,0,0,0,TRAINED SPOTTER,2005,2
3376,200502,14,1800,200502,15,0,1184881,5437655,MICHIGAN,2005,Ice Storm,Z,47,MIDLAND,DTX,14-FEB-05 18:00:00,EST,15-FEB-05 00:00:00,0,0,0,0,TRAINED SPOTTER,2005,2
3377,200502,14,1800,200502,15,0,1184881,5437656,MICHIGAN,2005,Ice Storm,Z,49,HURON,DTX,14-FEB-05 18:00:00,EST,15-FEB-05 00:00:00,0,0,0,0,TRAINED SPOTTER,2005,2
3378,200502,14,1800,200502,15,0,1184881,5437657,MICHIGAN,2005,Ice Storm,Z,53,SAGINAW,DTX,14-FEB-05 18:00:00,EST,15-FEB-05 00:00:00,0,0,0,0,TRAINED SPOTTER,2005,2
3379,200502,14,1800,200502,15,0,1184881,5437658,MICHIGAN,2005,Ice Storm,Z,54,TUSCOLA,DTX,14-FEB-05 18:00:00,EST,15-FEB-05 00:00:00,0,0,0,0,TRAINED SPOTTER,2005,2
3380,200502,20,0,200502,20,2300,1184882,5437659,MICHIGAN,2005,Heavy Snow,Z,47,MIDLAND,DTX,20-FEB-05 00:00:00,EST,20-FEB-05 23:00:00,0,0,0,0,TRAINED SPOTTER,2005,2
3390,200501,22,620,200501,22,1500,1184620,5438714,MICHIGAN,2005,Winter Storm,Z,77,BERRIEN,IWX,22-JAN-05 06:20:00,EST,22-JAN-05 15:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
3424,200501,16,100,200501,16,200,1184107,5436378,MICHIGAN,2005,Cold/Wind Chill,Z,76,WAYNE,DTX,16-JAN-05 01:00:00,EST,16-JAN-05 02:00:00,0,0,1,0,NEWSPAPER,2005,1
3425,200501,13,1130,200501,13,1130,1184108,5436379,MICHIGAN,2005,Lightning,C,111,MIDLAND,DTX,13-JAN-05 11:30:00,EST,13-JAN-05 11:30:00,0,0,0,0,NEWSPAPER,2005,1
3426,200501,13,1400,200501,13,1800,1184109,5436380,MICHIGAN,2005,Flood,Z,75,WASHTENAW,DTX,13-JAN-05 14:00:00,EST,13-JAN-05 18:00:00,0,0,0,0,EMERGENCY MANAGER,2005,1
3458,200501,22,300,200501,22,1900,1184111,5436496,MICHIGAN,2005,Winter Storm,Z,83,MONROE,DTX,22-JAN-05 03:00:00,EST,22-JAN-05 19:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
3459,200501,22,300,200501,22,1900,1184111,5436497,MICHIGAN,2005,Winter Storm,Z,69,OAKLAND,DTX,22-JAN-05 03:00:00,EST,22-JAN-05 19:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
3460,200501,5,700,200501,6,700,1184105,5436375,MICHIGAN,2005,Heavy Snow,Z,75,WASHTENAW,DTX,05-JAN-05 07:00:00,EST,06-JAN-05 07:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
3461,200501,11,300,200501,11,900,1184106,5436376,MICHIGAN,2005,Heavy Snow,Z,82,LENAWEE,DTX,11-JAN-05 03:00:00,EST,11-JAN-05 09:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
3521,200501,22,300,200501,22,1900,1184111,5436498,MICHIGAN,2005,Winter Storm,Z,53,SAGINAW,DTX,22-JAN-05 03:00:00,EST,22-JAN-05 19:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
3794,200501,2,500,200501,2,600,1184213,5434848,MICHIGAN,2005,Ice Storm,Z,27,KALKASKA,APX,02-JAN-05 05:00:00,EST,02-JAN-05 06:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
3796,200501,22,1400,200501,22,2100,1184217,5434986,MICHIGAN,2005,Winter Storm,Z,36,IOSCO,APX,22-JAN-05 14:00:00,EST,22-JAN-05 21:00:00,0,0,0,0,LAW ENFORCEMENT,2005,1
3797,200501,2,400,200501,2,500,1184213,5434846,MICHIGAN,2005,Ice Storm,Z,25,BENZIE,APX,02-JAN-05 04:00:00,EST,02-JAN-05 05:00:00,0,0,0,0,LAW ENFORCEMENT,2005,1
3798,200501,22,1000,200501,22,1900,1184217,5434985,MICHIGAN,2005,Winter Storm,Z,24,ALPENA,APX,22-JAN-05 10:00:00,EST,22-JAN-05 19:00:00,0,0,0,0,GENERAL PUBLIC,2005,1
3800,200501,22,1230,200501,22,1600,1184217,5434987,MICHIGAN,2005,Winter Storm,Z,23,MONTMORENCY,APX,22-JAN-05 12:30:00,EST,22-JAN-05 16:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
3804,200501,22,1430,200501,22,1600,1184217,5434988,MICHIGAN,2005,Winter Storm,Z,18,PRESQUE ISLE,APX,22-JAN-05 14:30:00,EST,22-JAN-05 16:00:00,0,0,0,0,LAW ENFORCEMENT,2005,1
3805,200501,22,1600,200501,22,2100,1184217,5434989,MICHIGAN,2005,Winter Storm,Z,42,ARENAC,APX,22-JAN-05 16:00:00,EST,22-JAN-05 21:00:00,0,0,0,0,GENERAL PUBLIC,2005,1
3806,200501,2,500,200501,2,600,1184213,5434849,MICHIGAN,2005,Ice Storm,Z,29,OSCODA,APX,02-JAN-05 05:00:00,EST,02-JAN-05 06:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
3807,200501,2,600,200501,2,600,1184213,5434850,MICHIGAN,2005,Ice Storm,Z,30,ALCONA,APX,02-JAN-05 06:00:00,EST,02-JAN-05 06:00:00,0,0,0,0,LAW ENFORCEMENT,2005,1
3814,200501,2,400,200501,2,500,1184213,5434851,MICHIGAN,2005,Ice Storm,Z,31,MANISTEE,APX,02-JAN-05 04:00:00,EST,02-JAN-05 05:00:00,0,0,0,0,LAW ENFORCEMENT,2005,1
3853,200501,2,400,200501,2,500,1184213,5434852,MICHIGAN,2005,Ice Storm,Z,32,WEXFORD,APX,02-JAN-05 04:00:00,EST,02-JAN-05 05:00:00,0,0,0,0,LAW ENFORCEMENT,2005,1
3860,200501,2,500,200501,2,800,1184213,5434845,MICHIGAN,2005,Ice Storm,Z,24,ALPENA,APX,02-JAN-05 05:00:00,EST,02-JAN-05 08:00:00,0,0,0,0,DEPT OF HIGHWAYS,2005,1
3865,200501,18,2230,200501,19,400,1184216,5434983,MICHIGAN,2005,Winter Storm,Z,31,MANISTEE,APX,18-JAN-05 22:30:00,EST,19-JAN-05 04:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
3866,200501,22,1200,200501,22,2000,1184217,5434984,MICHIGAN,2005,Winter Storm,Z,30,ALCONA,APX,22-JAN-05 12:00:00,EST,22-JAN-05 20:00:00,0,0,0,0,LAW ENFORCEMENT,2005,1
3870,200501,2,400,200501,2,500,1184213,5434847,MICHIGAN,2005,Ice Storm,Z,26,GRAND TRAVERSE,APX,02-JAN-05 04:00:00,EST,02-JAN-05 05:00:00,0,0,0,0,LAW ENFORCEMENT,2005,1
4053,200502,20,0,200502,20,2300,1184882,5437668,MICHIGAN,2005,Heavy Snow,Z,69,OAKLAND,DTX,20-FEB-05 00:00:00,EST,20-FEB-05 23:00:00,0,0,0,0,TRAINED SPOTTER,2005,2
4121,200502,20,0,200502,20,2300,1184882,5437665,MICHIGAN,2005,Heavy Snow,Z,61,GENESEE,DTX,20-FEB-05 00:00:00,EST,20-FEB-05 23:00:00,0,0,0,0,TRAINED SPOTTER,2005,2
4136,200502,20,0,200502,20,2300,1184882,5437666,MICHIGAN,2005,Heavy Snow,Z,62,LAPEER,DTX,20-FEB-05 00:00:00,EST,20-FEB-05 23:00:00,0,0,0,0,TRAINED SPOTTER,2005,2
4137,200502,20,0,200502,20,2300,1184882,5437667,MICHIGAN,2005,Heavy Snow,Z,63,ST. CLAIR,DTX,20-FEB-05 00:00:00,EST,20-FEB-05 23:00:00,0,0,0,0,TRAINED SPOTTER,2005,2
4386,200501,6,1200,200501,6,1400,1184215,5434867,MICHIGAN,2005,Heavy Snow,Z,32,WEXFORD,APX,06-JAN-05 12:00:00,EST,06-JAN-05 14:00:00,0,0,0,0,DEPT OF HIGHWAYS,2005,1
4387,200501,6,1600,200501,6,1700,1184215,5434868,MICHIGAN,2005,Heavy Snow,Z,27,KALKASKA,APX,06-JAN-05 16:00:00,EST,06-JAN-05 17:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
4411,200501,6,1400,200501,6,1500,1184215,5434865,MICHIGAN,2005,Heavy Snow,Z,34,ROSCOMMON,APX,06-JAN-05 14:00:00,EST,06-JAN-05 15:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
4412,200501,6,1100,200501,6,1400,1184215,5434866,MICHIGAN,2005,Heavy Snow,Z,31,MANISTEE,APX,06-JAN-05 11:00:00,EST,06-JAN-05 14:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
4579,200501,6,1130,200501,6,1200,1184215,5434863,MICHIGAN,2005,Heavy Snow,Z,33,MISSAUKEE,APX,06-JAN-05 11:30:00,EST,06-JAN-05 12:00:00,0,0,0,0,LAW ENFORCEMENT,2005,1
4594,200501,6,1400,200501,6,1700,1184215,5434864,MICHIGAN,2005,Heavy Snow,Z,28,CRAWFORD,APX,06-JAN-05 14:00:00,EST,06-JAN-05 17:00:00,0,0,0,0,LAW ENFORCEMENT,2005,1
4622,200501,2,500,200501,2,600,1184213,5434853,MICHIGAN,2005,Ice Storm,Z,35,OGEMAW,APX,02-JAN-05 05:00:00,EST,02-JAN-05 06:00:00,0,0,0,0,LAW ENFORCEMENT,2005,1
4623,200501,17,500,200501,20,1700,1184214,5434854,MICHIGAN,2005,Flood,Z,29,OSCODA,APX,17-JAN-05 05:00:00,EST,20-JAN-05 17:00:00,0,0,0,0,OFFICIAL NWS OBS.,2005,1
4645,200501,6,1500,200501,6,1700,1184215,5434857,MICHIGAN,2005,Heavy Snow,Z,36,IOSCO,APX,06-JAN-05 15:00:00,EST,06-JAN-05 17:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
4646,200501,6,1600,200501,6,1700,1184215,5434858,MICHIGAN,2005,Heavy Snow,Z,23,MONTMORENCY,APX,06-JAN-05 16:00:00,EST,06-JAN-05 17:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
4647,200501,6,1430,200501,6,1530,1184215,5434859,MICHIGAN,2005,Heavy Snow,Z,35,OGEMAW,APX,06-JAN-05 14:30:00,EST,06-JAN-05 15:30:00,0,0,0,0,LAW ENFORCEMENT,2005,1
4648,200501,6,1400,200501,6,1700,1184215,5434860,MICHIGAN,2005,Heavy Snow,Z,29,OSCODA,APX,06-JAN-05 14:00:00,EST,06-JAN-05 17:00:00,0,0,0,0,LAW ENFORCEMENT,2005,1
4649,200501,6,1130,200501,6,1200,1184215,5434861,MICHIGAN,2005,Heavy Snow,Z,42,ARENAC,APX,06-JAN-05 11:30:00,EST,06-JAN-05 12:00:00,0,0,0,0,LAW ENFORCEMENT,2005,1
4650,200501,6,1130,200501,6,1200,1184215,5434862,MICHIGAN,2005,Heavy Snow,Z,41,GLADWIN,APX,06-JAN-05 11:30:00,EST,06-JAN-05 12:00:00,0,0,0,0,LAW ENFORCEMENT,2005,1
4651,200501,6,1600,200501,6,1700,1184215,5434855,MICHIGAN,2005,Heavy Snow,Z,30,ALCONA,APX,06-JAN-05 16:00:00,EST,06-JAN-05 17:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
4652,200501,6,1600,200501,6,1700,1184215,5434856,MICHIGAN,2005,Heavy Snow,Z,24,ALPENA,APX,06-JAN-05 16:00:00,EST,06-JAN-05 17:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
4676,200502,20,0,200502,20,2300,1184882,5437662,MICHIGAN,2005,Heavy Snow,Z,53,SAGINAW,DTX,20-FEB-05 00:00:00,EST,20-FEB-05 23:00:00,0,0,0,0,TRAINED SPOTTER,2005,2
4745,200501,21,2300,200501,22,1900,1184633,5438437,MICHIGAN,2005,Heavy Snow,Z,64,ALLEGAN,GRR,21-JAN-05 23:00:00,EST,22-JAN-05 19:00:00,0,0,0,0,NWS STORM SURVEY,2005,1
4779,200501,14,0,200501,15,1600,1184603,5438611,MICHIGAN,2005,Cold/Wind Chill,Z,10,IRON,MQT,14-JAN-05 00:00:00,CST,15-JAN-05 16:00:00,0,0,0,0,"AWOS,ASOS,MESONET,ETC",2005,1
4780,200501,14,0,200501,15,1600,1184603,5438612,MICHIGAN,2005,Cold/Wind Chill,Z,11,DICKINSON,MQT,14-JAN-05 00:00:00,CST,15-JAN-05 16:00:00,0,0,0,0,"AWOS,ASOS,MESONET,ETC",2005,1
4795,200501,16,1800,200501,17,1100,1184604,5438613,MICHIGAN,2005,Heavy Snow,Z,2,ONTONAGON,MQT,16-JAN-05 18:00:00,EST,17-JAN-05 11:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
4796,200501,16,1600,200501,17,1100,1184604,5438614,MICHIGAN,2005,Heavy Snow,Z,6,ALGER,MQT,16-JAN-05 16:00:00,EST,17-JAN-05 11:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
4829,200501,18,1400,200501,19,200,1184605,5438616,MICHIGAN,2005,Winter Storm,Z,14,SOUTHERN SCHOOLCRAFT,MQT,18-JAN-05 14:00:00,EST,19-JAN-05 02:00:00,0,0,0,0,LAW ENFORCEMENT,2005,1
4861,200501,13,1100,200501,14,1100,1184603,5438605,MICHIGAN,2005,Winter Storm,Z,2,ONTONAGON,MQT,13-JAN-05 11:00:00,EST,14-JAN-05 11:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
4874,200501,21,2300,200501,22,1900,1184633,5438438,MICHIGAN,2005,Heavy Snow,Z,65,BARRY,GRR,21-JAN-05 23:00:00,EST,22-JAN-05 19:00:00,0,0,0,0,NWS STORM SURVEY,2005,1
4875,200501,21,2300,200501,22,1900,1184633,5438439,MICHIGAN,2005,Heavy Snow,Z,66,EATON,GRR,21-JAN-05 23:00:00,EST,22-JAN-05 19:00:00,0,0,0,0,NWS STORM SURVEY,2005,1
4878,200502,20,0,200502,20,2300,1184882,5437664,MICHIGAN,2005,Heavy Snow,Z,55,SANILAC,DTX,20-FEB-05 00:00:00,EST,20-FEB-05 23:00:00,0,0,0,0,TRAINED SPOTTER,2005,2
4886,200501,1,2000,200501,2,500,1184602,5438599,MICHIGAN,2005,Sleet,Z,5,MARQUETTE,MQT,01-JAN-05 20:00:00,EST,02-JAN-05 05:00:00,0,0,0,0,TRAINED SPOTTER,2005,1
5046,200502,20,0,200502,20,2300,1184882,5437660,MICHIGAN,2005,Heavy Snow,Z,48,BAY,DTX,20-FEB-05 00:00:00,EST,20-FEB-05 23:00:00,0,0,0,0,TRAINED SPOTTER,2005,2
5047,200502,20,0,200502,20,2300,1184882,5437661,MICHIGAN,2005,Heavy Snow,Z,49,HURON,DTX,20-FEB-05 00:00:00,EST,20-FEB-05 23:00:00,0,0,0,0,TRAINED SPOTTER,2005,2
5048,200502,20,0,200502,20,2300,1184882,5437663,MICHIGAN,2005,Heavy Snow,Z,54,TUSCOLA,DTX,20-FEB-05 00:00:00,EST,20-FEB-05 23:00:00,0,0,0,0,TRAINED SPOTTER,2005,2
5232,200502,20,0,200502,20,2300,1184882,5437669,MICHIGAN,2005,Heavy Snow,Z,70,MACOMB,DTX,20-FEB-05 00:00:00,EST,20-FEB-05 23:00:00,0,0,0,0,TRAINED SPOTTER,2005,2
5233,200502,20,0,200502,20,2300,1184882,5437670,MICHIGAN,2005,Heavy Snow,Z,76,WAYNE,DTX,20-FEB-05 00:00:00,EST,20-FEB-05 23:00:00,0,0,0,0,TRAINED SPOTTER,2005,2
