,BEGIN_YEARMONTH,Day,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EVENT_ID,STATE,YEAR,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,MAGNITUDE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,END_RANGE,Year,Month
478,199507,14,1902,199507,14,1902,10328945,MICHIGAN,1995,Thunderstorm Wind,C,43,DICKINSON,14-JUL-95 19:02:00,EST,14-JUL-95 19:02:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
479,199507,14,1915,199507,14,1915,10328946,MICHIGAN,1995,Thunderstorm Wind,C,43,DICKINSON,14-JUL-95 19:15:00,EST,14-JUL-95 19:15:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
1020,199507,13,1325,199507,13,1325,10328932,MICHIGAN,1995,Thunderstorm Wind,C,9,ANTRIM,13-JUL-95 13:25:00,EST,13-JUL-95 13:25:00,0,0,0,0,10K,0,52.0,0.0,0,3,2,1995,7
1021,199507,13,1520,199507,13,1520,10328933,MICHIGAN,1995,Thunderstorm Wind,C,39,CRAWFORD,13-JUL-95 15:20:00,EDT,13-JUL-95 15:20:00,0,0,0,0,50K,0,0.0,0.0,0,12,0,1995,7
1022,199507,13,1530,199507,13,1530,10328934,MICHIGAN,1995,Thunderstorm Wind,C,39,CRAWFORD,13-JUL-95 15:30:00,EDT,13-JUL-95 15:30:00,0,0,0,0,5K,0,0.0,0.0,0,11,0,1995,7
1023,199508,11,1715,199508,11,1715,10328935,MICHIGAN,1995,Thunderstorm Wind,C,39,CRAWFORD,11-AUG-95 17:15:00,EDT,11-AUG-95 17:15:00,0,0,0,0,5K,0,0.0,0.0,0,5,0,1995,8
1024,199508,30,1912,199508,30,1912,10328936,MICHIGAN,1995,Hail,C,39,CRAWFORD,30-AUG-95 19:12:00,EDT,30-AUG-95 19:12:00,0,0,0,0,0,0,0.75,0.0,0,1,0,1995,8
1082,199507,13,1330,199507,13,1330,10329364,MICHIGAN,1995,Thunderstorm Wind,C,35,CLARE,13-JUL-95 13:30:00,EDT,13-JUL-95 13:30:00,0,0,0,0,50K,0,0.0,0.0,0,0,0,1995,7
1083,199508,13,1520,199508,13,1520,10329365,MICHIGAN,1995,Thunderstorm Wind,C,35,CLARE,13-AUG-95 15:20:00,EDT,13-AUG-95 15:20:00,0,0,0,0,5K,0,0.0,0.0,0,2,0,1995,8
1138,199507,13,1608,199507,13,1608,10329019,MICHIGAN,1995,Thunderstorm Wind,C,49,GENESEE,13-JUL-95 16:08:00,EST,13-JUL-95 16:08:00,0,0,0,0,0,0,52.0,0.0,0,0,0,1995,7
1305,199504,18,2036,199504,18,2036,10331548,MICHIGAN,1995,Thunderstorm Wind,C,135,OSCODA,18-APR-95 20:36:00,EST,18-APR-95 20:36:00,0,0,0,0,0,0,50.0,0.0,0,5,0,1995,4
1306,199505,28,1455,199505,28,1455,10331549,MICHIGAN,1995,Tornado,C,135,OSCODA,28-MAY-95 14:55:00,EST,28-MAY-95 14:55:00,0,0,0,0,0,0,2.0,1.0,880,44,5,1995,5
1325,199507,4,1540,199507,4,1540,10329414,MICHIGAN,1995,Thunderstorm Wind,C,93,LIVINGSTON,04-JUL-95 15:40:00,EST,04-JUL-95 15:40:00,1,0,0,0,15K,0,0.0,0.0,0,0,0,1995,7
1326,199507,13,1720,199507,13,1720,10329415,MICHIGAN,1995,Thunderstorm Wind,C,93,LIVINGSTON,13-JUL-95 17:20:00,EST,13-JUL-95 17:20:00,0,0,0,0,5K,0,0.0,0.0,0,0,0,1995,7
1327,199507,16,1703,199507,16,1703,10329416,MICHIGAN,1995,Hail,C,93,LIVINGSTON,16-JUL-95 17:03:00,EST,16-JUL-95 17:03:00,0,0,0,0,0,0,1.0,0.0,0,0,0,1995,7
1472,199507,15,1757,199507,15,1757,10329188,MICHIGAN,1995,Hail,C,65,INGHAM,15-JUL-95 17:57:00,EST,15-JUL-95 17:57:00,0,0,0,0,0,0,1.75,0.0,0,0,0,1995,7
1494,199507,15,1711,199507,15,1750,10329152,MICHIGAN,1995,Hail,C,91,LENAWEE,15-JUL-95 17:11:00,EST,15-JUL-95 17:50:00,0,0,0,0,0,0,0.75,0.0,0,0,0,1995,7
1495,199508,1,1340,199508,1,1340,10329153,MICHIGAN,1995,Thunderstorm Wind,C,91,LENAWEE,01-AUG-95 13:40:00,EST,01-AUG-95 13:40:00,0,0,0,0,5K,0,0.0,0.0,0,0,0,1995,8
1496,199508,1,1415,199508,1,1415,10329154,MICHIGAN,1995,Thunderstorm Wind,C,91,LENAWEE,01-AUG-95 14:15:00,EST,01-AUG-95 14:15:00,0,0,0,0,10K,0,0.0,0.0,0,0,0,1995,8
1497,199508,1,1500,199508,1,1500,10329155,MICHIGAN,1995,Thunderstorm Wind,C,91,LENAWEE,01-AUG-95 15:00:00,EST,01-AUG-95 15:00:00,0,0,0,0,80K,0,0.0,0.0,0,0,0,1995,8
1610,199505,28,1843,199505,28,1843,10331425,MICHIGAN,1995,Thunderstorm Wind,C,125,OAKLAND,28-MAY-95 18:43:00,EST,28-MAY-95 18:43:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,5
1925,199507,13,1541,199507,13,1545,10329171,MICHIGAN,1995,Tornado,C,129,OGEMAW,13-JUL-95 15:41:00,EDT,13-JUL-95 15:45:00,1,0,0,0,500K,0,0.0,2.5,50,9,5,1995,7
1926,199507,13,1552,199507,13,1552,10329172,MICHIGAN,1995,Thunderstorm Wind,C,129,OGEMAW,13-JUL-95 15:52:00,EDT,13-JUL-95 15:52:00,2,0,0,0,0,0,0.0,0.0,0,10,0,1995,7
1927,199507,13,1555,199507,13,1555,10329173,MICHIGAN,1995,Tornado,C,129,OGEMAW,13-JUL-95 15:55:00,EDT,13-JUL-95 15:55:00,0,0,0,0,.5K,0,0.0,0.1,25,6,0,1995,7
2025,199507,5,1510,199507,5,1510,10329186,MICHIGAN,1995,Thunderstorm Wind,C,65,INGHAM,05-JUL-95 15:10:00,EST,05-JUL-95 15:10:00,0,0,0,0,0,0,52.0,0.0,0,0,0,1995,7
2026,199507,15,1605,199507,15,1605,10329187,MICHIGAN,1995,Hail,C,65,INGHAM,15-JUL-95 16:05:00,EST,15-JUL-95 16:05:00,0,0,0,0,0,0,0.88,0.0,0,0,0,1995,7
2238,199507,14,2033,199507,14,2033,10329307,MICHIGAN,1995,Hail,C,33,CHIPPEWA,14-JUL-95 20:33:00,EST,14-JUL-95 20:33:00,0,0,0,0,0,0,0.75,0.0,0,0,0,1995,7
2239,199507,14,2035,199507,14,2035,10329308,MICHIGAN,1995,Hail,C,33,CHIPPEWA,14-JUL-95 20:35:00,EST,14-JUL-95 20:35:00,0,0,0,0,0,0,0.75,0.0,0,0,0,1995,7
2240,199507,14,2035,199507,14,2035,10329309,MICHIGAN,1995,Hail,C,33,CHIPPEWA,14-JUL-95 20:35:00,EST,14-JUL-95 20:35:00,0,0,0,0,0,0,1.0,0.0,0,0,0,1995,7
2241,199507,13,1540,199507,13,1540,10329319,MICHIGAN,1995,Thunderstorm Wind,C,73,ISABELLA,13-JUL-95 15:40:00,EST,13-JUL-95 15:40:00,0,0,0,0,0,0,50.0,0.0,0,0,0,1995,7
2264,199505,13,2130,199505,13,2130,10329298,MICHIGAN,1995,Hail,C,31,CHEBOYGAN,13-MAY-95 21:30:00,EST,13-MAY-95 21:30:00,0,0,0,0,0,0,0.75,0.0,0,60,18,1995,5
2265,199507,13,1350,199507,13,1350,10329299,MICHIGAN,1995,Thunderstorm Wind,C,31,CHEBOYGAN,13-JUL-95 13:50:00,EDT,13-JUL-95 13:50:00,0,0,0,0,0,0,60.0,0.0,0,0,0,1995,7
2266,199507,14,2235,199507,14,2235,10329300,MICHIGAN,1995,Thunderstorm Wind,C,31,CHEBOYGAN,14-JUL-95 22:35:00,EDT,14-JUL-95 22:35:00,0,0,0,0,0,0,67.0,0.0,0,0,0,1995,7
2267,199507,14,2250,199507,14,2250,10329301,MICHIGAN,1995,Thunderstorm Wind,C,31,CHEBOYGAN,14-JUL-95 22:50:00,EDT,14-JUL-95 22:50:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
2276,199507,13,1645,199507,13,1645,10329174,MICHIGAN,1995,Hail,C,129,OGEMAW,13-JUL-95 16:45:00,EDT,13-JUL-95 16:45:00,0,0,0,0,0,0,1.75,0.0,0,6,0,1995,7
2368,199507,13,1609,199507,13,1609,10329320,MICHIGAN,1995,Thunderstorm Wind,C,73,ISABELLA,13-JUL-95 16:09:00,EST,13-JUL-95 16:09:00,0,0,0,0,5K,0,60.0,0.0,0,0,0,1995,7
2453,199506,28,1500,199506,28,1530,10329255,MICHIGAN,1995,Thunderstorm Wind,C,69,IOSCO,28-JUN-95 15:00:00,EDT,28-JUN-95 15:30:00,0,0,0,0,0,0,0.0,0.0,0,51,0,1995,6
2454,199506,28,1700,199506,28,1700,10329256,MICHIGAN,1995,Thunderstorm Wind,C,69,IOSCO,28-JUN-95 17:00:00,EDT,28-JUN-95 17:00:00,0,0,0,0,0,0,0.0,0.0,0,51,0,1995,6
2455,199507,13,1545,199507,13,1545,10329257,MICHIGAN,1995,Thunderstorm Wind,C,69,IOSCO,13-JUL-95 15:45:00,EDT,13-JUL-95 15:45:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
2480,199505,28,1555,199505,28,1555,10329251,MICHIGAN,1995,Hail,C,69,IOSCO,28-MAY-95 15:55:00,EST,28-MAY-95 15:55:00,0,0,0,0,0,0,0.0,0.0,0,55,5,1995,5
2481,199505,28,1814,199505,28,1814,10329252,MICHIGAN,1995,Tornado,C,69,IOSCO,28-MAY-95 18:14:00,EST,28-MAY-95 18:14:00,0,0,0,0,5K,0,0.0,0.6,10,0,5,1995,5
2482,199506,27,1924,199506,27,1924,10329253,MICHIGAN,1995,Hail,C,69,IOSCO,27-JUN-95 19:24:00,EDT,27-JUN-95 19:24:00,0,0,0,0,0,0,0.75,0.0,0,47,0,1995,6
2483,199506,27,1945,199506,27,1959,10329254,MICHIGAN,1995,Hail,C,69,IOSCO,27-JUN-95 19:45:00,EDT,27-JUN-95 19:59:00,0,0,0,0,0,0,1.0,0.0,0,50,12,1995,6
2513,199507,15,1611,199507,15,1611,10329150,MICHIGAN,1995,Hail,C,91,LENAWEE,15-JUL-95 16:11:00,EST,15-JUL-95 16:11:00,0,0,0,0,0,0,1.75,0.0,0,0,0,1995,7
3230,199507,14,935,199507,14,935,10329039,MICHIGAN,1995,Thunderstorm Wind,C,83,KEWEENAW,14-JUL-95 09:35:00,EST,14-JUL-95 09:35:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
3408,199507,13,1100,199507,13,1100,10328973,MICHIGAN,1995,Thunderstorm Wind,C,109,MENOMINEE,13-JUL-95 11:00:00,EST,13-JUL-95 11:00:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
3409,199507,14,1900,199507,14,1900,10328974,MICHIGAN,1995,Thunderstorm Wind,C,109,MENOMINEE,14-JUL-95 19:00:00,EST,14-JUL-95 19:00:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
3602,199507,13,1404,199507,13,1404,10329455,MICHIGAN,1995,Thunderstorm Wind,C,79,KALKASKA,13-JUL-95 14:04:00,EST,13-JUL-95 14:04:00,0,0,0,0,5K,0,0.0,0.0,0,5,0,1995,7
3624,199507,31,1603,199507,31,1603,10328975,MICHIGAN,1995,Thunderstorm Wind,C,109,MENOMINEE,31-JUL-95 16:03:00,EST,31-JUL-95 16:03:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
3699,199507,14,2056,199507,14,2056,10329464,MICHIGAN,1995,Thunderstorm Wind,C,95,LUCE,14-JUL-95 20:56:00,EST,14-JUL-95 20:56:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
3700,199510,19,1219,199510,19,1219,10329465,MICHIGAN,1995,Hail,C,95,LUCE,19-OCT-95 12:19:00,EDT,19-OCT-95 12:19:00,0,0,0,0,2K,0,1.0,0.0,0,0,0,1995,0
3701,199510,19,1240,199510,19,1240,10329466,MICHIGAN,1995,Hail,C,95,LUCE,19-OCT-95 12:40:00,EDT,19-OCT-95 12:40:00,0,0,0,0,0,0,0.75,0.0,0,0,0,1995,0
3702,199507,13,1156,199507,13,1156,10329467,MICHIGAN,1995,Thunderstorm Wind,C,97,MACKINAC,13-JUL-95 11:56:00,EST,13-JUL-95 11:56:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
3703,199507,13,1210,199507,13,1210,10329468,MICHIGAN,1995,Thunderstorm Wind,C,97,MACKINAC,13-JUL-95 12:10:00,EST,13-JUL-95 12:10:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
3704,199507,13,1230,199507,13,1230,10329469,MICHIGAN,1995,Thunderstorm Wind,C,97,MACKINAC,13-JUL-95 12:30:00,EST,13-JUL-95 12:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
3734,199507,15,1458,199507,15,1458,10329023,MICHIGAN,1995,Thunderstorm Wind,C,49,GENESEE,15-JUL-95 14:58:00,EST,15-JUL-95 14:58:00,0,0,0,0,0,0,52.0,0.0,0,0,0,1995,7
3877,199505,16,2326,199505,16,2326,10329028,MICHIGAN,1995,Hail,C,51,GLADWIN,16-MAY-95 23:26:00,EDT,16-MAY-95 23:26:00,0,0,0,0,0,0,0.75,0.0,0,4,0,1995,5
3878,199507,13,1545,199507,13,1605,10329029,MICHIGAN,1995,Thunderstorm Wind,C,51,GLADWIN,13-JUL-95 15:45:00,EDT,13-JUL-95 16:05:00,0,0,0,0,50K,0,0.0,0.0,0,0,0,1995,7
3879,199507,13,1312,199507,13,1312,10329033,MICHIGAN,1995,Thunderstorm Wind,C,55,GRAND TRAVERSE,13-JUL-95 13:12:00,EST,13-JUL-95 13:12:00,0,0,0,0,0,0,52.0,0.0,0,0,0,1995,7
3880,199507,13,1615,199507,13,1615,10329035,MICHIGAN,1995,Hail,C,57,GRATIOT,13-JUL-95 16:15:00,EST,13-JUL-95 16:15:00,0,0,0,0,0,0,0.75,0.0,0,0,0,1995,7
3881,199507,12,919,199507,12,919,10329038,MICHIGAN,1995,Thunderstorm Wind,C,83,KEWEENAW,12-JUL-95 09:19:00,EST,12-JUL-95 09:19:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
4126,199507,13,1320,199507,13,1320,10329472,MICHIGAN,1995,Thunderstorm Wind,C,97,MACKINAC,13-JUL-95 13:20:00,EST,13-JUL-95 13:20:00,0,0,0,0,5K,0,0.0,0.0,0,0,0,1995,7
4452,199507,13,1404,199507,13,1404,10329454,MICHIGAN,1995,Thunderstorm Wind,C,79,KALKASKA,13-JUL-95 14:04:00,EST,13-JUL-95 14:04:00,0,0,0,0,5K,0,0.0,0.0,0,4,0,1995,7
4518,199507,13,1240,199507,13,1240,10329470,MICHIGAN,1995,Tornado,C,97,MACKINAC,13-JUL-95 12:40:00,EST,13-JUL-95 12:40:00,0,0,0,0,0,0,0.0,0.1,10,0,0,1995,7
4519,199507,13,1300,199507,13,1300,10329471,MICHIGAN,1995,Thunderstorm Wind,C,97,MACKINAC,13-JUL-95 13:00:00,EST,13-JUL-95 13:00:00,0,0,0,0,50K,0,0.0,0.0,0,0,0,1995,7
4537,199506,26,1400,199506,26,1400,10329145,MICHIGAN,1995,Thunderstorm Wind,C,91,LENAWEE,26-JUN-95 14:00:00,EST,26-JUN-95 14:00:00,0,0,0,0,23K,0,0.0,0.0,0,0,0,1995,6
4538,199506,27,1335,199506,27,1335,10329146,MICHIGAN,1995,Thunderstorm Wind,C,91,LENAWEE,27-JUN-95 13:35:00,EST,27-JUN-95 13:35:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,6
4539,199506,27,2000,199506,27,2000,10329147,MICHIGAN,1995,Hail,C,91,LENAWEE,27-JUN-95 20:00:00,EST,27-JUN-95 20:00:00,0,0,0,0,0,0,0.75,0.0,0,0,0,1995,6
4540,199507,9,2010,199507,9,2010,10329148,MICHIGAN,1995,Thunderstorm Wind,C,91,LENAWEE,09-JUL-95 20:10:00,EST,09-JUL-95 20:10:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
4541,199507,13,1810,199507,13,1810,10329149,MICHIGAN,1995,Thunderstorm Wind,C,91,LENAWEE,13-JUL-95 18:10:00,EST,13-JUL-95 18:10:00,0,0,0,0,5K,0,0.0,0.0,0,0,0,1995,7
4546,199506,26,1500,199506,26,1500,10329229,MICHIGAN,1995,Thunderstorm Wind,C,27,CASS,26-JUN-95 15:00:00,EST,26-JUN-95 15:00:00,0,0,0,0,2K,0,50.0,0.0,0,0,0,1995,6
4547,199507,12,425,199507,12,425,10329230,MICHIGAN,1995,Thunderstorm Wind,C,27,CASS,12-JUL-95 04:25:00,CST,12-JUL-95 04:25:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
4548,199507,12,435,199507,12,435,10329231,MICHIGAN,1995,Thunderstorm Wind,C,27,CASS,12-JUL-95 04:35:00,CST,12-JUL-95 04:35:00,0,0,0,0,0,0,52.0,0.0,0,0,0,1995,7
4549,199507,13,350,199507,13,350,10329232,MICHIGAN,1995,Thunderstorm Wind,C,27,CASS,13-JUL-95 03:50:00,CST,13-JUL-95 03:50:00,0,0,0,0,0,0,61.0,0.0,0,0,10,1995,7
4614,199507,15,1505,199507,15,1505,10328970,MICHIGAN,1995,Thunderstorm Wind,C,107,MECOSTA,15-JUL-95 15:05:00,EST,15-JUL-95 15:05:00,0,0,0,0,0,0,52.0,0.0,0,0,0,1995,7
4615,199507,15,1550,199507,15,1550,10328971,MICHIGAN,1995,Thunderstorm Wind,C,107,MECOSTA,15-JUL-95 15:50:00,EST,15-JUL-95 15:50:00,0,0,0,0,4K,0,62.0,0.0,0,8,0,1995,7
4713,199507,13,1415,199507,13,1415,10331609,MICHIGAN,1995,Thunderstorm Wind,C,165,WEXFORD,13-JUL-95 14:15:00,EST,13-JUL-95 14:15:00,0,0,0,0,2K,0,52.0,0.0,0,0,0,1995,7
4714,199508,12,5,199508,12,5,10331610,MICHIGAN,1995,Thunderstorm Wind,C,165,WEXFORD,12-AUG-95 00:05:00,EST,12-AUG-95 00:05:00,0,0,0,0,0,0,52.0,0.0,0,2,0,1995,8
4739,199508,13,1820,199508,13,1840,10327997,MICHIGAN,1995,Thunderstorm Wind,C,91,LENAWEE,13-AUG-95 18:20:00,EST,13-AUG-95 18:40:00,0,0,0,0,0K,5K,0.0,0.0,0,0,0,1995,8
5152,199504,18,2035,199504,18,2035,10329435,MICHIGAN,1995,Thunderstorm Wind,C,37,CLINTON,18-APR-95 20:35:00,EST,18-APR-95 20:35:00,0,0,0,0,1K,0,0.0,0.0,0,10,0,1995,4
5153,199504,18,2042,199504,18,2042,10329436,MICHIGAN,1995,Thunderstorm Wind,C,37,CLINTON,18-APR-95 20:42:00,EST,18-APR-95 20:42:00,0,0,0,0,0,0,0.0,0.0,0,13,0,1995,4
5154,199504,18,2045,199504,18,2045,10329437,MICHIGAN,1995,Thunderstorm Wind,C,37,CLINTON,18-APR-95 20:45:00,EST,18-APR-95 20:45:00,0,0,0,0,1K,0,0.0,0.0,0,0,0,1995,4
5155,199504,18,2050,199504,18,2050,10329438,MICHIGAN,1995,Thunderstorm Wind,C,37,CLINTON,18-APR-95 20:50:00,EST,18-APR-95 20:50:00,0,0,0,0,0,0,52.0,0.0,0,1,0,1995,4
5156,199507,13,1705,199507,13,1705,10329439,MICHIGAN,1995,Thunderstorm Wind,C,37,CLINTON,13-JUL-95 17:05:00,EST,13-JUL-95 17:05:00,0,0,0,0,0,0,50.0,0.0,0,0,0,1995,7
5228,199508,4,30,199508,4,30,10328963,MICHIGAN,1995,Tornado,C,9,ANTRIM,04-AUG-95 00:30:00,EST,04-AUG-95 00:30:00,0,0,0,0,0,0,0.0,0.1,10,3,0,1995,8
5229,199508,13,1805,199508,13,1805,10328964,MICHIGAN,1995,Thunderstorm Wind,C,105,MASON,13-AUG-95 18:05:00,EST,13-AUG-95 18:05:00,0,0,0,0,0,0,50.0,0.0,0,5,0,1995,8
5230,199508,13,1805,199508,13,1805,10328965,MICHIGAN,1995,Thunderstorm Wind,C,105,MASON,13-AUG-95 18:05:00,EST,13-AUG-95 18:05:00,0,0,0,0,0,0,50.0,0.0,0,5,0,1995,8
5249,199507,15,1412,199507,15,1412,10329440,MICHIGAN,1995,Hail,C,37,CLINTON,15-JUL-95 14:12:00,EST,15-JUL-95 14:12:00,0,0,0,0,0,0,1.75,0.0,0,0,0,1995,7
5250,199507,15,1500,199507,15,1500,10329441,MICHIGAN,1995,Thunderstorm Wind,C,37,CLINTON,15-JUL-95 15:00:00,EST,15-JUL-95 15:00:00,0,0,0,0,0,0,52.0,0.0,0,0,0,1995,7
5323,199507,13,1628,199507,13,1628,10329020,MICHIGAN,1995,Thunderstorm Wind,C,49,GENESEE,13-JUL-95 16:28:00,EST,13-JUL-95 16:28:00,0,0,0,0,10K,0,0.0,0.0,0,10,0,1995,7
5324,199507,15,1432,199507,15,1432,10329021,MICHIGAN,1995,Hail,C,49,GENESEE,15-JUL-95 14:32:00,EST,15-JUL-95 14:32:00,0,0,0,0,0,0,0.75,0.0,0,1,0,1995,7
5325,199507,15,1445,199507,15,1445,10329022,MICHIGAN,1995,Thunderstorm Wind,C,49,GENESEE,15-JUL-95 14:45:00,EST,15-JUL-95 14:45:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
5556,199507,13,1445,199507,13,1445,10329262,MICHIGAN,1995,Thunderstorm Wind,C,137,OTSEGO,13-JUL-95 14:45:00,EDT,13-JUL-95 14:45:00,0,0,0,0,50K,0,0.0,0.0,0,4,0,1995,7
5557,199507,13,1445,199507,13,1445,10329263,MICHIGAN,1995,Thunderstorm Wind,C,137,OTSEGO,13-JUL-95 14:45:00,EDT,13-JUL-95 14:45:00,0,0,0,0,50K,0,0.0,0.0,0,5,0,1995,7
5558,199507,13,1452,199507,13,1452,10329264,MICHIGAN,1995,Thunderstorm Wind,C,137,OTSEGO,13-JUL-95 14:52:00,EDT,13-JUL-95 14:52:00,0,0,0,0,5K,0,0.0,0.0,0,0,0,1995,7
5574,199507,13,1110,199507,13,1110,10328938,MICHIGAN,1995,Thunderstorm Wind,C,41,DELTA,13-JUL-95 11:10:00,EST,13-JUL-95 11:10:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
5575,199507,13,1111,199507,13,1111,10328939,MICHIGAN,1995,Thunderstorm Wind,C,41,DELTA,13-JUL-95 11:11:00,EST,13-JUL-95 11:11:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
5576,199507,14,1950,199507,14,1950,10328940,MICHIGAN,1995,Hail,C,41,DELTA,14-JUL-95 19:50:00,EST,14-JUL-95 19:50:00,0,0,0,0,0,0,1.75,0.0,0,0,0,1995,7
5577,199507,14,1950,199507,14,1950,10328941,MICHIGAN,1995,Thunderstorm Wind,C,41,DELTA,14-JUL-95 19:50:00,EST,14-JUL-95 19:50:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
5578,199507,31,1533,199507,31,1533,10328942,MICHIGAN,1995,Hail,C,41,DELTA,31-JUL-95 15:33:00,EST,31-JUL-95 15:33:00,0,0,0,0,0,0,1.0,0.0,0,0,0,1995,7
5579,199507,14,1845,199507,14,1845,10328943,MICHIGAN,1995,Hail,C,43,DICKINSON,14-JUL-95 18:45:00,EST,14-JUL-95 18:45:00,0,0,0,0,0,0,0.75,0.0,0,0,0,1995,7
5597,199504,18,1831,199504,18,1831,10331169,MICHIGAN,1995,Thunderstorm Wind,C,121,MUSKEGON,18-APR-95 18:31:00,EST,18-APR-95 18:31:00,0,0,0,0,3K,0,0.0,0.0,0,0,0,1995,4
5598,199504,18,1839,199504,18,1839,10331170,MICHIGAN,1995,Thunderstorm Wind,C,121,MUSKEGON,18-APR-95 18:39:00,EST,18-APR-95 18:39:00,0,0,0,0,0,0,54.0,0.0,0,4,0,1995,4
5599,199504,18,1840,199504,18,1840,10331171,MICHIGAN,1995,Thunderstorm Wind,C,121,MUSKEGON,18-APR-95 18:40:00,EST,18-APR-95 18:40:00,0,0,0,0,0,0,0.0,0.0,0,1,0,1995,4
5600,199509,16,905,199509,16,905,10331172,MICHIGAN,1995,Thunderstorm Wind,C,121,MUSKEGON,16-SEP-95 09:05:00,EST,16-SEP-95 09:05:00,0,0,0,0,0,0,58.0,0.0,0,5,0,1995,9
5637,199507,14,2230,199507,14,2230,10331599,MICHIGAN,1995,Thunderstorm Wind,C,141,PRESQUE ISLE,14-JUL-95 22:30:00,EDT,14-JUL-95 22:30:00,0,0,0,0,0,0,0.0,0.0,0,4,0,1995,7
