,BEGIN_YEARMONTH,Day,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EVENT_ID,STATE,YEAR,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,MAGNITUDE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,END_RANGE,Year,Month
5638,199507,14,2330,199507,14,2330,10331600,MICHIGAN,1995,Thunderstorm Wind,C,141,PRESQUE ISLE,14-JUL-95 23:30:00,EDT,14-JUL-95 23:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
5673,199507,13,850,199507,13,850,10331507,MICHIGAN,1995,Thunderstorm Wind,C,131,ONTONAGON,13-JUL-95 08:50:00,EST,13-JUL-95 08:50:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
5674,199507,13,855,199507,13,855,10331508,MICHIGAN,1995,Thunderstorm Wind,C,131,ONTONAGON,13-JUL-95 08:55:00,EST,13-JUL-95 08:55:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
5675,199507,13,900,199507,13,900,10331509,MICHIGAN,1995,Thunderstorm Wind,C,131,ONTONAGON,13-JUL-95 09:00:00,EST,13-JUL-95 09:00:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
5676,199507,13,900,199507,13,900,10331510,MICHIGAN,1995,Thunderstorm Wind,C,131,ONTONAGON,13-JUL-95 09:00:00,EST,13-JUL-95 09:00:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
5677,199507,13,930,199507,13,930,10331511,MICHIGAN,1995,Thunderstorm Wind,C,131,ONTONAGON,13-JUL-95 09:30:00,EST,13-JUL-95 09:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
5697,199507,15,1409,199507,15,1409,10331181,MICHIGAN,1995,Thunderstorm Wind,C,123,NEWAYGO,15-JUL-95 14:09:00,EST,15-JUL-95 14:09:00,0,0,0,0,1K,0,52.0,0.0,0,7,0,1995,7
5698,199507,15,1425,199507,15,1425,10331182,MICHIGAN,1995,Hail,C,123,NEWAYGO,15-JUL-95 14:25:00,EST,15-JUL-95 14:25:00,0,0,0,0,0,0,0.88,0.0,0,0,0,1995,7
5699,199507,15,1505,199507,15,1505,10331183,MICHIGAN,1995,Thunderstorm Wind,C,123,NEWAYGO,15-JUL-95 15:05:00,EST,15-JUL-95 15:05:00,0,0,0,0,1K,0,52.0,0.0,0,9,0,1995,7
5786,199504,18,1913,199504,18,1913,10329390,MICHIGAN,1995,Thunderstorm Wind,C,77,KALAMAZOO,18-APR-95 19:13:00,EST,18-APR-95 19:13:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,4
5787,199504,18,1930,199504,18,1930,10329391,MICHIGAN,1995,Thunderstorm Wind,C,77,KALAMAZOO,18-APR-95 19:30:00,EST,18-APR-95 19:30:00,0,0,0,0,5K,0,0.0,0.0,0,0,0,1995,4
5788,199504,18,1950,199504,18,1950,10329392,MICHIGAN,1995,Thunderstorm Wind,C,77,KALAMAZOO,18-APR-95 19:50:00,EST,18-APR-95 19:50:00,0,0,0,0,0,0,61.0,0.0,0,0,0,1995,4
5789,199505,10,1500,199505,28,1945,10329393,MICHIGAN,1995,Hail,C,77,KALAMAZOO,10-MAY-95 15:00:00,EST,28-MAY-95 19:45:00,0,0,0,0,0,0,0.75,0.0,0,0,0,1995,5
5829,199508,15,1630,199508,15,1630,10329402,MICHIGAN,1995,Thunderstorm Wind,C,91,LENAWEE,15-AUG-95 16:30:00,EST,15-AUG-95 16:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,8
5830,199508,16,1942,199508,16,1942,10329403,MICHIGAN,1995,Thunderstorm Wind,C,91,LENAWEE,16-AUG-95 19:42:00,EST,16-AUG-95 19:42:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,8
5831,199504,18,1851,199504,18,1851,10331471,MICHIGAN,1995,Thunderstorm Wind,C,127,OCEANA,18-APR-95 18:51:00,EST,18-APR-95 18:51:00,0,0,0,0,0,0,0.0,0.0,0,3,0,1995,4
5875,199507,13,1514,199507,13,1514,10328984,MICHIGAN,1995,Thunderstorm Wind,C,111,MIDLAND,13-JUL-95 15:14:00,EST,13-JUL-95 15:14:00,0,0,0,0,0,0,50.0,0.0,0,0,0,1995,7
5876,199507,13,1535,199507,13,1535,10328985,MICHIGAN,1995,Thunderstorm Wind,C,111,MIDLAND,13-JUL-95 15:35:00,EST,13-JUL-95 15:35:00,0,0,0,0,300K,0,0.0,0.0,0,0,0,1995,7
5877,199508,13,1320,199508,13,1330,10328986,MICHIGAN,1995,Thunderstorm Wind,C,111,MIDLAND,13-AUG-95 13:20:00,EST,13-AUG-95 13:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,8
5878,199508,13,1430,199508,13,1500,10328987,MICHIGAN,1995,Thunderstorm Wind,C,111,MIDLAND,13-AUG-95 14:30:00,EST,13-AUG-95 15:00:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,8
6195,199505,28,1900,199505,28,1900,10331426,MICHIGAN,1995,Thunderstorm Wind,C,125,OAKLAND,28-MAY-95 19:00:00,EST,28-MAY-95 19:00:00,0,0,0,0,1K,0,0.0,0.0,0,0,0,1995,5
6196,199505,28,1900,199505,28,1900,10331427,MICHIGAN,1995,Thunderstorm Wind,C,125,OAKLAND,28-MAY-95 19:00:00,EST,28-MAY-95 19:00:00,0,0,0,0,1K,0,0.0,0.0,0,0,0,1995,5
6197,199505,28,1910,199505,28,1910,10331428,MICHIGAN,1995,Thunderstorm Wind,C,125,OAKLAND,28-MAY-95 19:10:00,EST,28-MAY-95 19:10:00,0,0,0,0,1K,0,0.0,0.0,0,0,0,1995,5
6198,199505,28,1920,199505,28,1920,10331429,MICHIGAN,1995,Thunderstorm Wind,C,125,OAKLAND,28-MAY-95 19:20:00,EST,28-MAY-95 19:20:00,0,0,0,0,1K,0,0.0,0.0,0,0,0,1995,5
6199,199506,25,1500,199506,25,1500,10331430,MICHIGAN,1995,Thunderstorm Wind,C,125,OAKLAND,25-JUN-95 15:00:00,EST,25-JUN-95 15:00:00,0,0,0,0,5K,0,0.0,0.0,0,0,0,1995,6
6200,199506,26,1410,199506,26,1410,10331431,MICHIGAN,1995,Hail,C,125,OAKLAND,26-JUN-95 14:10:00,EST,26-JUN-95 14:10:00,3,0,0,0,0,0,0.75,0.0,0,0,0,1995,6
6223,199505,28,1540,199505,28,1540,10329491,MICHIGAN,1995,Hail,C,1,ALCONA,28-MAY-95 15:40:00,EST,28-MAY-95 15:40:00,0,0,0,0,0,0,0.75,0.0,0,29,0,1995,5
6224,199507,13,1545,199507,13,1545,10329492,MICHIGAN,1995,Thunderstorm Wind,C,1,ALCONA,13-JUL-95 15:45:00,EDT,13-JUL-95 15:45:00,0,0,0,0,0,0,60.0,0.0,0,0,0,1995,7
6225,199507,13,1630,199507,13,1630,10329493,MICHIGAN,1995,Thunderstorm Wind,C,1,ALCONA,13-JUL-95 16:30:00,EDT,13-JUL-95 16:30:00,0,0,0,0,0,0,0.0,0.0,0,3,0,1995,7
6226,199507,14,1735,199507,14,1735,10329494,MICHIGAN,1995,Hail,C,1,ALCONA,14-JUL-95 17:35:00,EDT,14-JUL-95 17:35:00,0,0,0,0,0,0,1.0,0.0,0,0,0,1995,7
6580,199504,18,2005,199504,18,2005,10329508,MICHIGAN,1995,Hail,C,39,CRAWFORD,18-APR-95 20:05:00,EST,18-APR-95 20:05:00,0,0,0,0,0,0,0.75,0.0,0,9,0,1995,4
6581,199506,25,1323,199506,25,1323,10329509,MICHIGAN,1995,Hail,C,39,CRAWFORD,25-JUN-95 13:23:00,EDT,25-JUN-95 13:23:00,0,0,0,0,0,0,0.75,0.0,0,6,0,1995,6
6582,199507,13,1450,199507,13,1450,10329510,MICHIGAN,1995,Hail,C,39,CRAWFORD,13-JUL-95 14:50:00,EDT,13-JUL-95 14:50:00,0,0,0,0,0,0,1.75,0.0,0,3,0,1995,7
6583,199507,13,1500,199507,13,1500,10329511,MICHIGAN,1995,Thunderstorm Wind,C,39,CRAWFORD,13-JUL-95 15:00:00,EDT,13-JUL-95 15:00:00,0,0,0,0,500K,0,0.0,0.0,0,4,0,1995,7
6745,199506,28,1515,199506,28,1515,10331558,MICHIGAN,1995,Thunderstorm Wind,C,161,WASHTENAW,28-JUN-95 15:15:00,EST,28-JUN-95 15:15:00,0,0,0,0,3K,0,0.0,0.0,0,0,0,1995,6
6746,199507,4,1610,199507,4,1610,10331559,MICHIGAN,1995,Thunderstorm Wind,C,161,WASHTENAW,04-JUL-95 16:10:00,EST,04-JUL-95 16:10:00,0,0,0,0,0,0,0.0,0.0,0,3,0,1995,7
6747,199507,13,1730,199507,13,1730,10331560,MICHIGAN,1995,Thunderstorm Wind,C,161,WASHTENAW,13-JUL-95 17:30:00,EST,13-JUL-95 17:30:00,0,0,0,0,5K,0,0.0,0.0,0,0,0,1995,7
6748,199507,13,1750,199507,13,1750,10331561,MICHIGAN,1995,Thunderstorm Wind,C,161,WASHTENAW,13-JUL-95 17:50:00,EST,13-JUL-95 17:50:00,0,0,0,0,200K,0,0.0,0.0,0,0,0,1995,7
6820,199504,18,1856,199504,18,1856,10329479,MICHIGAN,1995,Hail,C,99,MACOMB,18-APR-95 18:56:00,EST,18-APR-95 18:56:00,0,0,0,0,0,0,0.75,0.0,0,3,0,1995,4
6821,199506,27,1700,199506,27,1700,10329480,MICHIGAN,1995,Thunderstorm Wind,C,99,MACOMB,27-JUN-95 17:00:00,EST,27-JUN-95 17:00:00,0,0,0,0,50K,0,0.0,0.0,0,0,0,1995,6
6822,199507,16,1750,199507,16,1750,10329481,MICHIGAN,1995,Hail,C,99,MACOMB,16-JUL-95 17:50:00,EST,16-JUL-95 17:50:00,0,0,0,0,0,0,0.75,0.0,0,0,0,1995,7
6850,199507,13,1550,199507,13,1550,10329258,MICHIGAN,1995,Thunderstorm Wind,C,69,IOSCO,13-JUL-95 15:50:00,EDT,13-JUL-95 15:50:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
6851,199507,13,1605,199507,13,1605,10329259,MICHIGAN,1995,Thunderstorm Wind,C,69,IOSCO,13-JUL-95 16:05:00,EDT,13-JUL-95 16:05:00,0,0,0,0,0,0,50.0,0.0,0,0,0,1995,7
6852,199507,14,1930,199507,14,1930,10329260,MICHIGAN,1995,Tornado,C,71,IRON,14-JUL-95 19:30:00,EST,14-JUL-95 19:30:00,0,0,0,0,0,0,0.0,0.1,10,0,0,1995,7
6853,199507,14,1943,199507,14,1943,10329261,MICHIGAN,1995,Thunderstorm Wind,C,71,IRON,14-JUL-95 19:43:00,EST,14-JUL-95 19:43:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
6954,199505,13,2235,199505,13,2235,10331598,MICHIGAN,1995,Hail,C,141,PRESQUE ISLE,13-MAY-95 22:35:00,EST,13-MAY-95 22:35:00,0,0,0,0,0,0,0.75,0.0,0,25,0,1995,5
7175,199504,18,1647,199504,18,1647,10329207,MICHIGAN,1995,Hail,C,137,OTSEGO,18-APR-95 16:47:00,EST,18-APR-95 16:47:00,0,0,0,0,0,0,0.75,0.0,0,5,0,1995,4
7176,199507,13,1430,199507,13,1430,10329208,MICHIGAN,1995,Thunderstorm Wind,C,137,OTSEGO,13-JUL-95 14:30:00,EDT,13-JUL-95 14:30:00,0,0,0,0,5K,0,0.0,0.0,0,8,0,1995,7
7177,199507,13,1435,199507,13,1435,10329209,MICHIGAN,1995,Thunderstorm Wind,C,137,OTSEGO,13-JUL-95 14:35:00,EDT,13-JUL-95 14:35:00,0,0,0,0,.5K,0,0.0,0.0,0,1,0,1995,7
7178,199507,13,1437,199507,13,1437,10329210,MICHIGAN,1995,Thunderstorm Wind,C,137,OTSEGO,13-JUL-95 14:37:00,EDT,13-JUL-95 14:37:00,0,0,0,0,5K,0,0.0,0.0,0,2,0,1995,7
7179,199507,13,1440,199507,13,1442,10329211,MICHIGAN,1995,Thunderstorm Wind,C,137,OTSEGO,13-JUL-95 14:40:00,EDT,13-JUL-95 14:42:00,0,0,0,0,50K,0,0.0,0.0,0,0,0,1995,7
7200,199507,4,1430,199507,4,1430,10329170,MICHIGAN,1995,Thunderstorm Wind,C,23,BRANCH,04-JUL-95 14:30:00,EST,04-JUL-95 14:30:00,0,0,0,0,10K,0,52.0,0.0,0,0,0,1995,7
7206,199508,15,1520,199508,15,1520,10329175,MICHIGAN,1995,Thunderstorm Wind,C,23,BRANCH,15-AUG-95 15:20:00,EST,15-AUG-95 15:20:00,0,0,0,0,0,0,50.0,0.0,0,0,0,1995,8
7207,199508,15,1532,199508,15,1532,10329176,MICHIGAN,1995,Thunderstorm Wind,C,23,BRANCH,15-AUG-95 15:32:00,EST,15-AUG-95 15:32:00,3,0,0,0,5K,0,52.0,0.0,0,0,0,1995,8
7208,199508,15,1545,199508,15,1545,10329177,MICHIGAN,1995,Thunderstorm Wind,C,23,BRANCH,15-AUG-95 15:45:00,EST,15-AUG-95 15:45:00,0,0,0,0,0,0,50.0,0.0,0,0,0,1995,8
7299,199508,16,1255,199508,16,1255,10328921,MICHIGAN,1995,Thunderstorm Wind,C,5,ALLEGAN,16-AUG-95 12:55:00,EST,16-AUG-95 12:55:00,0,0,0,0,0,0,52.0,0.0,0,0,0,1995,8
7415,199507,14,939,199507,14,939,10329079,MICHIGAN,1995,Thunderstorm Wind,C,61,HOUGHTON,14-JUL-95 09:39:00,EST,14-JUL-95 09:39:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
7416,199507,13,1545,199507,13,1545,10329085,MICHIGAN,1995,Thunderstorm Wind,C,63,HURON,13-JUL-95 15:45:00,EST,13-JUL-95 15:45:00,0,0,1,0,300K,0,68.0,0.0,0,0,0,1995,7
7599,199507,16,1720,199507,16,1720,10331562,MICHIGAN,1995,Thunderstorm Wind,C,161,WASHTENAW,16-JUL-95 17:20:00,EST,16-JUL-95 17:20:00,0,0,0,0,0,0,55.0,0.0,0,0,0,1995,7
7600,199507,16,1727,199507,16,1727,10331563,MICHIGAN,1995,Thunderstorm Wind,C,161,WASHTENAW,16-JUL-95 17:27:00,EST,16-JUL-95 17:27:00,0,0,0,0,0,0,50.0,0.0,0,0,0,1995,7
7601,199507,16,1736,199507,16,1736,10331564,MICHIGAN,1995,Thunderstorm Wind,C,161,WASHTENAW,16-JUL-95 17:36:00,EST,16-JUL-95 17:36:00,0,0,0,0,0,0,52.0,0.0,0,0,0,1995,7
7719,199507,13,1635,199507,13,1635,10329196,MICHIGAN,1995,Thunderstorm Wind,C,135,OSCODA,13-JUL-95 16:35:00,EDT,13-JUL-95 16:35:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
7720,199508,11,1720,199508,11,1720,10329197,MICHIGAN,1995,Thunderstorm Wind,C,135,OSCODA,11-AUG-95 17:20:00,EDT,11-AUG-95 17:20:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,8
7721,199507,15,1800,199507,15,1800,10329194,MICHIGAN,1995,Thunderstorm Wind,C,67,IONIA,15-JUL-95 18:00:00,EST,15-JUL-95 18:00:00,0,0,0,0,.15M,0,62.0,0.0,0,0,0,1995,7
7732,199507,4,1530,199507,4,1530,10329184,MICHIGAN,1995,Tornado,C,65,INGHAM,04-JUL-95 15:30:00,EST,04-JUL-95 15:30:00,2,0,0,0,10K,0,0.0,4.0,10,16,0,1995,7
7733,199507,4,1535,199507,4,1535,10329185,MICHIGAN,1995,Thunderstorm Wind,C,65,INGHAM,04-JUL-95 15:35:00,EST,04-JUL-95 15:35:00,0,0,0,0,0,0,52.0,0.0,0,0,0,1995,7
7871,199504,18,1930,199504,18,1930,10331531,MICHIGAN,1995,Thunderstorm Wind,C,159,VAN BUREN,18-APR-95 19:30:00,EST,18-APR-95 19:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,4
7872,199508,15,1420,199508,15,1420,10331532,MICHIGAN,1995,Thunderstorm Wind,C,159,VAN BUREN,15-AUG-95 14:20:00,EST,15-AUG-95 14:20:00,0,0,0,0,0,0,50.0,0.0,0,2,0,1995,8
7873,199508,15,1430,199508,15,1430,10331533,MICHIGAN,1995,Thunderstorm Wind,C,159,VAN BUREN,15-AUG-95 14:30:00,EST,15-AUG-95 14:30:00,0,0,0,0,0,0,50.0,0.0,0,0,0,1995,8
8117,199507,26,1810,199507,26,1810,10328954,MICHIGAN,1995,Thunderstorm Wind,C,81,KENT,26-JUL-95 18:10:00,EST,26-JUL-95 18:10:00,0,0,0,0,0,0,50.0,0.0,0,0,0,1995,7
8118,199507,13,1015,199507,13,1015,10328957,MICHIGAN,1995,Thunderstorm Wind,C,103,MARQUETTE,13-JUL-95 10:15:00,EST,13-JUL-95 10:15:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
8119,199507,14,1900,199507,14,1900,10328958,MICHIGAN,1995,Thunderstorm Wind,C,103,MARQUETTE,14-JUL-95 19:00:00,EST,14-JUL-95 19:00:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
8120,199507,14,1900,199507,14,1900,10328959,MICHIGAN,1995,Thunderstorm Wind,C,103,MARQUETTE,14-JUL-95 19:00:00,EST,14-JUL-95 19:00:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
8121,199507,14,2009,199507,14,2009,10328960,MICHIGAN,1995,Thunderstorm Wind,C,103,MARQUETTE,14-JUL-95 20:09:00,EST,14-JUL-95 20:09:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
8122,199505,13,2102,199505,13,2102,10328962,MICHIGAN,1995,Thunderstorm Wind,C,105,MASON,13-MAY-95 21:02:00,EST,13-MAY-95 21:02:00,0,0,0,0,0,0,51.0,0.0,0,1,0,1995,5
8124,199508,3,1615,199508,3,1615,10327996,MICHIGAN,1995,Thunderstorm Wind,C,91,LENAWEE,03-AUG-95 16:15:00,EST,03-AUG-95 16:15:00,0,0,0,0,20K,0,0.0,0.0,0,0,0,1995,8
8180,199507,13,1328,199507,13,1328,10329450,MICHIGAN,1995,Thunderstorm Wind,C,79,KALKASKA,13-JUL-95 13:28:00,EST,13-JUL-95 13:28:00,0,0,0,0,25K,0,52.0,0.0,0,0,0,1995,7
8181,199507,13,1328,199507,13,1328,10329451,MICHIGAN,1995,Thunderstorm Wind,C,79,KALKASKA,13-JUL-95 13:28:00,EST,13-JUL-95 13:28:00,0,0,0,0,25K,0,52.0,0.0,0,0,0,1995,7
8182,199507,13,1346,199507,13,1346,10329452,MICHIGAN,1995,Thunderstorm Wind,C,79,KALKASKA,13-JUL-95 13:46:00,EST,13-JUL-95 13:46:00,0,0,0,0,25K,0,52.0,0.0,0,4,0,1995,7
8183,199507,13,1347,199507,13,1347,10329453,MICHIGAN,1995,Thunderstorm Wind,C,79,KALKASKA,13-JUL-95 13:47:00,EST,13-JUL-95 13:47:00,0,0,0,0,5K,0,52.0,0.0,0,0,0,1995,7
8559,199504,18,1815,199504,18,1815,10331582,MICHIGAN,1995,Hail,C,163,WAYNE,18-APR-95 18:15:00,EST,18-APR-95 18:15:00,0,0,0,0,0,0,0.75,0.0,0,0,0,1995,4
8592,199507,13,1446,199507,13,1446,10331518,MICHIGAN,1995,Thunderstorm Wind,C,133,OSCEOLA,13-JUL-95 14:46:00,EST,13-JUL-95 14:46:00,0,0,0,0,0,0,50.0,0.0,0,7,0,1995,7
8593,199507,13,1550,199507,13,1550,10331522,MICHIGAN,1995,Thunderstorm Wind,C,157,TUSCOLA,13-JUL-95 15:50:00,EST,13-JUL-95 15:50:00,0,0,0,0,5K,0,0.0,0.0,0,0,0,1995,7
8701,199507,15,1655,199507,15,1655,10329151,MICHIGAN,1995,Hail,C,91,LENAWEE,15-JUL-95 16:55:00,EST,15-JUL-95 16:55:00,0,0,0,0,0,0,1.0,0.0,0,0,0,1995,7
8702,199507,13,1755,199507,13,1755,10331584,MICHIGAN,1995,Thunderstorm Wind,C,163,WAYNE,13-JUL-95 17:55:00,EST,13-JUL-95 17:55:00,0,0,0,0,0,0,58.0,0.0,0,5,0,1995,7
8703,199507,15,1525,199507,15,1525,10331585,MICHIGAN,1995,Hail,C,163,WAYNE,15-JUL-95 15:25:00,EST,15-JUL-95 15:25:00,0,0,0,0,0,0,0.75,0.0,0,0,0,1995,7
8704,199507,15,1528,199507,15,1528,10331586,MICHIGAN,1995,Hail,C,163,WAYNE,15-JUL-95 15:28:00,EST,15-JUL-95 15:28:00,0,0,0,0,0,0,1.75,0.0,0,0,0,1995,7
8705,199506,27,1615,199506,27,1615,10331583,MICHIGAN,1995,Thunderstorm Wind,C,163,WAYNE,27-JUN-95 16:15:00,EST,27-JUN-95 16:15:00,0,0,0,0,10K,0,0.0,0.0,0,0,0,1995,6
8706,199507,16,1800,199507,16,1800,10331587,MICHIGAN,1995,Thunderstorm Wind,C,163,WAYNE,16-JUL-95 18:00:00,EST,16-JUL-95 18:00:00,0,0,0,0,0,0,56.0,0.0,0,0,0,1995,7
8818,199508,1,1515,199508,1,1515,10329070,MICHIGAN,1995,Thunderstorm Wind,C,59,HILLSDALE,01-AUG-95 15:15:00,EST,01-AUG-95 15:15:00,0,0,0,0,0,0,50.0,0.0,0,25,0,1995,8
8819,199508,12,1855,199508,12,1855,10329071,MICHIGAN,1995,Thunderstorm Wind,C,59,HILLSDALE,12-AUG-95 18:55:00,EST,12-AUG-95 18:55:00,0,0,0,0,0,0,50.0,0.0,0,23,0,1995,8
8820,199508,12,1920,199508,12,1920,10329072,MICHIGAN,1995,Thunderstorm Wind,C,59,HILLSDALE,12-AUG-95 19:20:00,EST,12-AUG-95 19:20:00,0,0,0,0,0,0,50.0,0.0,0,27,0,1995,8
8821,199508,15,1545,199508,15,1545,10329073,MICHIGAN,1995,Thunderstorm Wind,C,59,HILLSDALE,15-AUG-95 15:45:00,EST,15-AUG-95 15:45:00,0,0,0,0,0,0,50.0,0.0,0,0,0,1995,8
8822,199507,13,915,199507,13,915,10329074,MICHIGAN,1995,Thunderstorm Wind,C,61,HOUGHTON,13-JUL-95 09:15:00,EST,13-JUL-95 09:15:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
8823,199507,13,930,199507,13,930,10329075,MICHIGAN,1995,Thunderstorm Wind,C,61,HOUGHTON,13-JUL-95 09:30:00,EST,13-JUL-95 09:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
8824,199507,13,932,199507,13,932,10329076,MICHIGAN,1995,Thunderstorm Wind,C,61,HOUGHTON,13-JUL-95 09:32:00,EST,13-JUL-95 09:32:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
8825,199507,14,919,199507,14,919,10329077,MICHIGAN,1995,Thunderstorm Wind,C,61,HOUGHTON,14-JUL-95 09:19:00,EST,14-JUL-95 09:19:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
8826,199507,14,925,199507,14,925,10329078,MICHIGAN,1995,Thunderstorm Wind,C,61,HOUGHTON,14-JUL-95 09:25:00,EST,14-JUL-95 09:25:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
9142,199507,4,1400,199507,4,1400,10328953,MICHIGAN,1995,Thunderstorm Wind,C,81,KENT,04-JUL-95 14:00:00,EST,04-JUL-95 14:00:00,0,0,0,0,10K,0,52.0,0.0,0,0,0,1995,7
9224,199507,4,1535,199507,4,1535,10329324,MICHIGAN,1995,Thunderstorm Wind,C,75,JACKSON,04-JUL-95 15:35:00,EST,04-JUL-95 15:35:00,0,0,0,0,1K,0,52.0,0.0,0,0,0,1995,7
9225,199507,5,1610,199507,5,1610,10329325,MICHIGAN,1995,Thunderstorm Wind,C,75,JACKSON,05-JUL-95 16:10:00,EST,05-JUL-95 16:10:00,0,0,0,0,1K,0,52.0,0.0,0,0,0,1995,7
9226,199507,16,1630,199507,16,1630,10329326,MICHIGAN,1995,Thunderstorm Wind,C,75,JACKSON,16-JUL-95 16:30:00,EST,16-JUL-95 16:30:00,0,0,0,0,2K,0,52.0,0.0,0,0,0,1995,7
9227,199508,15,1600,199508,15,1600,10329327,MICHIGAN,1995,Thunderstorm Wind,C,75,JACKSON,15-AUG-95 16:00:00,EST,15-AUG-95 16:00:00,0,0,0,0,0,0,52.0,0.0,0,0,0,1995,8
9327,199507,13,1438,199507,13,1522,10358408,MICHIGAN,1995,Thunderstorm Wind,C,137,OTSEGO,13-JUL-95 14:38:00,EDT,13-JUL-95 15:22:00,0,0,0,0,0K,0,0.0,0.0,0,0,0,1995,7
9328,199507,14,2117,199507,14,2117,10358409,MICHIGAN,1995,Thunderstorm Wind,C,97,MACKINAC,14-JUL-95 21:17:00,EST,14-JUL-95 21:17:00,0,0,0,0,0K,0,90.0,0.0,0,0,0,1995,7
15827,199507,14,1917,199507,14,1917,10328454,MICHIGAN,1995,Hail,C,43,DICKINSON,14-JUL-95 19:17:00,EST,14-JUL-95 19:17:00,0,0,0,0,0,0,0.75,0.0,0,0,0,1995,7
15828,199507,14,1949,199507,14,1949,10328455,MICHIGAN,1995,Thunderstorm Wind,C,43,DICKINSON,14-JUL-95 19:49:00,EST,14-JUL-95 19:49:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,7
15829,199507,31,1459,199507,31,1459,10328456,MICHIGAN,1995,Hail,C,43,DICKINSON,31-JUL-95 14:59:00,EST,31-JUL-95 14:59:00,0,0,0,0,0,0,1.0,0.0,0,0,0,1995,7
15977,199508,13,710,199508,13,710,10329005,MICHIGAN,1995,Thunderstorm Wind,C,9,ANTRIM,13-AUG-95 07:10:00,EST,13-AUG-95 07:10:00,0,0,0,0,0,0,50.0,0.0,0,4,0,1995,8
15978,199508,13,1332,199508,13,1332,10329006,MICHIGAN,1995,Thunderstorm Wind,C,9,ANTRIM,13-AUG-95 13:32:00,EST,13-AUG-95 13:32:00,0,0,0,0,0,0,50.0,0.0,0,0,0,1995,8
15979,199508,13,1340,199508,13,1340,10329007,MICHIGAN,1995,Thunderstorm Wind,C,9,ANTRIM,13-AUG-95 13:40:00,EST,13-AUG-95 13:40:00,0,0,0,0,0,0,50.0,0.0,0,3,0,1995,8
16269,199510,20,1200,199510,20,1200,10331495,MICHIGAN,1995,Thunderstorm Wind,C,147,ST. CLAIR,20-OCT-95 12:00:00,EST,20-OCT-95 12:00:00,0,0,0,0,10K,0,0.0,0.0,0,0,0,1995,0
16270,199504,18,2000,199504,18,2000,10331497,MICHIGAN,1995,Thunderstorm Wind,C,149,ST. JOSEPH,18-APR-95 20:00:00,EST,18-APR-95 20:00:00,0,0,0,0,1K,0,0.0,0.0,0,0,0,1995,4
16271,199504,18,2000,199504,18,2000,10331498,MICHIGAN,1995,Thunderstorm Wind,C,149,ST. JOSEPH,18-APR-95 20:00:00,EST,18-APR-95 20:00:00,0,0,0,0,15K,0,0.0,0.0,0,0,0,1995,4
16405,199507,13,1530,199507,13,1615,10331185,MICHIGAN,1995,Thunderstorm Wind,C,143,ROSCOMMON,13-JUL-95 15:30:00,EDT,13-JUL-95 16:15:00,0,0,0,0,500K,5K,0.0,0.0,0,0,0,1995,7
16406,199507,27,2330,199507,27,2330,10331186,MICHIGAN,1995,Thunderstorm Wind,C,143,ROSCOMMON,27-JUL-95 23:30:00,EDT,27-JUL-95 23:30:00,0,0,0,0,.5K,0,0.0,0.0,0,0,0,1995,7
16418,199508,13,1400,199508,13,1400,10329114,MICHIGAN,1995,Thunderstorm Wind,C,17,BAY,13-AUG-95 14:00:00,EST,13-AUG-95 14:00:00,0,0,0,0,0,0,0.0,0.0,0,0,0,1995,8
