,BEGIN_YEARMONTH,Day,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,YEAR,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,SOURCE,Year,Month
15137,200605,11,1300,200605,12,700,1210332,5505993,MICHIGAN,2006,Heavy Snow,Z,2,ONTONAGON,MQT,11-MAY-06 13:00:00,EST,12-MAY-06 07:00:00,0,0,0,0,TRAINED SPOTTER,2006,5
15168,200605,16,1805,200605,16,1805,1209857,5504970,MICHIGAN,2006,Thunderstorm Wind,C,119,MONTMORENCY,APX,16-MAY-06 18:05:00,EST,16-MAY-06 18:05:00,0,0,0,0,GENERAL PUBLIC,2006,5
15359,200605,16,1838,200605,16,1843,1209857,5504972,MICHIGAN,2006,Thunderstorm Wind,C,129,OGEMAW,APX,16-MAY-06 18:38:00,EST,16-MAY-06 18:43:00,0,0,0,0,DEPT OF HIGHWAYS,2006,5
15496,200604,22,1705,200604,22,1705,1208560,5503788,MICHIGAN,2006,Hail,C,69,IOSCO,APX,22-APR-06 17:05:00,EST,22-APR-06 17:05:00,0,0,0,0,TRAINED SPOTTER,2006,4
15497,200604,30,1220,200604,30,2359,1208561,5503789,MICHIGAN,2006,Wildfire,Z,29,OSCODA,APX,30-APR-06 12:20:00,EST,30-APR-06 23:59:00,0,0,0,0,LAW ENFORCEMENT,2006,4
15723,200605,25,1530,200605,25,1530,1209862,5505026,MICHIGAN,2006,Thunderstorm Wind,C,51,GLADWIN,APX,25-MAY-06 15:30:00,EST,25-MAY-06 15:30:00,0,0,0,0,DEPT OF HIGHWAYS,2006,5
17971,200604,22,2122,200604,22,2122,1206470,5498381,MICHIGAN,2006,Hail,C,49,GENESEE,DTX,22-APR-06 21:22:00,EST,22-APR-06 21:22:00,0,0,0,0,TRAINED SPOTTER,2006,4
18158,200604,30,1300,200604,30,1305,1207325,5500866,MICHIGAN,2006,Strong Wind,Z,10,IRON,MQT,30-APR-06 13:00:00,CST,30-APR-06 13:05:00,0,0,0,0,TRAINED SPOTTER,2006,4
19235,200604,22,2128,200604,22,2128,1206470,5498382,MICHIGAN,2006,Hail,C,49,GENESEE,DTX,22-APR-06 21:28:00,EST,22-APR-06 21:28:00,0,0,0,0,TRAINED SPOTTER,2006,4
19236,200604,22,2132,200604,22,2132,1206470,5498379,MICHIGAN,2006,Hail,C,145,SAGINAW,DTX,22-APR-06 21:32:00,EST,22-APR-06 21:32:00,0,0,0,0,LAW ENFORCEMENT,2006,4
19237,200604,22,2030,200604,22,2030,1206470,5498380,MICHIGAN,2006,Hail,C,91,LENAWEE,DTX,22-APR-06 20:30:00,EST,22-APR-06 20:30:00,0,0,0,0,TRAINED SPOTTER,2006,4
19238,200604,22,2044,200604,22,2044,1206470,5498383,MICHIGAN,2006,Thunderstorm Wind,C,115,MONROE,DTX,22-APR-06 20:44:00,EST,22-APR-06 20:44:00,0,0,0,0,TRAINED SPOTTER,2006,4
20511,200605,25,1850,200605,25,1850,1212071,5513126,MICHIGAN,2006,Thunderstorm Wind,C,87,LAPEER,DTX,25-MAY-06 18:50:00,EST,25-MAY-06 18:50:00,0,0,0,0,LAW ENFORCEMENT,2006,5
20512,200605,25,1815,200605,25,1815,1212071,5513127,MICHIGAN,2006,Hail,C,99,MACOMB,DTX,25-MAY-06 18:15:00,EST,25-MAY-06 18:15:00,0,0,0,0,TRAINED SPOTTER,2006,5
20542,200605,29,1200,200605,29,1800,1212082,5512775,MICHIGAN,2006,Heat,Z,60,SHIAWASSEE,DTX,29-MAY-06 12:00:00,EST,29-MAY-06 18:00:00,2,0,0,0,NEWSPAPER,2006,5
20556,200605,25,1801,200605,25,1801,1212071,5512584,MICHIGAN,2006,Thunderstorm Wind,C,115,MONROE,DTX,25-MAY-06 18:01:00,EST,25-MAY-06 18:01:00,0,0,0,0,TRAINED SPOTTER,2006,5
20636,200605,30,1810,200605,30,1810,1212079,5513425,MICHIGAN,2006,Thunderstorm Wind,C,145,SAGINAW,DTX,30-MAY-06 18:10:00,EST,30-MAY-06 18:10:00,0,0,0,0,NEWSPAPER,2006,5
20701,200605,30,1828,200605,30,1828,1212079,5513422,MICHIGAN,2006,Thunderstorm Wind,C,157,TUSCOLA,DTX,30-MAY-06 18:28:00,EST,30-MAY-06 18:28:00,0,0,0,0,GENERAL PUBLIC,2006,5
20702,200605,30,1105,200605,30,1105,1212079,5513146,MICHIGAN,2006,Hail,C,63,HURON,DTX,30-MAY-06 11:05:00,EST,30-MAY-06 11:05:00,0,0,0,0,GENERAL PUBLIC,2006,5
20703,200605,30,1740,200605,30,1740,1212079,5513147,MICHIGAN,2006,Hail,C,151,SANILAC,DTX,30-MAY-06 17:40:00,EST,30-MAY-06 17:40:00,0,0,0,0,GENERAL PUBLIC,2006,5
20704,200605,31,1805,200605,31,1805,1212077,5513142,MICHIGAN,2006,Thunderstorm Wind,C,163,WAYNE,DTX,31-MAY-06 18:05:00,EST,31-MAY-06 18:05:00,0,0,0,0,BROADCAST MEDIA,2006,5
20705,200605,31,1810,200605,31,1810,1212077,5513143,MICHIGAN,2006,Thunderstorm Wind,C,163,WAYNE,DTX,31-MAY-06 18:10:00,EST,31-MAY-06 18:10:00,0,0,0,0,TRAINED SPOTTER,2006,5
20719,200605,25,1825,200605,25,1825,1212071,5512585,MICHIGAN,2006,Thunderstorm Wind,C,49,GENESEE,DTX,25-MAY-06 18:25:00,EST,25-MAY-06 18:25:00,0,0,0,0,TRAINED SPOTTER,2006,5
20720,200605,25,1750,200605,25,1750,1212071,5512586,MICHIGAN,2006,Hail,C,63,HURON,DTX,25-MAY-06 17:50:00,EST,25-MAY-06 17:50:00,0,0,0,0,GENERAL PUBLIC,2006,5
20726,200605,25,1757,200605,25,1757,1212071,5512587,MICHIGAN,2006,Hail,C,87,LAPEER,DTX,25-MAY-06 17:57:00,EST,25-MAY-06 17:57:00,0,0,0,0,TRAINED SPOTTER,2006,5
20727,200605,29,1200,200605,29,1800,1212082,5512779,MICHIGAN,2006,Heat,Z,49,HURON,DTX,29-MAY-06 12:00:00,EST,29-MAY-06 18:00:00,1,0,0,0,NEWSPAPER,2006,5
20800,200605,30,1930,200605,30,1930,1212079,5513424,MICHIGAN,2006,Thunderstorm Wind,C,157,TUSCOLA,DTX,30-MAY-06 19:30:00,EST,30-MAY-06 19:30:00,0,0,0,0,LAW ENFORCEMENT,2006,5
20801,200605,30,1805,200605,30,1805,1212079,5513426,MICHIGAN,2006,Thunderstorm Wind,C,145,SAGINAW,DTX,30-MAY-06 18:05:00,EST,30-MAY-06 18:05:00,0,0,0,0,NEWSPAPER,2006,5
20834,200605,25,1710,200605,25,1710,1212071,5512569,MICHIGAN,2006,Hail,C,49,GENESEE,DTX,25-MAY-06 17:10:00,EST,25-MAY-06 17:10:00,0,0,0,0,TRAINED SPOTTER,2006,5
20997,200605,30,1800,200605,30,1800,1212079,5512758,MICHIGAN,2006,Lightning,C,17,BAY,DTX,30-MAY-06 18:00:00,EST,30-MAY-06 18:00:00,0,0,0,0,NEWSPAPER,2006,5
21008,200605,30,1830,200605,30,1830,1212079,5513427,MICHIGAN,2006,Thunderstorm Wind,C,145,SAGINAW,DTX,30-MAY-06 18:30:00,EST,30-MAY-06 18:30:00,0,0,0,0,NEWSPAPER,2006,5
21039,200605,30,1540,200605,30,1540,1210281,5505973,MICHIGAN,2006,Hail,C,81,KENT,GRR,30-MAY-06 15:40:00,EST,30-MAY-06 15:40:00,0,0,0,0,LAW ENFORCEMENT,2006,5
21040,200605,30,1545,200605,30,1545,1210281,5505974,MICHIGAN,2006,Hail,C,159,VAN BUREN,GRR,30-MAY-06 15:45:00,EST,30-MAY-06 15:45:00,0,0,0,0,LAW ENFORCEMENT,2006,5
21041,200605,30,1615,200605,30,1624,1210281,5505975,MICHIGAN,2006,Thunderstorm Wind,C,67,IONIA,GRR,30-MAY-06 16:15:00,EST,30-MAY-06 16:24:00,0,0,0,0,EMERGENCY MANAGER,2006,5
21042,200605,30,1615,200605,30,1615,1210281,5505976,MICHIGAN,2006,Thunderstorm Wind,C,15,BARRY,GRR,30-MAY-06 16:15:00,EST,30-MAY-06 16:15:00,0,0,0,0,DEPT OF HIGHWAYS,2006,5
21043,200605,30,1645,200605,30,1645,1210281,5505977,MICHIGAN,2006,Thunderstorm Wind,C,67,IONIA,GRR,30-MAY-06 16:45:00,EST,30-MAY-06 16:45:00,0,0,0,0,EMERGENCY MANAGER,2006,5
21044,200605,30,1715,200605,30,1715,1210281,5505978,MICHIGAN,2006,Thunderstorm Wind,C,57,GRATIOT,GRR,30-MAY-06 17:15:00,EST,30-MAY-06 17:15:00,0,0,0,0,GENERAL PUBLIC,2006,5
21045,200605,30,1735,200605,30,1735,1210281,5505979,MICHIGAN,2006,Thunderstorm Wind,C,25,CALHOUN,GRR,30-MAY-06 17:35:00,EST,30-MAY-06 17:35:00,0,0,0,0,EMERGENCY MANAGER,2006,5
21058,200605,25,1850,200605,25,1850,1212071,5513125,MICHIGAN,2006,Thunderstorm Wind,C,87,LAPEER,DTX,25-MAY-06 18:50:00,EST,25-MAY-06 18:50:00,0,0,0,0,LAW ENFORCEMENT,2006,5
21059,200605,25,1900,200605,25,1900,1212071,5513129,MICHIGAN,2006,Lightning,C,87,LAPEER,DTX,25-MAY-06 19:00:00,EST,25-MAY-06 19:00:00,0,0,0,0,NEWSPAPER,2006,5
21062,200605,28,1130,200605,28,1130,1212075,5513139,MICHIGAN,2006,Hail,C,63,HURON,DTX,28-MAY-06 11:30:00,EST,28-MAY-06 11:30:00,0,0,0,0,GENERAL PUBLIC,2006,5
21083,200605,25,1730,200605,25,1730,1212071,5512581,MICHIGAN,2006,Thunderstorm Wind,C,155,SHIAWASSEE,DTX,25-MAY-06 17:30:00,EST,25-MAY-06 17:30:00,0,0,0,0,LAW ENFORCEMENT,2006,5
21084,200605,25,1754,200605,25,1754,1212071,5512582,MICHIGAN,2006,Hail,C,87,LAPEER,DTX,25-MAY-06 17:54:00,EST,25-MAY-06 17:54:00,0,0,0,0,TRAINED SPOTTER,2006,5
21085,200605,29,1200,200605,29,1800,1212082,5512778,MICHIGAN,2006,Heat,Z,55,SANILAC,DTX,29-MAY-06 12:00:00,EST,29-MAY-06 18:00:00,1,0,0,0,NEWSPAPER,2006,5
21248,200605,25,1805,200605,25,1805,1212071,5512583,MICHIGAN,2006,Thunderstorm Wind,C,125,OAKLAND,DTX,25-MAY-06 18:05:00,EST,25-MAY-06 18:05:00,0,0,0,0,TRAINED SPOTTER,2006,5
21434,200605,29,1200,200605,29,1800,1212082,5512777,MICHIGAN,2006,Heat,Z,63,ST. CLAIR,DTX,29-MAY-06 12:00:00,EST,29-MAY-06 18:00:00,2,0,0,0,NEWSPAPER,2006,5
21461,200605,29,1200,200605,29,1800,1212082,5512780,MICHIGAN,2006,Heat,Z,54,TUSCOLA,DTX,29-MAY-06 12:00:00,EST,29-MAY-06 18:00:00,1,0,0,0,NEWSPAPER,2006,5
21496,200605,30,1830,200605,30,1830,1212079,5513420,MICHIGAN,2006,Thunderstorm Wind,C,63,HURON,DTX,30-MAY-06 18:30:00,EST,30-MAY-06 18:30:00,0,0,0,0,GENERAL PUBLIC,2006,5
21497,200605,30,1830,200605,30,1830,1212079,5513421,MICHIGAN,2006,Hail,C,63,HURON,DTX,30-MAY-06 18:30:00,EST,30-MAY-06 18:30:00,0,0,0,0,GENERAL PUBLIC,2006,5
21608,200605,25,1812,200605,25,1812,1212071,5512579,MICHIGAN,2006,Thunderstorm Wind,C,161,WASHTENAW,DTX,25-MAY-06 18:12:00,EST,25-MAY-06 18:12:00,0,0,0,0,TRAINED SPOTTER,2006,5
21609,200605,25,1720,200605,25,1720,1212071,5512580,MICHIGAN,2006,Thunderstorm Wind,C,91,LENAWEE,DTX,25-MAY-06 17:20:00,EST,25-MAY-06 17:20:00,0,0,0,0,LAW ENFORCEMENT,2006,5
21622,200605,30,1740,200605,30,1740,1212079,5513148,MICHIGAN,2006,Thunderstorm Wind,C,151,SANILAC,DTX,30-MAY-06 17:40:00,EST,30-MAY-06 17:40:00,0,0,0,0,TRAINED SPOTTER,2006,5
21684,200605,29,1200,200605,29,1800,1212082,5512771,MICHIGAN,2006,Heat,Z,76,WAYNE,DTX,29-MAY-06 12:00:00,EST,29-MAY-06 18:00:00,28,0,0,0,NEWSPAPER,2006,5
21685,200605,30,1600,200605,30,2000,1212083,5512837,MICHIGAN,2006,Heavy Rain,C,17,BAY,DTX,30-MAY-06 16:00:00,EST,30-MAY-06 20:00:00,0,0,0,0,NEWSPAPER,2006,5
21686,200605,31,1700,200605,31,1700,1212084,5512838,MICHIGAN,2006,Lightning,C,91,LENAWEE,DTX,31-MAY-06 17:00:00,EST,31-MAY-06 17:00:00,0,0,0,0,NEWSPAPER,2006,5
21688,200605,30,1900,200605,30,1900,1212079,5513423,MICHIGAN,2006,Thunderstorm Wind,C,157,TUSCOLA,DTX,30-MAY-06 19:00:00,EST,30-MAY-06 19:00:00,0,0,0,0,TRAINED SPOTTER,2006,5
21690,200606,21,1650,200606,21,1651,1213139,5513585,MICHIGAN,2006,Hail,C,149,ST. JOSEPH,IWX,21-JUN-06 16:50:00,EST,21-JUN-06 16:51:00,0,0,0,0,TRAINED SPOTTER,2006,6
21767,200605,11,700,200605,14,1900,1210332,5505990,MICHIGAN,2006,Flood,C,103,MARQUETTE,MQT,11-MAY-06 07:00:00,EST,14-MAY-06 19:00:00,0,0,0,0,LAW ENFORCEMENT,2006,5
21791,200605,29,1200,200605,29,1800,1212082,5512776,MICHIGAN,2006,Heat,Z,61,GENESEE,DTX,29-MAY-06 12:00:00,EST,29-MAY-06 18:00:00,4,0,0,0,NEWSPAPER,2006,5
21964,200605,25,1905,200605,25,1905,1212071,5513128,MICHIGAN,2006,Thunderstorm Wind,C,87,LAPEER,DTX,25-MAY-06 19:05:00,EST,25-MAY-06 19:05:00,0,0,0,0,LAW ENFORCEMENT,2006,5
22105,200605,25,1757,200605,25,1757,1212071,5512577,MICHIGAN,2006,Thunderstorm Wind,C,93,LIVINGSTON,DTX,25-MAY-06 17:57:00,EST,25-MAY-06 17:57:00,0,0,0,0,LAW ENFORCEMENT,2006,5
22110,200605,25,1805,200605,25,1805,1212071,5512578,MICHIGAN,2006,Thunderstorm Wind,C,93,LIVINGSTON,DTX,25-MAY-06 18:05:00,EST,25-MAY-06 18:05:00,0,0,0,0,LAW ENFORCEMENT,2006,5
22128,200605,30,1530,200605,30,1530,1212079,5513428,MICHIGAN,2006,Lightning,C,99,MACOMB,DTX,30-MAY-06 15:30:00,EST,30-MAY-06 15:30:00,0,0,0,0,NEWSPAPER,2006,5
22139,200605,25,1825,200605,25,1825,1212071,5512588,MICHIGAN,2006,Thunderstorm Wind,C,125,OAKLAND,DTX,25-MAY-06 18:25:00,EST,25-MAY-06 18:25:00,0,0,0,0,TRAINED SPOTTER,2006,5
22424,200605,29,1200,200605,29,1800,1212082,5512781,MICHIGAN,2006,Heat,Z,53,SAGINAW,DTX,29-MAY-06 12:00:00,EST,29-MAY-06 18:00:00,3,0,0,0,NEWSPAPER,2006,5
22428,200605,29,1200,200605,29,1800,1212082,5512770,MICHIGAN,2006,Heat,Z,75,WASHTENAW,DTX,29-MAY-06 12:00:00,EST,29-MAY-06 18:00:00,4,0,0,0,NEWSPAPER,2006,5
22739,200605,11,700,200605,12,1900,1210332,5505991,MICHIGAN,2006,Flood,C,83,KEWEENAW,MQT,11-MAY-06 07:00:00,EST,12-MAY-06 19:00:00,0,0,0,0,LAW ENFORCEMENT,2006,5
22747,200605,10,1440,200605,10,1440,1210278,5505913,MICHIGAN,2006,Tornado,C,77,KALAMAZOO,GRR,10-MAY-06 14:40:00,EST,10-MAY-06 14:40:00,0,0,0,0,NWS STORM SURVEY,2006,5
22748,200605,17,1335,200605,17,1340,1210279,5505914,MICHIGAN,2006,Hail,C,117,MONTCALM,GRR,17-MAY-06 13:35:00,EST,17-MAY-06 13:40:00,0,0,0,0,GENERAL PUBLIC,2006,5
22749,200605,17,1420,200605,17,1430,1210279,5505915,MICHIGAN,2006,Hail,C,57,GRATIOT,GRR,17-MAY-06 14:20:00,EST,17-MAY-06 14:30:00,0,0,0,0,GENERAL PUBLIC,2006,5
22832,200605,25,1730,200605,25,1730,1212071,5512573,MICHIGAN,2006,Hail,C,49,GENESEE,DTX,25-MAY-06 17:30:00,EST,25-MAY-06 17:30:00,0,0,0,0,TRAINED SPOTTER,2006,5
22841,200606,3,1320,200606,3,1320,1213359,5514008,MICHIGAN,2006,Hail,C,37,CLINTON,GRR,03-JUN-06 13:20:00,EST,03-JUN-06 13:20:00,0,0,0,0,NWS STORM SURVEY,2006,6
22842,200606,3,1435,200606,3,1435,1213359,5514009,MICHIGAN,2006,Hail,C,117,MONTCALM,GRR,03-JUN-06 14:35:00,EST,03-JUN-06 14:35:00,0,0,0,0,NWS STORM SURVEY,2006,6
22843,200606,3,1525,200606,3,1525,1213359,5514010,MICHIGAN,2006,Hail,C,35,CLARE,GRR,03-JUN-06 15:25:00,EST,03-JUN-06 15:25:00,0,0,0,0,AMATEUR RADIO,2006,6
22844,200606,3,1630,200606,3,1630,1213359,5514011,MICHIGAN,2006,Hail,C,77,KALAMAZOO,GRR,03-JUN-06 16:30:00,EST,03-JUN-06 16:30:00,0,0,0,0,PARK/FOREST SERVICE,2006,6
22845,200606,3,1734,200606,3,1734,1213359,5514012,MICHIGAN,2006,Hail,C,81,KENT,GRR,03-JUN-06 17:34:00,EST,03-JUN-06 17:34:00,0,0,0,0,LAW ENFORCEMENT,2006,6
22846,200606,3,1828,200606,3,1828,1213359,5514013,MICHIGAN,2006,Hail,C,81,KENT,GRR,03-JUN-06 18:28:00,EST,03-JUN-06 18:28:00,0,0,0,0,GENERAL PUBLIC,2006,6
22935,200605,11,1200,200605,12,600,1210332,5505992,MICHIGAN,2006,Heavy Snow,Z,9,GOGEBIC,MQT,11-MAY-06 12:00:00,CST,12-MAY-06 06:00:00,0,0,0,0,TRAINED SPOTTER,2006,5
23045,200606,19,1105,200606,19,1105,1213360,5514014,MICHIGAN,2006,Hail,C,75,JACKSON,GRR,19-JUN-06 11:05:00,EST,19-JUN-06 11:05:00,0,0,0,0,FIRE DEPT/RESCUE SQUAD,2006,6
23464,200606,21,2109,200606,21,2109,1213894,5518555,MICHIGAN,2006,Thunderstorm Wind,C,99,MACOMB,DTX,21-JUN-06 21:09:00,EST,21-JUN-06 21:09:00,0,0,0,0,TRAINED SPOTTER,2006,6
23468,200606,21,1950,200606,21,1950,1213894,5518554,MICHIGAN,2006,Hail,C,91,LENAWEE,DTX,21-JUN-06 19:50:00,EST,21-JUN-06 19:50:00,0,0,0,0,AMATEUR RADIO,2006,6
23482,200606,21,1713,200606,21,1713,1213894,5518556,MICHIGAN,2006,Hail,C,91,LENAWEE,DTX,21-JUN-06 17:13:00,EST,21-JUN-06 17:13:00,0,0,0,0,TRAINED SPOTTER,2006,6
23483,200606,21,1720,200606,21,1720,1213894,5518557,MICHIGAN,2006,Hail,C,91,LENAWEE,DTX,21-JUN-06 17:20:00,EST,21-JUN-06 17:20:00,0,0,0,0,TRAINED SPOTTER,2006,6
23525,200606,28,1250,200606,28,1250,1213900,5518657,MICHIGAN,2006,Hail,C,145,SAGINAW,DTX,28-JUN-06 12:50:00,EST,28-JUN-06 12:50:00,0,0,0,0,TRAINED SPOTTER,2006,6
23526,200606,28,1310,200606,28,1310,1213900,5518658,MICHIGAN,2006,Hail,C,145,SAGINAW,DTX,28-JUN-06 13:10:00,EST,28-JUN-06 13:10:00,0,0,0,0,GENERAL PUBLIC,2006,6
23527,200606,28,1407,200606,28,1407,1213900,5518659,MICHIGAN,2006,Hail,C,157,TUSCOLA,DTX,28-JUN-06 14:07:00,EST,28-JUN-06 14:07:00,0,0,0,0,GENERAL PUBLIC,2006,6
23529,200606,27,1412,200606,27,1412,1213897,5518725,MICHIGAN,2006,Hail,C,161,WASHTENAW,DTX,27-JUN-06 14:12:00,EST,27-JUN-06 14:12:00,0,0,0,0,LAW ENFORCEMENT,2006,6
23530,200606,27,1414,200606,27,1414,1213897,5518726,MICHIGAN,2006,Thunderstorm Wind,C,161,WASHTENAW,DTX,27-JUN-06 14:14:00,EST,27-JUN-06 14:14:00,0,0,0,0,LAW ENFORCEMENT,2006,6
23531,200606,28,1541,200606,28,1541,1213900,5518737,MICHIGAN,2006,Hail,C,157,TUSCOLA,DTX,28-JUN-06 15:41:00,EST,28-JUN-06 15:41:00,0,0,0,0,GENERAL PUBLIC,2006,6
23532,200606,28,1609,200606,28,1609,1213900,5518738,MICHIGAN,2006,Hail,C,151,SANILAC,DTX,28-JUN-06 16:09:00,EST,28-JUN-06 16:09:00,0,0,0,0,TRAINED SPOTTER,2006,6
23533,200606,28,1635,200606,28,1635,1213900,5518739,MICHIGAN,2006,Hail,C,147,ST. CLAIR,DTX,28-JUN-06 16:35:00,EST,28-JUN-06 16:35:00,0,0,0,0,GENERAL PUBLIC,2006,6
23534,200606,28,1825,200606,28,1825,1213900,5518740,MICHIGAN,2006,Hail,C,155,SHIAWASSEE,DTX,28-JUN-06 18:25:00,EST,28-JUN-06 18:25:00,0,0,0,0,GENERAL PUBLIC,2006,6
23535,200606,28,1618,200606,28,1618,1213900,5518741,MICHIGAN,2006,Hail,C,151,SANILAC,DTX,28-JUN-06 16:18:00,EST,28-JUN-06 16:18:00,0,0,0,0,GENERAL PUBLIC,2006,6
23536,200606,28,1310,200606,28,1310,1213900,5518742,MICHIGAN,2006,Hail,C,145,SAGINAW,DTX,28-JUN-06 13:10:00,EST,28-JUN-06 13:10:00,0,0,0,0,TRAINED SPOTTER,2006,6
23537,200606,28,1330,200606,28,1330,1213900,5518743,MICHIGAN,2006,Hail,C,147,ST. CLAIR,DTX,28-JUN-06 13:30:00,EST,28-JUN-06 13:30:00,0,0,0,0,GENERAL PUBLIC,2006,6
23538,200606,28,1340,200606,28,1340,1213900,5518744,MICHIGAN,2006,Hail,C,157,TUSCOLA,DTX,28-JUN-06 13:40:00,EST,28-JUN-06 13:40:00,0,0,0,0,GENERAL PUBLIC,2006,6
23539,200606,28,1432,200606,28,1432,1213900,5518745,MICHIGAN,2006,Hail,C,49,GENESEE,DTX,28-JUN-06 14:32:00,EST,28-JUN-06 14:32:00,0,0,0,0,TRAINED SPOTTER,2006,6
23540,200606,28,1455,200606,28,1458,1213900,5518746,MICHIGAN,2006,Hail,C,151,SANILAC,DTX,28-JUN-06 14:55:00,EST,28-JUN-06 14:58:00,0,0,0,0,GENERAL PUBLIC,2006,6
23591,200606,21,1728,200606,21,1728,1213894,5518560,MICHIGAN,2006,Hail,C,91,LENAWEE,DTX,21-JUN-06 17:28:00,EST,21-JUN-06 17:28:00,0,0,0,0,TRAINED SPOTTER,2006,6
23632,200606,2,1623,200606,2,1624,1213127,5515912,MICHIGAN,2006,Lightning,C,149,ST. JOSEPH,IWX,02-JUN-06 16:23:00,EST,02-JUN-06 16:24:00,0,0,1,0,FIRE DEPT/RESCUE SQUAD,2006,6
23635,200606,3,1710,200606,3,1715,1213129,5515915,MICHIGAN,2006,Hail,C,149,ST. JOSEPH,IWX,03-JUN-06 17:10:00,EST,03-JUN-06 17:15:00,0,0,0,0,AMATEUR RADIO,2006,6
23700,200606,21,1732,200606,21,1732,1213894,5518561,MICHIGAN,2006,Hail,C,91,LENAWEE,DTX,21-JUN-06 17:32:00,EST,21-JUN-06 17:32:00,0,0,0,0,LAW ENFORCEMENT,2006,6
23733,200606,19,1610,200606,19,1610,1213890,5518504,MICHIGAN,2006,Hail,C,163,WAYNE,DTX,19-JUN-06 16:10:00,EST,19-JUN-06 16:10:00,0,0,0,0,OFFICIAL NWS OBS.,2006,6
23734,200606,19,1626,200606,19,1626,1213890,5518507,MICHIGAN,2006,Hail,C,163,WAYNE,DTX,19-JUN-06 16:26:00,EST,19-JUN-06 16:26:00,0,0,0,0,TRAINED SPOTTER,2006,6
23768,200606,27,1412,200606,27,1412,1213897,5518724,MICHIGAN,2006,Hail,C,161,WASHTENAW,DTX,27-JUN-06 14:12:00,EST,27-JUN-06 14:12:00,0,0,0,0,TRAINED SPOTTER,2006,6
23774,200606,21,1654,200606,21,1654,1213894,5518660,MICHIGAN,2006,Lightning,C,91,LENAWEE,DTX,21-JUN-06 16:54:00,EST,21-JUN-06 16:54:00,0,0,0,0,NEWSPAPER,2006,6
23855,200606,19,1631,200606,19,1631,1213890,5518496,MICHIGAN,2006,Hail,C,163,WAYNE,DTX,19-JUN-06 16:31:00,EST,19-JUN-06 16:31:00,0,0,0,0,TRAINED SPOTTER,2006,6
23856,200606,19,1630,200606,19,1630,1213890,5518497,MICHIGAN,2006,Hail,C,163,WAYNE,DTX,19-JUN-06 16:30:00,EST,19-JUN-06 16:30:00,0,0,0,0,TRAINED SPOTTER,2006,6
23857,200606,19,1407,200606,19,1407,1213890,5518500,MICHIGAN,2006,Hail,C,93,LIVINGSTON,DTX,19-JUN-06 14:07:00,EST,19-JUN-06 14:07:00,0,0,0,0,TRAINED SPOTTER,2006,6
23858,200606,19,1434,200606,19,1434,1213890,5518501,MICHIGAN,2006,Hail,C,125,OAKLAND,DTX,19-JUN-06 14:34:00,EST,19-JUN-06 14:34:00,0,0,0,0,TRAINED SPOTTER,2006,6
23859,200606,19,1400,200606,19,1400,1213890,5518498,MICHIGAN,2006,Hail,C,93,LIVINGSTON,DTX,19-JUN-06 14:00:00,EST,19-JUN-06 14:00:00,0,0,0,0,GENERAL PUBLIC,2006,6
23888,200606,27,1403,200606,27,1403,1213897,5518719,MICHIGAN,2006,Thunderstorm Wind,C,161,WASHTENAW,DTX,27-JUN-06 14:03:00,EST,27-JUN-06 14:03:00,0,0,0,0,"AWOS,ASOS,MESONET,ETC",2006,6
23889,200606,27,1407,200606,27,1407,1213897,5518720,MICHIGAN,2006,Hail,C,161,WASHTENAW,DTX,27-JUN-06 14:07:00,EST,27-JUN-06 14:07:00,0,0,0,0,TRAINED SPOTTER,2006,6
23890,200606,27,1417,200606,27,1417,1213897,5518727,MICHIGAN,2006,Hail,C,161,WASHTENAW,DTX,27-JUN-06 14:17:00,EST,27-JUN-06 14:17:00,0,0,0,0,TRAINED SPOTTER,2006,6
23891,200606,27,1530,200606,27,1530,1213897,5518728,MICHIGAN,2006,Thunderstorm Wind,C,163,WAYNE,DTX,27-JUN-06 15:30:00,EST,27-JUN-06 15:30:00,0,0,0,0,TRAINED SPOTTER,2006,6
23962,200606,19,1604,200606,19,1604,1213890,5518495,MICHIGAN,2006,Hail,C,163,WAYNE,DTX,19-JUN-06 16:04:00,EST,19-JUN-06 16:04:00,0,0,0,0,TRAINED SPOTTER,2006,6
23963,200606,19,1513,200606,19,1513,1213890,5518492,MICHIGAN,2006,Hail,C,163,WAYNE,DTX,19-JUN-06 15:13:00,EST,19-JUN-06 15:13:00,0,0,0,0,TRAINED SPOTTER,2006,6
23964,200606,19,1522,200606,19,1522,1213890,5518493,MICHIGAN,2006,Hail,C,115,MONROE,DTX,19-JUN-06 15:22:00,EST,19-JUN-06 15:22:00,0,0,0,0,GENERAL PUBLIC,2006,6
23965,200606,19,1528,200606,19,1528,1213890,5518494,MICHIGAN,2006,Hail,C,161,WASHTENAW,DTX,19-JUN-06 15:28:00,EST,19-JUN-06 15:28:00,0,0,0,0,GENERAL PUBLIC,2006,6
