,BEGIN_YEARMONTH,Day,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,YEAR,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,Year,Month
1583,199601,18,1838,199601,18,1838,2402841,5538707,MICHIGAN,1996,Thunderstorm Wind,C,91,LENAWEE,DTX,18-JAN-96 18:38:00,EST,18-JAN-96 18:38:00,0,0,0,0,1996,1
1812,199602,27,2000,199602,28,900,1000650,5537584,MICHIGAN,1996,Flood,Z,75,WASHTENAW,DTX,27-FEB-96 20:00:00,EST,28-FEB-96 09:00:00,0,0,0,0,1996,2
1868,199601,26,2000,199601,27,2000,2054716,5575392,MICHIGAN,1996,Heavy Snow,Z,1,KEWEENAW,MQT,26-JAN-96 20:00:00,EST,27-JAN-96 20:00:00,0,0,0,0,1996,1
1869,199601,29,600,199601,31,600,2054717,5575411,MICHIGAN,1996,Blizzard,Z,7,LUCE,MQT,29-JAN-96 06:00:00,EST,31-JAN-96 06:00:00,0,0,0,0,1996,1
1870,199601,26,2000,199601,27,2000,2054716,5575404,MICHIGAN,1996,Heavy Snow,Z,14,SOUTHERN SCHOOLCRAFT,MQT,26-JAN-96 20:00:00,EST,27-JAN-96 20:00:00,0,0,0,0,1996,1
2054,199601,18,1701,199601,18,1701,2403374,5540335,MICHIGAN,1996,Tornado,C,77,KALAMAZOO,GRR,18-JAN-96 17:01:00,EST,18-JAN-96 17:01:00,0,0,0,0,1996,1
2124,199601,29,600,199601,31,600,2054717,5575417,MICHIGAN,1996,Blizzard,Z,14,SOUTHERN SCHOOLCRAFT,MQT,29-JAN-96 06:00:00,EST,31-JAN-96 06:00:00,0,0,0,0,1996,1
2125,199601,31,0,199601,31,1200,2054718,5575418,MICHIGAN,1996,Cold/Wind Chill,Z,2,ONTONAGON,MQT,31-JAN-96 00:00:00,EST,31-JAN-96 12:00:00,0,0,0,0,1996,1
2513,199605,10,1500,199605,11,700,2034294,5555238,MICHIGAN,1996,Flood,Z,76,WAYNE,DTX,10-MAY-96 15:00:00,EST,11-MAY-96 07:00:00,0,0,0,0,1996,5
2514,199605,11,100,199605,12,900,2034295,5555239,MICHIGAN,1996,Flood,Z,82,LENAWEE,DTX,11-MAY-96 01:00:00,EST,12-MAY-96 09:00:00,0,0,0,0,1996,5
2515,199605,9,1855,199605,9,1955,2034296,5555240,MICHIGAN,1996,Flash Flood,C,163,WAYNE,DTX,09-MAY-96 18:55:00,EST,09-MAY-96 19:55:00,0,0,0,0,1996,5
3110,199602,28,1400,199602,28,2000,2403381,5540351,MICHIGAN,1996,Winter Storm,Z,72,KALAMAZOO,GRR,28-FEB-96 14:00:00,EST,28-FEB-96 20:00:00,0,0,0,0,1996,2
3188,199602,28,1400,199602,28,2000,2403381,5540356,MICHIGAN,1996,Winter Storm,Z,65,BARRY,GRR,28-FEB-96 14:00:00,EST,28-FEB-96 20:00:00,0,0,0,0,1996,2
3189,199602,28,1400,199602,28,2000,2403381,5540357,MICHIGAN,1996,Winter Storm,Z,71,VAN BUREN,GRR,28-FEB-96 14:00:00,EST,28-FEB-96 20:00:00,0,0,0,0,1996,2
3190,199602,28,1400,199602,28,2000,2403381,5540358,MICHIGAN,1996,Winter Storm,Z,77,BERRIEN,GRR,28-FEB-96 14:00:00,EST,28-FEB-96 20:00:00,0,0,0,0,1996,2
3289,199602,1,0,199602,6,1200,2404587,5537595,MICHIGAN,1996,Cold/Wind Chill,Z,68,LIVINGSTON,DTX,01-FEB-96 00:00:00,EST,06-FEB-96 12:00:00,0,0,0,0,1996,2
3557,199602,1,0,199602,6,1200,2404587,5537589,MICHIGAN,1996,Cold/Wind Chill,Z,54,TUSCOLA,DTX,01-FEB-96 00:00:00,EST,06-FEB-96 12:00:00,0,0,0,0,1996,2
3574,199601,27,1130,199601,27,2100,2403379,5540348,MICHIGAN,1996,Winter Storm,Z,65,BARRY,GRR,27-JAN-96 11:30:00,EST,27-JAN-96 21:00:00,0,0,0,0,1996,1
3610,199602,1,1800,199602,5,700,2403380,5540349,MICHIGAN,1996,Cold/Wind Chill,Z,57,KENT,GRR,01-FEB-96 18:00:00,EST,05-FEB-96 07:00:00,0,0,0,0,1996,2
3743,199601,27,1130,199601,27,2100,2403379,5540346,MICHIGAN,1996,Winter Storm,Z,56,OTTAWA,GRR,27-JAN-96 11:30:00,EST,27-JAN-96 21:00:00,0,0,0,0,1996,1
3744,199601,27,1130,199601,27,2100,2403379,5540347,MICHIGAN,1996,Winter Storm,Z,64,ALLEGAN,GRR,27-JAN-96 11:30:00,EST,27-JAN-96 21:00:00,0,0,0,0,1996,1
3828,199601,18,1855,199601,18,1855,1000078,5538708,MICHIGAN,1996,Hail,C,145,SAGINAW,DTX,18-JAN-96 18:55:00,EST,18-JAN-96 18:55:00,0,0,0,0,1996,1
3918,199601,29,600,199601,31,600,2054717,5575415,MICHIGAN,1996,Blizzard,Z,12,MENOMINEE,MQT,29-JAN-96 06:00:00,EST,31-JAN-96 06:00:00,0,0,0,0,1996,1
4014,199601,29,600,199601,31,600,2054717,5575416,MICHIGAN,1996,Blizzard,Z,13,DELTA,MQT,29-JAN-96 06:00:00,EST,31-JAN-96 06:00:00,0,0,0,0,1996,1
4531,199602,1,0,199602,6,1200,2404587,5537597,MICHIGAN,1996,Cold/Wind Chill,Z,70,MACOMB,DTX,01-FEB-96 00:00:00,EST,06-FEB-96 12:00:00,0,0,0,0,1996,2
4594,199601,26,2000,199601,27,2000,2054716,5575394,MICHIGAN,1996,Heavy Snow,Z,3,NORTHERN HOUGHTON,MQT,26-JAN-96 20:00:00,EST,27-JAN-96 20:00:00,0,0,0,0,1996,1
4672,199601,26,2000,199601,27,2000,2054716,5575393,MICHIGAN,1996,Heavy Snow,Z,2,ONTONAGON,MQT,26-JAN-96 20:00:00,EST,27-JAN-96 20:00:00,0,0,0,0,1996,1
4680,199601,31,0,199601,31,1200,2054718,5575425,MICHIGAN,1996,Cold/Wind Chill,Z,12,MENOMINEE,MQT,31-JAN-96 00:00:00,EST,31-JAN-96 12:00:00,0,0,0,0,1996,1
4916,199601,18,1940,199601,18,1940,2404232,5538705,MICHIGAN,1996,Thunderstorm Wind,C,163,WAYNE,DTX,18-JAN-96 19:40:00,EST,18-JAN-96 19:40:00,0,0,0,0,1996,1
5184,199602,1,0,199602,6,1200,2404587,5537590,MICHIGAN,1996,Cold/Wind Chill,Z,55,SANILAC,DTX,01-FEB-96 00:00:00,EST,06-FEB-96 12:00:00,0,0,0,0,1996,2
5403,199602,27,1900,199602,28,0,2404586,5537583,MICHIGAN,1996,Flood,Z,70,MACOMB,DTX,27-FEB-96 19:00:00,EST,28-FEB-96 00:00:00,0,0,0,0,1996,2
5404,199602,1,0,199602,6,1200,2404587,5537585,MICHIGAN,1996,Cold/Wind Chill,Z,47,MIDLAND,DTX,01-FEB-96 00:00:00,EST,06-FEB-96 12:00:00,0,0,0,0,1996,2
5436,199602,1,0,199602,6,1200,2404587,5537586,MICHIGAN,1996,Cold/Wind Chill,Z,48,BAY,DTX,01-FEB-96 00:00:00,EST,06-FEB-96 12:00:00,0,0,0,0,1996,2
5437,199602,1,0,199602,6,1200,2404587,5537588,MICHIGAN,1996,Cold/Wind Chill,Z,53,SAGINAW,DTX,01-FEB-96 00:00:00,EST,06-FEB-96 12:00:00,0,0,0,0,1996,2
5607,199602,1,0,199602,6,1200,2404587,5537587,MICHIGAN,1996,Cold/Wind Chill,Z,49,HURON,DTX,01-FEB-96 00:00:00,EST,06-FEB-96 12:00:00,0,0,0,0,1996,2
5608,199601,18,1900,199601,18,1900,1000076,5538706,MICHIGAN,1996,Hail,C,155,SHIAWASSEE,DTX,18-JAN-96 19:00:00,EST,18-JAN-96 19:00:00,0,0,0,0,1996,1
5727,199601,18,0,199601,20,800,2054715,5575379,MICHIGAN,1996,Winter Storm,Z,1,KEWEENAW,MQT,18-JAN-96 00:00:00,EST,20-JAN-96 08:00:00,0,0,0,0,1996,1
5754,199602,23,1830,199602,23,1830,2404585,5537581,MICHIGAN,1996,Hail,C,147,ST. CLAIR,DTX,23-FEB-96 18:30:00,EST,23-FEB-96 18:30:00,0,0,0,0,1996,2
5836,199601,18,0,199601,20,800,2054715,5575386,MICHIGAN,1996,Winter Storm,Z,9,GOGEBIC,MQT,18-JAN-96 00:00:00,EST,20-JAN-96 08:00:00,0,0,0,0,1996,1
5970,199602,26,2240,199602,26,2245,1001281,5540350,MICHIGAN,1996,Hail,C,121,MUSKEGON,GRR,26-FEB-96 22:40:00,EST,26-FEB-96 22:45:00,0,0,0,0,1996,2
6069,199602,28,1400,199602,28,2000,2403381,5540355,MICHIGAN,1996,Winter Storm,Z,64,ALLEGAN,GRR,28-FEB-96 14:00:00,EST,28-FEB-96 20:00:00,0,0,0,0,1996,2
6163,199602,1,0,199602,6,1200,2404587,5537596,MICHIGAN,1996,Cold/Wind Chill,Z,69,OAKLAND,DTX,01-FEB-96 00:00:00,EST,06-FEB-96 12:00:00,0,0,0,0,1996,2
6189,199601,18,0,199601,20,800,2054715,5575387,MICHIGAN,1996,Winter Storm,Z,10,IRON,MQT,18-JAN-96 00:00:00,EST,20-JAN-96 08:00:00,0,0,0,0,1996,1
6190,199601,18,0,199601,20,800,2054715,5575388,MICHIGAN,1996,Winter Storm,Z,11,DICKINSON,MQT,18-JAN-96 00:00:00,EST,20-JAN-96 08:00:00,0,0,0,0,1996,1
6599,199601,29,700,199601,30,700,2403378,5540341,MICHIGAN,1996,Winter Storm,Z,39,OSCEOLA,GRR,29-JAN-96 07:00:00,EST,30-JAN-96 07:00:00,0,0,0,0,1996,1
6645,199602,1,0,199602,6,1200,2404587,5537591,MICHIGAN,1996,Cold/Wind Chill,Z,60,SHIAWASSEE,DTX,01-FEB-96 00:00:00,EST,06-FEB-96 12:00:00,0,0,0,0,1996,2
6646,199602,1,0,199602,6,1200,2404587,5537592,MICHIGAN,1996,Cold/Wind Chill,Z,61,GENESEE,DTX,01-FEB-96 00:00:00,EST,06-FEB-96 12:00:00,0,0,0,0,1996,2
7020,199601,18,1715,199601,18,1716,1001271,5540332,MICHIGAN,1996,Thunderstorm Wind,C,25,CALHOUN,GRR,18-JAN-96 17:15:00,EST,18-JAN-96 17:16:00,0,0,0,0,1996,1
7104,199601,29,600,199601,31,600,2054717,5575414,MICHIGAN,1996,Blizzard,Z,11,DICKINSON,MQT,29-JAN-96 06:00:00,EST,31-JAN-96 06:00:00,0,0,0,0,1996,1
7105,199601,29,600,199601,31,600,2054717,5575409,MICHIGAN,1996,Blizzard,Z,5,MARQUETTE,MQT,29-JAN-96 06:00:00,EST,31-JAN-96 06:00:00,0,0,0,0,1996,1
7106,199602,1,0,199602,6,1200,2404587,5537593,MICHIGAN,1996,Cold/Wind Chill,Z,62,LAPEER,DTX,01-FEB-96 00:00:00,EST,06-FEB-96 12:00:00,0,0,0,0,1996,2
7107,199602,1,0,199602,6,1200,2404587,5537594,MICHIGAN,1996,Cold/Wind Chill,Z,63,ST. CLAIR,DTX,01-FEB-96 00:00:00,EST,06-FEB-96 12:00:00,0,0,0,0,1996,2
7220,199601,29,600,199601,31,600,2054717,5575410,MICHIGAN,1996,Blizzard,Z,6,ALGER,MQT,29-JAN-96 06:00:00,EST,31-JAN-96 06:00:00,0,0,0,0,1996,1
7378,199601,29,600,199601,31,600,2054717,5575408,MICHIGAN,1996,Blizzard,Z,4,BARAGA,MQT,29-JAN-96 06:00:00,EST,31-JAN-96 06:00:00,0,0,0,0,1996,1
7442,199605,20,1645,199605,20,1645,2034309,5555422,MICHIGAN,1996,Thunderstorm Wind,C,147,ST. CLAIR,DTX,20-MAY-96 16:45:00,EST,20-MAY-96 16:45:00,0,0,0,0,1996,5
7469,199601,29,600,199601,31,600,2054717,5575405,MICHIGAN,1996,Blizzard,Z,1,KEWEENAW,MQT,29-JAN-96 06:00:00,EST,31-JAN-96 06:00:00,0,0,0,0,1996,1
7870,199601,29,600,199601,31,600,2054717,5575407,MICHIGAN,1996,Blizzard,Z,3,NORTHERN HOUGHTON,MQT,29-JAN-96 06:00:00,EST,31-JAN-96 06:00:00,0,0,0,0,1996,1
7871,199601,26,2000,199601,27,2000,2054716,5575396,MICHIGAN,1996,Heavy Snow,Z,5,MARQUETTE,MQT,26-JAN-96 20:00:00,EST,27-JAN-96 20:00:00,0,0,0,0,1996,1
8193,199602,1,0,199602,6,1200,2404587,5537598,MICHIGAN,1996,Cold/Wind Chill,Z,75,WASHTENAW,DTX,01-FEB-96 00:00:00,EST,06-FEB-96 12:00:00,0,0,0,0,1996,2
8417,199601,29,700,199601,30,700,2403378,5540339,MICHIGAN,1996,Winter Storm,Z,37,MASON,GRR,29-JAN-96 07:00:00,EST,30-JAN-96 07:00:00,0,0,0,0,1996,1
8418,199601,29,700,199601,30,700,2403378,5540340,MICHIGAN,1996,Winter Storm,Z,38,LAKE,GRR,29-JAN-96 07:00:00,EST,30-JAN-96 07:00:00,0,0,0,0,1996,1
8451,199601,26,2000,199601,27,2000,2054716,5575398,MICHIGAN,1996,Heavy Snow,Z,7,LUCE,MQT,26-JAN-96 20:00:00,EST,27-JAN-96 20:00:00,0,0,0,0,1996,1
8459,199602,27,1200,199602,28,400,1000648,5537582,MICHIGAN,1996,Flood,Z,76,WAYNE,DTX,27-FEB-96 12:00:00,EST,28-FEB-96 04:00:00,0,0,0,0,1996,2
8675,199601,26,2000,199601,27,2000,2054716,5575399,MICHIGAN,1996,Heavy Snow,Z,9,GOGEBIC,MQT,26-JAN-96 20:00:00,EST,27-JAN-96 20:00:00,0,0,0,0,1996,1
8676,199601,29,600,199601,31,600,2054717,5575413,MICHIGAN,1996,Blizzard,Z,10,IRON,MQT,29-JAN-96 06:00:00,EST,31-JAN-96 06:00:00,0,0,0,0,1996,1
8881,199601,18,1625,199601,18,1625,2403377,5540338,MICHIGAN,1996,Thunderstorm Wind,C,27,CASS,GRR,18-JAN-96 16:25:00,EST,18-JAN-96 16:25:00,0,0,0,0,1996,1
9061,199601,18,1645,199601,18,1645,2403376,5540337,MICHIGAN,1996,Thunderstorm Wind,C,149,ST. JOSEPH,GRR,18-JAN-96 16:45:00,EST,18-JAN-96 16:45:00,0,0,0,0,1996,1
9203,199607,8,1558,199607,8,1558,2042811,5558330,MICHIGAN,1996,Hail,C,29,CHARLEVOIX,APX,08-JUL-96 15:58:00,EST,08-JUL-96 15:58:00,0,0,0,0,1996,7
9204,199607,8,1606,199607,8,1606,2042812,5558331,MICHIGAN,1996,Hail,C,137,OTSEGO,APX,08-JUL-96 16:06:00,EST,08-JUL-96 16:06:00,0,0,0,0,1996,7
9205,199607,8,1620,199607,8,1620,2042813,5558332,MICHIGAN,1996,Hail,C,137,OTSEGO,APX,08-JUL-96 16:20:00,EST,08-JUL-96 16:20:00,0,0,0,0,1996,7
9206,199607,8,1620,199607,8,1620,2042814,5558333,MICHIGAN,1996,Hail,C,137,OTSEGO,APX,08-JUL-96 16:20:00,EST,08-JUL-96 16:20:00,0,0,0,0,1996,7
9207,199607,8,1620,199607,8,1620,2042815,5558334,MICHIGAN,1996,Hail,C,137,OTSEGO,APX,08-JUL-96 16:20:00,EST,08-JUL-96 16:20:00,0,0,0,0,1996,7
9337,199601,31,0,199601,31,1200,2054718,5575421,MICHIGAN,1996,Cold/Wind Chill,Z,5,MARQUETTE,MQT,31-JAN-96 00:00:00,EST,31-JAN-96 12:00:00,0,0,0,0,1996,1
9338,199601,31,0,199601,31,1200,2054718,5575422,MICHIGAN,1996,Cold/Wind Chill,Z,9,GOGEBIC,MQT,31-JAN-96 00:00:00,EST,31-JAN-96 12:00:00,0,0,0,0,1996,1
9339,199601,31,0,199601,31,1200,2054718,5575423,MICHIGAN,1996,Cold/Wind Chill,Z,10,IRON,MQT,31-JAN-96 00:00:00,EST,31-JAN-96 12:00:00,0,0,0,0,1996,1
9340,199601,31,0,199601,31,1200,2054718,5575424,MICHIGAN,1996,Cold/Wind Chill,Z,11,DICKINSON,MQT,31-JAN-96 00:00:00,EST,31-JAN-96 12:00:00,0,0,0,0,1996,1
9792,199601,29,600,199601,31,600,2054717,5575406,MICHIGAN,1996,Blizzard,Z,2,ONTONAGON,MQT,29-JAN-96 06:00:00,EST,31-JAN-96 06:00:00,0,0,0,0,1996,1
9825,199601,18,1755,199601,18,1756,2403372,5540333,MICHIGAN,1996,Thunderstorm Wind,C,45,EATON,GRR,18-JAN-96 17:55:00,EST,18-JAN-96 17:56:00,0,0,0,0,1996,1
9826,199601,18,1807,199601,18,1808,2403373,5540334,MICHIGAN,1996,Thunderstorm Wind,C,37,CLINTON,GRR,18-JAN-96 18:07:00,EST,18-JAN-96 18:08:00,0,0,0,0,1996,1
9827,199601,29,700,199601,30,700,2403378,5540342,MICHIGAN,1996,Winter Storm,Z,40,CLARE,GRR,29-JAN-96 07:00:00,EST,30-JAN-96 07:00:00,0,0,0,0,1996,1
9828,199601,27,1300,199601,27,2100,2403379,5540343,MICHIGAN,1996,Winter Storm,Z,73,CALHOUN,GRR,27-JAN-96 13:00:00,EST,27-JAN-96 21:00:00,0,0,0,0,1996,1
9982,199601,26,2000,199601,27,2000,2054716,5575403,MICHIGAN,1996,Heavy Snow,Z,13,DELTA,MQT,26-JAN-96 20:00:00,EST,27-JAN-96 20:00:00,0,0,0,0,1996,1
10041,199601,18,1655,199601,18,1655,2403375,5540336,MICHIGAN,1996,Thunderstorm Wind,C,5,ALLEGAN,GRR,18-JAN-96 16:55:00,EST,18-JAN-96 16:55:00,0,0,0,0,1996,1
10113,199601,26,2000,199601,27,2000,2054716,5575397,MICHIGAN,1996,Heavy Snow,Z,6,ALGER,MQT,26-JAN-96 20:00:00,EST,27-JAN-96 20:00:00,0,0,0,0,1996,1
10462,199601,27,1300,199601,27,2100,2403379,5540344,MICHIGAN,1996,Winter Storm,Z,72,KALAMAZOO,GRR,27-JAN-96 13:00:00,EST,27-JAN-96 21:00:00,0,0,0,0,1996,1
10463,199601,27,1130,199601,27,2100,2403379,5540345,MICHIGAN,1996,Winter Storm,Z,57,KENT,GRR,27-JAN-96 11:30:00,EST,27-JAN-96 21:00:00,0,0,0,0,1996,1
10575,199601,31,0,199601,31,1200,2054718,5575419,MICHIGAN,1996,Cold/Wind Chill,Z,3,NORTHERN HOUGHTON,MQT,31-JAN-96 00:00:00,EST,31-JAN-96 12:00:00,0,0,0,0,1996,1
10618,199601,31,0,199601,31,1200,2054718,5575420,MICHIGAN,1996,Cold/Wind Chill,Z,4,BARAGA,MQT,31-JAN-96 00:00:00,EST,31-JAN-96 12:00:00,0,0,0,0,1996,1
10687,199601,26,2000,199601,27,2000,2054716,5575401,MICHIGAN,1996,Heavy Snow,Z,11,DICKINSON,MQT,26-JAN-96 20:00:00,EST,27-JAN-96 20:00:00,0,0,0,0,1996,1
10688,199601,26,2000,199601,27,2000,2054716,5575402,MICHIGAN,1996,Heavy Snow,Z,12,MENOMINEE,MQT,26-JAN-96 20:00:00,EST,27-JAN-96 20:00:00,0,0,0,0,1996,1
10872,199604,29,1800,199604,30,2359,2054682,5578732,MICHIGAN,1996,Winter Storm,Z,9,GOGEBIC,MQT,29-APR-96 18:00:00,EST,30-APR-96 23:59:00,0,0,0,0,1996,4
10873,199604,12,1700,199604,13,1500,2054681,5578548,MICHIGAN,1996,Winter Storm,Z,5,MARQUETTE,MQT,12-APR-96 17:00:00,EST,13-APR-96 15:00:00,0,0,0,0,1996,4
11037,199604,12,1700,199604,13,1500,2054681,5578719,MICHIGAN,1996,Winter Storm,Z,7,LUCE,MQT,12-APR-96 17:00:00,EST,13-APR-96 15:00:00,0,0,0,0,1996,4
11197,199604,12,1700,199604,13,1500,2054681,5578721,MICHIGAN,1996,Winter Storm,Z,10,IRON,MQT,12-APR-96 17:00:00,EST,13-APR-96 15:00:00,0,0,0,0,1996,4
11198,199604,20,1000,199604,25,2000,2054684,5578736,MICHIGAN,1996,Flood,Z,9,GOGEBIC,MQT,20-APR-96 10:00:00,EST,25-APR-96 20:00:00,0,0,0,0,1996,4
11199,199604,20,700,199604,27,2000,2054685,5578737,MICHIGAN,1996,Flood,Z,10,IRON,MQT,20-APR-96 07:00:00,EST,27-APR-96 20:00:00,0,0,0,0,1996,4
11200,199604,20,500,199604,27,2200,2054686,5578738,MICHIGAN,1996,Flood,Z,4,BARAGA,MQT,20-APR-96 05:00:00,EST,27-APR-96 22:00:00,0,0,0,0,1996,4
11262,199606,10,2025,199606,10,2025,2035800,5553132,MICHIGAN,1996,Hail,C,113,MISSAUKEE,APX,10-JUN-96 20:25:00,EST,10-JUN-96 20:25:00,0,0,0,0,1996,6
11263,199606,10,2030,199606,10,2030,1008767,5553133,MICHIGAN,1996,Thunderstorm Wind,C,113,MISSAUKEE,APX,10-JUN-96 20:30:00,EST,10-JUN-96 20:30:00,0,0,0,0,1996,6
11264,199606,10,2030,199606,10,2030,2035801,5553134,MICHIGAN,1996,Hail,C,165,WEXFORD,APX,10-JUN-96 20:30:00,EST,10-JUN-96 20:30:00,0,0,0,0,1996,6
11656,199606,13,2010,199606,13,2010,2035802,5553135,MICHIGAN,1996,Hail,C,11,ARENAC,APX,13-JUN-96 20:10:00,EST,13-JUN-96 20:10:00,0,0,0,0,1996,6
11657,199606,13,2015,199606,13,2015,2035803,5553136,MICHIGAN,1996,Hail,C,11,ARENAC,APX,13-JUN-96 20:15:00,EST,13-JUN-96 20:15:00,0,0,0,0,1996,6
11790,199604,19,800,199604,25,2000,2054683,5578735,MICHIGAN,1996,Flood,Z,12,MENOMINEE,MQT,19-APR-96 08:00:00,EST,25-APR-96 20:00:00,0,0,0,0,1996,4
11802,199604,12,1700,199604,13,1500,2054681,5578720,MICHIGAN,1996,Winter Storm,Z,9,GOGEBIC,MQT,12-APR-96 17:00:00,EST,13-APR-96 15:00:00,0,0,0,0,1996,4
11940,199604,12,1700,199604,13,1500,2054681,5578723,MICHIGAN,1996,Winter Storm,Z,12,MENOMINEE,MQT,12-APR-96 17:00:00,EST,13-APR-96 15:00:00,0,0,0,0,1996,4
11954,199606,18,500,199606,19,1100,2035804,5553137,MICHIGAN,1996,Flood,Z,41,GLADWIN,APX,18-JUN-96 05:00:00,EST,19-JUN-96 11:00:00,0,0,0,0,1996,6
11955,199606,18,500,199606,19,1100,2035805,5553138,MICHIGAN,1996,Flood,Z,42,ARENAC,APX,18-JUN-96 05:00:00,EST,19-JUN-96 11:00:00,0,0,0,0,1996,6
12253,199604,20,1200,199604,27,2200,2054689,5578741,MICHIGAN,1996,Flood,Z,13,DELTA,MQT,20-APR-96 12:00:00,EST,27-APR-96 22:00:00,0,0,0,0,1996,4
12262,199605,20,1800,199605,21,600,2035604,5555349,MICHIGAN,1996,Flash Flood,C,5,ALLEGAN,GRR,20-MAY-96 18:00:00,EST,21-MAY-96 06:00:00,0,0,0,0,1996,5
12392,199606,22,0,199606,22,0,2037890,5551880,MICHIGAN,1996,Thunderstorm Wind,C,147,ST. CLAIR,DTX,22-JUN-96 00:00:00,EST,22-JUN-96 00:00:00,0,0,0,0,1996,6
12393,199606,22,30,199606,22,300,2037891,5551881,MICHIGAN,1996,Flash Flood,C,151,SANILAC,DTX,22-JUN-96 00:30:00,EST,22-JUN-96 03:00:00,0,0,0,0,1996,6
12394,199606,22,33,199606,22,33,2037892,5551882,MICHIGAN,1996,Hail,C,147,ST. CLAIR,DTX,22-JUN-96 00:33:00,EST,22-JUN-96 00:33:00,0,0,0,0,1996,6
12421,199604,29,1800,199604,30,2359,2054682,5578731,MICHIGAN,1996,Winter Storm,Z,6,ALGER,MQT,29-APR-96 18:00:00,EST,30-APR-96 23:59:00,0,0,0,0,1996,4
12422,199604,12,1700,199604,13,1500,2054681,5578546,MICHIGAN,1996,Winter Storm,Z,3,NORTHERN HOUGHTON,MQT,12-APR-96 17:00:00,EST,13-APR-96 15:00:00,0,0,0,0,1996,4
12581,199606,7,1421,199606,7,1422,2039190,5561636,MICHIGAN,1996,Tornado,C,65,INGHAM,GRR,07-JUN-96 14:21:00,EST,07-JUN-96 14:22:00,0,0,0,0,1996,6
