,BEGIN_YEARMONTH,Day,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,YEAR,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,Year,Month
1504,199901,4,0,199901,4,2000,1501962,5683585,MICHIGAN,1999,Winter Weather,Z,66,EATON,GRR,04-JAN-99 00:00:00,EST,04-JAN-99 20:00:00,0,0,0,0,1999,1
1523,199901,9,1700,199901,11,1100,1500590,5685060,MICHIGAN,1999,Heavy Snow,Z,14,SCHOOLCRAFT,MQT,09-JAN-99 17:00:00,EST,11-JAN-99 11:00:00,0,0,0,0,1999,1
1524,199901,18,200,199901,18,1100,1501492,5685061,MICHIGAN,1999,Heavy Snow,Z,3,HOUGHTON,MQT,18-JAN-99 02:00:00,EST,18-JAN-99 11:00:00,0,0,0,0,1999,1
1536,199902,11,1200,199902,11,2000,1501125,5684693,MICHIGAN,1999,Heat,Z,60,SHIAWASSEE,DTX,11-FEB-99 12:00:00,EST,11-FEB-99 20:00:00,0,0,0,0,1999,2
1537,199902,11,1200,199902,11,2000,1501125,5684694,MICHIGAN,1999,Heat,Z,61,GENESEE,DTX,11-FEB-99 12:00:00,EST,11-FEB-99 20:00:00,0,0,0,0,1999,2
1555,199902,11,1200,199902,11,2000,1501125,5684695,MICHIGAN,1999,Heat,Z,62,LAPEER,DTX,11-FEB-99 12:00:00,EST,11-FEB-99 20:00:00,0,0,0,0,1999,2
1557,199902,5,1900,199902,5,2200,1501154,5688501,MICHIGAN,1999,Winter Weather,Z,37,MASON,GRR,05-FEB-99 19:00:00,EST,05-FEB-99 22:00:00,0,0,0,0,1999,2
1603,199902,28,1300,199902,28,2300,1501108,5679019,MICHIGAN,1999,Winter Storm,Z,33,MISSAUKEE,APX,28-FEB-99 13:00:00,EST,28-FEB-99 23:00:00,0,0,0,0,1999,2
1604,199902,28,1300,199902,28,2300,1501108,5679020,MICHIGAN,1999,Winter Storm,Z,22,OTSEGO,APX,28-FEB-99 13:00:00,EST,28-FEB-99 23:00:00,0,0,0,0,1999,2
1605,199902,28,1300,199902,28,2300,1501108,5679017,MICHIGAN,1999,Winter Storm,Z,27,KALKASKA,APX,28-FEB-99 13:00:00,EST,28-FEB-99 23:00:00,0,0,0,0,1999,2
1644,199901,3,0,199901,3,2359,1501527,5683499,MICHIGAN,1999,Heavy Snow,Z,72,KALAMAZOO,GRR,03-JAN-99 00:00:00,EST,03-JAN-99 23:59:00,0,0,0,0,1999,1
1645,199901,3,0,199901,5,500,1076906,5683500,MICHIGAN,1999,Heavy Snow,Z,64,ALLEGAN,GRR,03-JAN-99 00:00:00,EST,05-JAN-99 05:00:00,0,0,0,0,1999,1
1646,199901,3,0,199901,5,500,1076906,5683501,MICHIGAN,1999,Heavy Snow,Z,50,MUSKEGON,GRR,03-JAN-99 00:00:00,EST,05-JAN-99 05:00:00,0,0,0,0,1999,1
1754,199901,5,2100,199901,6,1900,1501528,5683596,MICHIGAN,1999,Lake-Effect Snow,Z,38,LAKE,GRR,05-JAN-99 21:00:00,EST,06-JAN-99 19:00:00,0,0,0,0,1999,1
1888,199902,5,1900,199902,5,2200,1501154,5688508,MICHIGAN,1999,Winter Weather,Z,45,MECOSTA,GRR,05-FEB-99 19:00:00,EST,05-FEB-99 22:00:00,0,0,0,0,1999,2
1889,199902,5,1900,199902,5,2200,1501154,5688509,MICHIGAN,1999,Winter Weather,Z,51,MONTCALM,GRR,05-FEB-99 19:00:00,EST,05-FEB-99 22:00:00,0,0,0,0,1999,2
1965,199901,3,0,199901,5,500,1076906,5683502,MICHIGAN,1999,Heavy Snow,Z,56,OTTAWA,GRR,03-JAN-99 00:00:00,EST,05-JAN-99 05:00:00,0,0,0,0,1999,1
1996,199902,11,1200,199902,11,2000,1501125,5684689,MICHIGAN,1999,Heat,Z,53,SAGINAW,DTX,11-FEB-99 12:00:00,EST,11-FEB-99 20:00:00,0,0,0,0,1999,2
2022,199901,3,0,199901,5,500,1076906,5683503,MICHIGAN,1999,Heavy Snow,Z,71,VAN BUREN,GRR,03-JAN-99 00:00:00,EST,05-JAN-99 05:00:00,0,0,0,0,1999,1
2023,199901,4,0,199901,4,2000,1501962,5683504,MICHIGAN,1999,Winter Weather,Z,39,OSCEOLA,GRR,04-JAN-99 00:00:00,EST,04-JAN-99 20:00:00,0,0,0,0,1999,1
2024,199901,4,0,199901,4,2000,1501962,5683505,MICHIGAN,1999,Winter Weather,Z,45,MECOSTA,GRR,04-JAN-99 00:00:00,EST,04-JAN-99 20:00:00,0,0,0,0,1999,1
2025,199901,4,0,199901,4,2000,1501962,5683506,MICHIGAN,1999,Winter Weather,Z,40,CLARE,GRR,04-JAN-99 00:00:00,EST,04-JAN-99 20:00:00,0,0,0,0,1999,1
2026,199901,4,0,199901,4,2000,1501962,5683507,MICHIGAN,1999,Winter Weather,Z,46,ISABELLA,GRR,04-JAN-99 00:00:00,EST,04-JAN-99 20:00:00,0,0,0,0,1999,1
2072,199901,20,500,199901,20,900,1502932,5688685,MICHIGAN,1999,Dense Fog,Z,67,INGHAM,GRR,20-JAN-99 05:00:00,EST,20-JAN-99 09:00:00,0,0,0,0,1999,1
2074,199902,5,1900,199902,5,2200,1501154,5688507,MICHIGAN,1999,Winter Weather,Z,57,KENT,GRR,05-FEB-99 19:00:00,EST,05-FEB-99 22:00:00,0,0,0,0,1999,2
2127,199901,20,500,199901,20,900,1502932,5688686,MICHIGAN,1999,Dense Fog,Z,58,IONIA,GRR,20-JAN-99 05:00:00,EST,20-JAN-99 09:00:00,0,0,0,0,1999,1
2214,199902,5,1900,199902,5,2200,1501154,5688516,MICHIGAN,1999,Winter Weather,Z,72,KALAMAZOO,GRR,05-FEB-99 19:00:00,EST,05-FEB-99 22:00:00,0,0,0,0,1999,2
2357,199902,11,1800,199902,12,1500,1500713,5688827,MICHIGAN,1999,Heavy Snow,Z,2,ONTONAGON,MQT,11-FEB-99 18:00:00,EST,12-FEB-99 15:00:00,0,0,0,0,1999,2
2358,199902,16,2200,199902,17,1700,1501608,5688830,MICHIGAN,1999,Heavy Snow,Z,3,HOUGHTON,MQT,16-FEB-99 22:00:00,EST,17-FEB-99 17:00:00,0,0,0,0,1999,2
2469,199901,5,2300,199901,6,2300,1501528,5683602,MICHIGAN,1999,Lake-Effect Snow,Z,64,ALLEGAN,GRR,05-JAN-99 23:00:00,EST,06-JAN-99 23:00:00,0,0,0,0,1999,1
2499,199906,11,1433,199906,11,1433,1083883,5708460,MICHIGAN,1999,Thunderstorm Wind,C,159,VAN BUREN,GRR,11-JUN-99 14:33:00,EST,11-JUN-99 14:33:00,0,0,0,0,1999,6
2581,199901,2,1700,199901,3,900,1502364,5685056,MICHIGAN,1999,Winter Storm,Z,14,SCHOOLCRAFT,MQT,02-JAN-99 17:00:00,EST,03-JAN-99 09:00:00,0,0,0,0,1999,1
2582,199901,6,2300,199901,7,1700,1502787,5685057,MICHIGAN,1999,Heavy Snow,Z,6,ALGER,MQT,06-JAN-99 23:00:00,EST,07-JAN-99 17:00:00,0,0,0,0,1999,1
2613,199902,5,1900,199902,5,2200,1501154,5688505,MICHIGAN,1999,Winter Weather,Z,52,GRATIOT,GRR,05-FEB-99 19:00:00,EST,05-FEB-99 22:00:00,0,0,0,0,1999,2
2614,199902,5,1900,199902,5,2200,1501154,5688506,MICHIGAN,1999,Winter Weather,Z,46,ISABELLA,GRR,05-FEB-99 19:00:00,EST,05-FEB-99 22:00:00,0,0,0,0,1999,2
2615,199901,10,400,199901,11,400,1502931,5683621,MICHIGAN,1999,Winter Storm,Z,72,KALAMAZOO,GRR,10-JAN-99 04:00:00,EST,11-JAN-99 04:00:00,0,0,0,0,1999,1
2616,199901,10,400,199901,11,400,1502931,5683622,MICHIGAN,1999,Lake-Effect Snow,Z,38,LAKE,GRR,10-JAN-99 04:00:00,EST,11-JAN-99 04:00:00,0,0,0,0,1999,1
2658,199902,5,1900,199902,5,2200,1501154,5688499,MICHIGAN,1999,Winter Weather,Z,40,CLARE,GRR,05-FEB-99 19:00:00,EST,05-FEB-99 22:00:00,0,0,0,0,1999,2
2659,199902,5,1900,199902,5,2200,1501154,5688500,MICHIGAN,1999,Winter Weather,Z,38,LAKE,GRR,05-FEB-99 19:00:00,EST,05-FEB-99 22:00:00,0,0,0,0,1999,2
2694,199902,11,1809,199902,11,1809,1500162,5679013,MICHIGAN,1999,Thunderstorm Wind,C,101,MANISTEE,APX,11-FEB-99 18:09:00,EST,11-FEB-99 18:09:00,0,0,0,0,1999,2
2695,199902,11,1830,199902,11,1830,1500162,5679014,MICHIGAN,1999,Thunderstorm Wind,C,55,GRAND TRAVERSE,APX,11-FEB-99 18:30:00,EST,11-FEB-99 18:30:00,0,0,0,0,1999,2
2760,199901,2,700,199901,2,2359,1500622,5683480,MICHIGAN,1999,Blizzard,Z,71,VAN BUREN,GRR,02-JAN-99 07:00:00,EST,02-JAN-99 23:59:00,0,0,0,0,1999,1
2761,199901,3,0,199901,3,2359,1501527,5683481,MICHIGAN,1999,Winter Weather,Z,73,CALHOUN,GRR,03-JAN-99 00:00:00,EST,03-JAN-99 23:59:00,0,0,0,0,1999,1
2762,199901,3,0,199901,3,2359,1501527,5683482,MICHIGAN,1999,Heavy Snow,Z,40,CLARE,GRR,03-JAN-99 00:00:00,EST,03-JAN-99 23:59:00,0,0,0,0,1999,1
2764,199901,5,2100,199901,6,1900,1501528,5683597,MICHIGAN,1999,Lake-Effect Snow,Z,37,MASON,GRR,05-JAN-99 21:00:00,EST,06-JAN-99 19:00:00,0,0,0,0,1999,1
2825,199901,2,1700,199901,4,1700,1502364,5685055,MICHIGAN,1999,Winter Storm,Z,2,ONTONAGON,MQT,02-JAN-99 17:00:00,EST,04-JAN-99 17:00:00,0,0,0,0,1999,1
2898,199902,11,1200,199902,11,2000,1501125,5684701,MICHIGAN,1999,Heat,Z,76,WAYNE,DTX,11-FEB-99 12:00:00,EST,11-FEB-99 20:00:00,0,0,0,0,1999,2
2902,199902,11,1200,199902,11,2000,1501125,5684696,MICHIGAN,1999,Heat,Z,63,ST. CLAIR,DTX,11-FEB-99 12:00:00,EST,11-FEB-99 20:00:00,0,0,0,0,1999,2
2916,199902,5,1900,199902,5,2200,1501154,5688578,MICHIGAN,1999,Winter Weather,Z,39,OSCEOLA,GRR,05-FEB-99 19:00:00,EST,05-FEB-99 22:00:00,0,0,0,0,1999,2
2943,199902,11,1200,199902,11,2000,1501125,5684687,MICHIGAN,1999,Heat,Z,47,MIDLAND,DTX,11-FEB-99 12:00:00,EST,11-FEB-99 20:00:00,0,0,0,0,1999,2
2994,199906,10,1600,199906,10,1600,2406531,5699645,MICHIGAN,1999,Thunderstorm Wind,C,141,PRESQUE ISLE,APX,10-JUN-99 16:00:00,EST,10-JUN-99 16:00:00,0,0,0,0,1999,6
3001,199902,11,1200,199902,11,2000,1501125,5684699,MICHIGAN,1999,Heat,Z,70,MACOMB,DTX,11-FEB-99 12:00:00,EST,11-FEB-99 20:00:00,0,0,0,0,1999,2
3008,199902,28,1300,199902,28,2300,1501108,5679021,MICHIGAN,1999,Winter Storm,Z,32,WEXFORD,APX,28-FEB-99 13:00:00,EST,28-FEB-99 23:00:00,0,0,0,0,1999,2
3048,199901,9,1700,199901,11,1100,1500590,5685059,MICHIGAN,1999,Heavy Snow,Z,7,LUCE,MQT,09-JAN-99 17:00:00,EST,11-JAN-99 11:00:00,0,0,0,0,1999,1
3056,199902,11,1200,199902,11,2000,1501125,5684702,MICHIGAN,1999,Heat,Z,82,LENAWEE,DTX,11-FEB-99 12:00:00,EST,11-FEB-99 20:00:00,0,0,0,0,1999,2
3057,199902,11,1200,199902,11,2000,1501125,5684703,MICHIGAN,1999,Heat,Z,83,MONROE,DTX,11-FEB-99 12:00:00,EST,11-FEB-99 20:00:00,0,0,0,0,1999,2
3300,199901,23,500,199901,23,2300,1500591,5685134,MICHIGAN,1999,Ice Storm,Z,14,SCHOOLCRAFT,MQT,23-JAN-99 05:00:00,EST,23-JAN-99 23:00:00,0,0,0,0,1999,1
3324,199901,2,700,199901,2,2359,1500622,5683478,MICHIGAN,1999,Blizzard,Z,39,OSCEOLA,GRR,02-JAN-99 07:00:00,EST,02-JAN-99 23:59:00,0,0,0,0,1999,1
3325,199901,2,700,199901,2,2359,1500622,5683479,MICHIGAN,1999,Blizzard,Z,56,OTTAWA,GRR,02-JAN-99 07:00:00,EST,02-JAN-99 23:59:00,0,0,0,0,1999,1
3411,199902,11,2223,199902,11,2223,1502020,5688592,MICHIGAN,1999,Thunderstorm Wind,C,117,MONTCALM,GRR,11-FEB-99 22:23:00,EST,11-FEB-99 22:23:00,0,0,0,0,1999,2
3443,199901,2,1700,199901,4,900,1502364,5685047,MICHIGAN,1999,Winter Storm,Z,4,BARAGA,MQT,02-JAN-99 17:00:00,EST,04-JAN-99 09:00:00,0,0,0,0,1999,1
3444,199901,2,1700,199901,3,900,1502364,5685048,MICHIGAN,1999,Winter Storm,Z,13,DELTA,MQT,02-JAN-99 17:00:00,EST,03-JAN-99 09:00:00,0,0,0,0,1999,1
3565,199901,20,500,199901,20,900,1502932,5688691,MICHIGAN,1999,Dense Fog,Z,71,VAN BUREN,GRR,20-JAN-99 05:00:00,EST,20-JAN-99 09:00:00,0,0,0,0,1999,1
3595,199902,11,1800,199902,12,1500,1500713,5688826,MICHIGAN,1999,Heavy Snow,Z,9,GOGEBIC,MQT,11-FEB-99 18:00:00,EST,12-FEB-99 15:00:00,0,0,0,0,1999,2
3855,199901,4,0,199901,4,2000,1501962,5683582,MICHIGAN,1999,Winter Weather,Z,52,GRATIOT,GRR,04-JAN-99 00:00:00,EST,04-JAN-99 20:00:00,0,0,0,0,1999,1
3856,199901,4,0,199901,4,2000,1501962,5683583,MICHIGAN,1999,Winter Weather,Z,58,IONIA,GRR,04-JAN-99 00:00:00,EST,04-JAN-99 20:00:00,0,0,0,0,1999,1
3943,199901,4,0,199901,4,2000,1501962,5683591,MICHIGAN,1999,Winter Weather,Z,57,KENT,GRR,04-JAN-99 00:00:00,EST,04-JAN-99 20:00:00,0,0,0,0,1999,1
3944,199901,4,0,199901,4,2000,1501962,5683592,MICHIGAN,1999,Winter Weather,Z,65,BARRY,GRR,04-JAN-99 00:00:00,EST,04-JAN-99 20:00:00,0,0,0,0,1999,1
3956,199901,4,0,199901,4,2000,1501962,5683593,MICHIGAN,1999,Winter Weather,Z,72,KALAMAZOO,GRR,04-JAN-99 00:00:00,EST,04-JAN-99 20:00:00,0,0,0,0,1999,1
3957,199901,4,0,199901,4,2000,1501962,5683594,MICHIGAN,1999,Winter Weather,Z,73,CALHOUN,GRR,04-JAN-99 00:00:00,EST,04-JAN-99 20:00:00,0,0,0,0,1999,1
3958,199901,4,0,199901,4,2000,1501962,5683595,MICHIGAN,1999,Winter Weather,Z,74,JACKSON,GRR,04-JAN-99 00:00:00,EST,04-JAN-99 20:00:00,0,0,0,0,1999,1
3959,199901,5,2300,199901,6,2300,1501528,5683600,MICHIGAN,1999,Lake-Effect Snow,Z,50,MUSKEGON,GRR,05-JAN-99 23:00:00,EST,06-JAN-99 23:00:00,0,0,0,0,1999,1
3960,199901,4,0,199901,4,2000,1501962,5683586,MICHIGAN,1999,Winter Weather,Z,67,INGHAM,GRR,04-JAN-99 00:00:00,EST,04-JAN-99 20:00:00,0,0,0,0,1999,1
3961,199901,4,0,199901,4,2000,1501962,5683587,MICHIGAN,1999,Winter Weather,Z,37,MASON,GRR,04-JAN-99 00:00:00,EST,04-JAN-99 20:00:00,0,0,0,0,1999,1
3962,199901,4,0,199901,4,2000,1501962,5683588,MICHIGAN,1999,Winter Weather,Z,38,LAKE,GRR,04-JAN-99 00:00:00,EST,04-JAN-99 20:00:00,0,0,0,0,1999,1
3963,199901,4,0,199901,4,2000,1501962,5683589,MICHIGAN,1999,Winter Weather,Z,43,OCEANA,GRR,04-JAN-99 00:00:00,EST,04-JAN-99 20:00:00,0,0,0,0,1999,1
3964,199901,4,0,199901,4,2000,1501962,5683590,MICHIGAN,1999,Winter Weather,Z,44,NEWAYGO,GRR,04-JAN-99 00:00:00,EST,04-JAN-99 20:00:00,0,0,0,0,1999,1
3992,199902,28,1300,199902,28,2300,1501108,5679015,MICHIGAN,1999,Winter Storm,Z,25,BENZIE,APX,28-FEB-99 13:00:00,EST,28-FEB-99 23:00:00,0,0,0,0,1999,2
3993,199902,28,1300,199902,28,2300,1501108,5679016,MICHIGAN,1999,Winter Storm,Z,26,GRAND TRAVERSE,APX,28-FEB-99 13:00:00,EST,28-FEB-99 23:00:00,0,0,0,0,1999,2
4202,199902,12,1100,199902,13,400,1500213,5688679,MICHIGAN,1999,Lake-Effect Snow,Z,71,VAN BUREN,GRR,12-FEB-99 11:00:00,EST,13-FEB-99 04:00:00,0,0,0,0,1999,2
4336,199906,5,1900,199906,5,1900,2408569,5708827,MICHIGAN,1999,Hail,C,53,GOGEBIC,MQT,05-JUN-99 19:00:00,EST,05-JUN-99 19:00:00,0,0,0,0,1999,6
4337,199906,5,2015,199906,5,2015,2408569,5708828,MICHIGAN,1999,Thunderstorm Wind,C,71,IRON,MQT,05-JUN-99 20:15:00,EST,05-JUN-99 20:15:00,0,0,0,0,1999,6
4338,199906,5,2030,199906,5,2030,2408569,5708829,MICHIGAN,1999,Thunderstorm Wind,C,71,IRON,MQT,05-JUN-99 20:30:00,EST,05-JUN-99 20:30:00,0,0,0,0,1999,6
4480,199902,12,1100,199902,12,2100,1500213,5688598,MICHIGAN,1999,Lake-Effect Snow,Z,66,EATON,GRR,12-FEB-99 11:00:00,EST,12-FEB-99 21:00:00,0,0,0,0,1999,2
4581,199901,5,2300,199901,6,2300,1501528,5683605,MICHIGAN,1999,Lake-Effect Snow,Z,65,BARRY,GRR,05-JAN-99 23:00:00,EST,06-JAN-99 23:00:00,0,0,0,0,1999,1
4722,199902,11,1200,199902,11,2000,1501125,5684688,MICHIGAN,1999,Heat,Z,48,BAY,DTX,11-FEB-99 12:00:00,EST,11-FEB-99 20:00:00,0,0,0,0,1999,2
4807,199901,5,2300,199901,6,2300,1501528,5683604,MICHIGAN,1999,Lake-Effect Snow,Z,57,KENT,GRR,05-JAN-99 23:00:00,EST,06-JAN-99 23:00:00,0,0,0,0,1999,1
4873,199901,2,1700,199901,4,1700,1502364,5685049,MICHIGAN,1999,Winter Storm,Z,9,GOGEBIC,MQT,02-JAN-99 17:00:00,EST,04-JAN-99 17:00:00,0,0,0,0,1999,1
5128,199902,5,1900,199902,5,2330,1501154,5688574,MICHIGAN,1999,Winter Weather,Z,59,CLINTON,GRR,05-FEB-99 19:00:00,EST,05-FEB-99 23:30:00,0,0,0,0,1999,2
5276,199904,10,2330,199904,10,2330,2405332,5692844,MICHIGAN,1999,Lightning,C,91,LENAWEE,DTX,10-APR-99 23:30:00,EST,10-APR-99 23:30:00,0,0,0,0,1999,4
5446,199902,12,1100,199902,13,400,1500213,5688595,MICHIGAN,1999,Lake-Effect Snow,Z,64,ALLEGAN,GRR,12-FEB-99 11:00:00,EST,13-FEB-99 04:00:00,0,0,0,0,1999,2
5487,199904,11,1000,199904,11,2200,1503147,5683835,MICHIGAN,1999,Winter Storm,Z,34,ROSCOMMON,APX,11-APR-99 10:00:00,EST,11-APR-99 22:00:00,0,0,0,0,1999,4
5489,199907,5,2254,199907,5,2254,2408946,5700786,MICHIGAN,1999,Flash Flood,C,9,ANTRIM,APX,05-JUL-99 22:54:00,EST,05-JUL-99 22:54:00,0,0,0,0,1999,7
5533,199902,12,1100,199902,12,2100,1500213,5688596,MICHIGAN,1999,Lake-Effect Snow,Z,65,BARRY,GRR,12-FEB-99 11:00:00,EST,12-FEB-99 21:00:00,0,0,0,0,1999,2
5560,199907,6,30,199907,6,30,2408946,5700787,MICHIGAN,1999,Flash Flood,C,55,GRAND TRAVERSE,APX,06-JUL-99 00:30:00,EST,06-JUL-99 00:30:00,0,0,0,0,1999,7
5568,199907,23,1215,199907,23,1215,2410934,5708637,MICHIGAN,1999,Thunderstorm Wind,C,73,ISABELLA,GRR,23-JUL-99 12:15:00,EST,23-JUL-99 12:15:00,0,0,0,0,1999,7
5682,199902,11,1810,199902,11,1810,1502020,5688582,MICHIGAN,1999,Thunderstorm Wind,C,123,NEWAYGO,GRR,11-FEB-99 18:10:00,EST,11-FEB-99 18:10:00,0,0,0,0,1999,2
5767,199907,23,1338,199907,23,1338,2410934,5708640,MICHIGAN,1999,Thunderstorm Wind,C,75,JACKSON,GRR,23-JUL-99 13:38:00,EST,23-JUL-99 13:38:00,0,0,0,0,1999,7
5769,199902,11,2240,199902,11,2240,1502020,5688594,MICHIGAN,1999,Thunderstorm Wind,C,57,GRATIOT,GRR,11-FEB-99 22:40:00,EST,11-FEB-99 22:40:00,0,0,0,0,1999,2
5779,199901,5,2300,199901,6,2300,1501528,5683601,MICHIGAN,1999,Lake-Effect Snow,Z,56,OTTAWA,GRR,05-JAN-99 23:00:00,EST,06-JAN-99 23:00:00,0,0,0,0,1999,1
5816,199907,5,2120,199907,5,2120,2408946,5700789,MICHIGAN,1999,Thunderstorm Wind,C,33,CHIPPEWA,APX,05-JUL-99 21:20:00,EST,05-JUL-99 21:20:00,0,0,0,0,1999,7
5909,199901,11,400,199901,11,1900,1500144,5683626,MICHIGAN,1999,Winter Weather,Z,50,MUSKEGON,GRR,11-JAN-99 04:00:00,EST,11-JAN-99 19:00:00,0,0,0,0,1999,1
5998,199901,5,2300,199901,6,2300,1501528,5683603,MICHIGAN,1999,Lake-Effect Snow,Z,71,VAN BUREN,GRR,05-JAN-99 23:00:00,EST,06-JAN-99 23:00:00,0,0,0,0,1999,1
6106,199902,16,2200,199902,17,1700,1501608,5688829,MICHIGAN,1999,Heavy Snow,Z,1,KEWEENAW,MQT,16-FEB-99 22:00:00,EST,17-FEB-99 17:00:00,0,0,0,0,1999,2
6149,199903,5,2000,199903,6,800,1500754,5689496,MICHIGAN,1999,Heavy Snow,Z,54,TUSCOLA,DTX,05-MAR-99 20:00:00,EST,06-MAR-99 08:00:00,0,0,0,0,1999,3
6150,199903,5,1800,199903,6,600,1500754,5689497,MICHIGAN,1999,Heavy Snow,Z,60,SHIAWASSEE,DTX,05-MAR-99 18:00:00,EST,06-MAR-99 06:00:00,0,0,0,0,1999,3
6170,199907,6,0,199907,6,0,2408946,5700788,MICHIGAN,1999,Flash Flood,C,89,LEELANAU,APX,06-JUL-99 00:00:00,EST,06-JUL-99 00:00:00,0,0,0,0,1999,7
6205,199903,5,1800,199903,6,600,1500754,5689503,MICHIGAN,1999,Heavy Snow,Z,70,MACOMB,DTX,05-MAR-99 18:00:00,EST,06-MAR-99 06:00:00,0,0,0,0,1999,3
6236,199901,11,400,199901,11,1900,1500144,5683624,MICHIGAN,1999,Winter Weather,Z,37,MASON,GRR,11-JAN-99 04:00:00,EST,11-JAN-99 19:00:00,0,0,0,0,1999,1
6237,199901,11,400,199901,11,1900,1500144,5683625,MICHIGAN,1999,Winter Weather,Z,43,OCEANA,GRR,11-JAN-99 04:00:00,EST,11-JAN-99 19:00:00,0,0,0,0,1999,1
6355,199907,23,1813,199907,23,1828,2410934,5708645,MICHIGAN,1999,Tornado,C,133,OSCEOLA,GRR,23-JUL-99 18:13:00,EST,23-JUL-99 18:28:00,0,0,0,0,1999,7
6356,199905,17,1845,199905,17,1851,2406543,5698213,MICHIGAN,1999,Thunderstorm Wind,C,87,LAPEER,DTX,17-MAY-99 18:45:00,EST,17-MAY-99 18:51:00,0,0,0,0,1999,5
6385,199907,3,1825,199907,3,1848,2408944,5700783,MICHIGAN,1999,Tornado,C,135,OSCODA,APX,03-JUL-99 18:25:00,EST,03-JUL-99 18:48:00,2,0,0,0,1999,7
6419,199902,11,1737,199902,11,1737,1502020,5688579,MICHIGAN,1999,Thunderstorm Wind,C,105,MASON,GRR,11-FEB-99 17:37:00,EST,11-FEB-99 17:37:00,0,0,0,0,1999,2
