,BEGIN_YEARMONTH,Day,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EVENT_ID,STATE,YEAR,EVENT_TYPE,CZ_TYPE,CZ_FIPS,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,MAGNITUDE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,END_RANGE,BEGIN_LAT,BEGIN_LON,Year,Month
3265,199107,7,1620,199107,7,1620,10052451,MICHIGAN,1991,Hail,C,105,07-JUL-91 16:20:00,CST,07-JUL-91 16:20:00,0,0,0,0,0,0,1.0,0.0,0,0,0,43.92,-86.45,1991,7
3266,199107,7,1620,199107,7,1620,10052452,MICHIGAN,1991,Hail,C,139,07-JUL-91 16:20:00,CST,07-JUL-91 16:20:00,0,0,0,0,0,0,1.0,0.0,0,0,0,42.78,-86.12,1991,7
3267,199107,7,1620,199107,7,1620,10052453,MICHIGAN,1991,Hail,C,139,07-JUL-91 16:20:00,CST,07-JUL-91 16:20:00,0,0,0,0,0,0,1.0,0.0,0,0,0,43.07,-86.23,1991,7
3268,199107,7,1640,199107,7,1640,10052454,MICHIGAN,1991,Thunderstorm Wind,C,139,07-JUL-91 16:40:00,CST,07-JUL-91 16:40:00,0,0,0,0,0,0,52.0,0.0,0,0,0,43.12,-85.85,1991,7
3269,199107,7,1641,199107,7,1641,10052455,MICHIGAN,1991,Thunderstorm Wind,C,139,07-JUL-91 16:41:00,CST,07-JUL-91 16:41:00,0,0,0,0,0,0,57.0,0.0,0,0,0,42.92,-85.87,1991,7
3320,199106,15,1555,199106,15,1555,10053096,MICHIGAN,1991,Thunderstorm Wind,C,49,15-JUN-91 15:55:00,CST,15-JUN-91 15:55:00,0,0,0,0,0,0,66.0,0.0,0,0,0,43.03,-83.68,1991,6
3321,199106,15,1555,199106,15,1555,10053097,MICHIGAN,1991,Thunderstorm Wind,C,23,15-JUN-91 15:55:00,CST,15-JUN-91 15:55:00,0,0,0,0,0,0,52.0,0.0,0,0,0,41.95,-85.0,1991,6
3322,199106,15,1600,199106,15,1600,10053098,MICHIGAN,1991,Thunderstorm Wind,C,75,15-JUN-91 16:00:00,CST,15-JUN-91 16:00:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.2,-84.55,1991,6
3323,199106,15,1615,199106,15,1615,10053100,MICHIGAN,1991,Thunderstorm Wind,C,93,15-JUN-91 16:15:00,CST,15-JUN-91 16:15:00,0,0,0,0,0,0,60.0,0.0,0,0,0,42.57,-83.77,1991,6
3324,199106,15,1618,199106,15,1618,10053101,MICHIGAN,1991,Thunderstorm Wind,C,59,15-JUN-91 16:18:00,CST,15-JUN-91 16:18:00,0,0,0,0,0,0,0.0,0.0,0,0,0,41.88,-84.53,1991,6
3325,199106,15,1630,199106,15,1630,10053102,MICHIGAN,1991,Thunderstorm Wind,C,161,15-JUN-91 16:30:00,CST,15-JUN-91 16:30:00,0,0,0,0,0,0,52.0,0.0,0,0,0,42.28,-83.73,1991,6
3326,199106,15,1630,199106,15,1630,10053103,MICHIGAN,1991,Thunderstorm Wind,C,161,15-JUN-91 16:30:00,CST,15-JUN-91 16:30:00,0,0,0,0,0,0,52.0,0.0,0,0,0,42.32,-84.02,1991,6
3327,199106,15,1639,199106,15,1639,10053104,MICHIGAN,1991,Thunderstorm Wind,C,163,15-JUN-91 16:39:00,CST,15-JUN-91 16:39:00,0,0,0,0,0,0,52.0,0.0,0,0,0,42.23,-83.53,1991,6
3328,199106,15,1645,199106,15,1645,10053105,MICHIGAN,1991,Thunderstorm Wind,C,87,15-JUN-91 16:45:00,CST,15-JUN-91 16:45:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.1,-83.23,1991,6
3329,199106,15,1700,199106,15,1700,10053106,MICHIGAN,1991,Thunderstorm Wind,C,151,15-JUN-91 17:00:00,CST,15-JUN-91 17:00:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.25,-82.82,1991,6
3330,199106,15,1700,199106,15,1700,10053107,MICHIGAN,1991,Thunderstorm Wind,C,151,15-JUN-91 17:00:00,CST,15-JUN-91 17:00:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.27,-82.62,1991,6
3331,199106,15,1710,199106,15,1710,10053108,MICHIGAN,1991,Thunderstorm Wind,C,163,15-JUN-91 17:10:00,CST,15-JUN-91 17:10:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.27,-83.2,1991,6
3332,199106,15,1800,199106,15,1800,10053109,MICHIGAN,1991,Thunderstorm Wind,C,115,15-JUN-91 18:00:00,CST,15-JUN-91 18:00:00,0,0,0,0,0,0,0.0,0.0,0,0,0,41.9,-83.45,1991,6
3333,199106,27,425,199106,27,425,10053110,MICHIGAN,1991,Thunderstorm Wind,C,83,27-JUN-91 04:25:00,CST,27-JUN-91 04:25:00,0,0,0,0,0,0,0.0,0.0,0,0,0,47.23,-88.17,1991,6
3334,199106,27,428,199106,27,428,10053111,MICHIGAN,1991,Thunderstorm Wind,C,61,27-JUN-91 04:28:00,CST,27-JUN-91 04:28:00,0,0,0,0,0,0,52.0,0.0,0,0,0,47.12,-88.53,1991,6
3335,199106,27,615,199106,27,615,10053112,MICHIGAN,1991,Hail,C,3,27-JUN-91 06:15:00,CST,27-JUN-91 06:15:00,0,0,0,0,0,0,0.75,0.0,0,0,0,46.67,-85.98,1991,6
3336,199106,27,645,199106,27,645,10053113,MICHIGAN,1991,Thunderstorm Wind,C,95,27-JUN-91 06:45:00,CST,27-JUN-91 06:45:00,0,0,0,0,0,0,0.0,0.0,0,0,0,46.67,-85.6,1991,6
3337,199106,27,650,199106,27,650,10053114,MICHIGAN,1991,Hail,C,33,27-JUN-91 06:50:00,CST,27-JUN-91 06:50:00,0,0,0,0,0,0,0.75,0.0,0,0,0,46.37,-85.03,1991,6
3338,199106,27,1915,199106,27,1915,10053115,MICHIGAN,1991,Hail,C,61,27-JUN-91 19:15:00,CST,27-JUN-91 19:15:00,0,0,0,0,0,0,1.0,0.0,0,0,0,46.5,-88.7,1991,6
3339,199106,27,2035,199106,27,2035,10053116,MICHIGAN,1991,Hail,C,71,27-JUN-91 20:35:00,CST,27-JUN-91 20:35:00,0,0,0,0,0,0,1.75,0.0,0,0,0,46.1,-88.65,1991,6
3340,199106,27,2057,199106,27,2057,10053117,MICHIGAN,1991,Thunderstorm Wind,C,71,27-JUN-91 20:57:00,CST,27-JUN-91 20:57:00,0,0,0,0,0,0,0.0,0.0,0,0,0,46.1,-88.65,1991,6
3341,199107,1,1730,199107,1,1730,10053118,MICHIGAN,1991,Thunderstorm Wind,C,139,01-JUL-91 17:30:00,CST,01-JUL-91 17:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.92,-86.08,1991,7
3342,199107,1,1830,199107,1,1830,10053119,MICHIGAN,1991,Thunderstorm Wind,C,21,01-JUL-91 18:30:00,CST,01-JUL-91 18:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.1,-86.43,1991,7
3343,199107,1,1845,199107,1,1845,10053120,MICHIGAN,1991,Thunderstorm Wind,C,27,01-JUL-91 18:45:00,CST,01-JUL-91 18:45:00,0,0,0,0,0,0,0.0,0.0,0,0,0,41.93,-85.98,1991,7
3392,199103,27,1808,199103,27,1808,10054203,MICHIGAN,1991,Thunderstorm Wind,C,15,27-MAR-91 18:08:00,CST,27-MAR-91 18:08:00,0,0,0,0,0,0,60.0,0.0,0,0,0,42.65,-85.28,1991,3
3393,199103,27,1810,199103,27,1810,10054204,MICHIGAN,1991,Hail,C,77,27-MAR-91 18:10:00,CST,27-MAR-91 18:10:00,0,0,0,0,0,0,1.0,0.0,0,0,0,42.28,-85.68,1991,3
3394,199103,27,1815,199103,27,1815,10054206,MICHIGAN,1991,Tornado,C,129,27-MAR-91 18:15:00,EST,27-MAR-91 18:15:00,0,0,0,0,250K,0,0.0,6.0,100,0,0,44.25,-84.27,1991,3
3395,199103,27,1815,199103,27,1815,10054207,MICHIGAN,1991,Tornado,C,129,27-MAR-91 18:15:00,EST,27-MAR-91 18:15:00,0,0,0,0,2.5M,0,0.0,2.0,100,0,0,44.33,-83.97,1991,3
3396,199103,27,1815,199103,27,1815,10054208,MICHIGAN,1991,Hail,C,159,27-MAR-91 18:15:00,CST,27-MAR-91 18:15:00,0,0,0,0,0,0,2.0,0.0,0,0,0,42.13,-85.83,1991,3
3397,199106,14,1615,199106,14,1615,10053081,MICHIGAN,1991,Thunderstorm Wind,C,121,14-JUN-91 16:15:00,CST,14-JUN-91 16:15:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.4,-86.35,1991,6
3398,199106,15,1301,199106,15,1301,10053082,MICHIGAN,1991,Hail,C,117,15-JUN-91 13:01:00,CST,15-JUN-91 13:01:00,0,0,0,0,0,0,1.75,0.0,0,0,0,43.25,-83.38,1991,6
3399,199106,15,1320,199106,15,1320,10053083,MICHIGAN,1991,Thunderstorm Wind,C,151,15-JUN-91 13:20:00,CST,15-JUN-91 13:20:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.22,-83.0,1991,6
3400,199106,15,1330,199106,15,1330,10053085,MICHIGAN,1991,Thunderstorm Wind,C,77,15-JUN-91 13:30:00,CST,15-JUN-91 13:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.38,-85.57,1991,6
3401,199106,15,1400,199106,15,1400,10053086,MICHIGAN,1991,Thunderstorm Wind,C,77,15-JUN-91 14:00:00,CST,15-JUN-91 14:00:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.25,-85.5,1991,6
3402,199106,15,1430,199106,15,1430,10053087,MICHIGAN,1991,Thunderstorm Wind,C,57,15-JUN-91 14:30:00,CST,15-JUN-91 14:30:00,0,0,0,0,0,0,52.0,0.0,0,0,0,43.42,-84.6,1991,6
3403,199106,15,1505,199106,15,1505,10053088,MICHIGAN,1991,Thunderstorm Wind,C,25,15-JUN-91 15:05:00,CST,15-JUN-91 15:05:00,0,0,0,0,0,0,52.0,0.0,0,0,0,42.08,-85.23,1991,6
3404,199106,15,1510,199106,15,1510,10053089,MICHIGAN,1991,Thunderstorm Wind,C,25,15-JUN-91 15:10:00,CST,15-JUN-91 15:10:00,0,0,0,0,0,0,61.0,0.0,0,0,0,42.1,-84.98,1991,6
3405,199106,15,1510,199106,15,1510,10053090,MICHIGAN,1991,Thunderstorm Wind,C,25,15-JUN-91 15:10:00,CST,15-JUN-91 15:10:00,0,0,0,0,0,0,61.0,0.0,0,0,0,42.25,-84.75,1991,6
3406,199106,15,1515,199106,15,1515,10053091,MICHIGAN,1991,Thunderstorm Wind,C,37,15-JUN-91 15:15:00,CST,15-JUN-91 15:15:00,0,0,0,0,0,0,52.0,0.0,0,0,0,43.0,-84.57,1991,6
3407,199106,15,1515,199106,15,1515,10053092,MICHIGAN,1991,Thunderstorm Wind,C,27,15-JUN-91 15:15:00,CST,15-JUN-91 15:15:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.03,-85.88,1991,6
3408,199106,15,1515,199106,15,1515,10053093,MICHIGAN,1991,Thunderstorm Wind,C,155,15-JUN-91 15:15:00,CST,15-JUN-91 15:15:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.95,-84.13,1991,6
3409,199106,15,1540,199106,15,1540,10053094,MICHIGAN,1991,Thunderstorm Wind,C,37,15-JUN-91 15:40:00,CST,15-JUN-91 15:40:00,0,0,0,0,0,0,52.0,0.0,0,0,0,43.08,-84.38,1991,6
3410,199106,15,1545,199106,15,1545,10053095,MICHIGAN,1991,Thunderstorm Wind,C,65,15-JUN-91 15:45:00,CST,15-JUN-91 15:45:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.45,-84.43,1991,6
3419,199103,27,1900,199103,27,1900,10055305,MICHIGAN,1991,Thunderstorm Wind,C,7,27-MAR-91 19:00:00,CST,27-MAR-91 19:00:00,0,0,0,0,0,0,0.0,0.0,0,0,0,45.07,-83.45,1991,3
3420,199103,27,1905,199103,27,1905,10055306,MICHIGAN,1991,Thunderstorm Wind,C,23,27-MAR-91 19:05:00,CST,27-MAR-91 19:05:00,18,0,0,0,0,0,0.0,0.0,0,0,0,41.95,-85.0,1991,3
3421,199103,27,1905,199103,27,1905,10055307,MICHIGAN,1991,Thunderstorm Wind,C,1,27-MAR-91 19:05:00,CST,27-MAR-91 19:05:00,0,0,0,0,0,0,62.0,0.0,0,0,0,44.7,-83.27,1991,3
3422,199103,27,1912,199103,27,1912,10055308,MICHIGAN,1991,Thunderstorm Wind,C,157,27-MAR-91 19:12:00,CST,27-MAR-91 19:12:00,0,0,0,0,0,0,52.0,0.0,0,0,0,43.48,-83.4,1991,3
3423,199103,27,1915,199103,27,1915,10055309,MICHIGAN,1991,Hail,C,75,27-MAR-91 19:15:00,CST,27-MAR-91 19:15:00,0,0,0,0,0,0,2.75,0.0,0,0,0,42.25,-84.43,1991,3
3482,199103,27,1720,199103,27,1720,10054182,MICHIGAN,1991,Thunderstorm Wind,C,139,27-MAR-91 17:20:00,CST,27-MAR-91 17:20:00,0,0,0,0,0,0,61.0,0.0,0,0,0,42.83,-86.02,1991,3
3483,199103,27,1730,199103,27,1730,10054183,MICHIGAN,1991,Tornado,C,133,27-MAR-91 17:30:00,EST,27-MAR-91 17:30:00,0,0,0,0,.25K,0,0.0,2.0,40,0,0,43.9,-85.5,1991,3
3484,199103,27,1730,199103,27,1730,10054184,MICHIGAN,1991,Thunderstorm Wind,C,5,27-MAR-91 17:30:00,CST,27-MAR-91 17:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.6,-85.63,1991,3
3485,199103,27,1730,199103,27,1730,10054185,MICHIGAN,1991,Thunderstorm Wind,C,81,27-MAR-91 17:30:00,CST,27-MAR-91 17:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.17,-85.72,1991,3
3486,199103,27,1730,199103,27,1730,10054186,MICHIGAN,1991,Thunderstorm Wind,C,35,27-MAR-91 17:30:00,CST,27-MAR-91 17:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,44.0,-84.83,1991,3
3487,199103,27,1731,199103,27,1731,10054187,MICHIGAN,1991,Thunderstorm Wind,C,81,27-MAR-91 17:31:00,CST,27-MAR-91 17:31:00,0,0,0,0,0,0,52.0,0.0,0,0,0,42.97,-85.68,1991,3
3488,199103,27,1735,199103,27,1735,10054188,MICHIGAN,1991,Thunderstorm Wind,C,21,27-MAR-91 17:35:00,CST,27-MAR-91 17:35:00,0,0,0,0,0,0,70.0,0.0,0,0,0,42.1,-86.48,1991,3
3489,199103,27,1735,199103,27,1735,10054189,MICHIGAN,1991,Thunderstorm Wind,C,15,27-MAR-91 17:35:00,CST,27-MAR-91 17:35:00,0,0,0,0,0,0,60.0,0.0,0,0,0,42.6,-85.3,1991,3
3490,199103,27,1737,199103,27,1737,10054190,MICHIGAN,1991,Thunderstorm Wind,C,5,27-MAR-91 17:37:00,CST,27-MAR-91 17:37:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.62,-85.85,1991,3
3491,199103,27,1737,199103,27,1737,10054191,MICHIGAN,1991,Thunderstorm Wind,C,25,27-MAR-91 17:37:00,CST,27-MAR-91 17:37:00,0,0,0,0,0,0,55.0,0.0,0,0,0,42.32,-85.18,1991,3
3492,199103,27,1740,199103,27,1740,10054192,MICHIGAN,1991,Hail,C,21,27-MAR-91 17:40:00,CST,27-MAR-91 17:40:00,0,0,0,0,0,0,1.75,0.0,0,0,0,41.95,-86.33,1991,3
3493,199103,27,1740,199103,27,1740,10054193,MICHIGAN,1991,Thunderstorm Wind,C,143,27-MAR-91 17:40:00,CST,27-MAR-91 17:40:00,0,0,0,0,0,0,0.0,0.0,0,0,0,44.37,-84.57,1991,3
3494,199103,27,1745,199103,27,1745,10054194,MICHIGAN,1991,Hail,C,27,27-MAR-91 17:45:00,CST,27-MAR-91 17:45:00,0,0,0,0,0,0,1.0,0.0,0,0,0,41.98,-86.1,1991,3
3495,199103,27,1923,199103,27,1923,10055310,MICHIGAN,1991,Thunderstorm Wind,C,155,27-MAR-91 19:23:00,CST,27-MAR-91 19:23:00,0,0,0,0,0,0,70.0,0.0,0,0,0,42.92,-83.98,1991,3
3496,199103,27,1928,199103,27,1928,10055311,MICHIGAN,1991,Tornado,C,65,27-MAR-91 19:28:00,EST,27-MAR-91 19:28:00,0,0,0,0,0K,0,0.0,3.0,30,0,0,42.58,-84.17,1991,3
3497,199103,27,1928,199103,27,1928,10055312,MICHIGAN,1991,Thunderstorm Wind,C,49,27-MAR-91 19:28:00,CST,27-MAR-91 19:28:00,0,0,0,0,0,0,52.0,0.0,0,0,0,42.95,-83.82,1991,3
3531,199103,27,1930,199103,27,1930,10055313,MICHIGAN,1991,Thunderstorm Wind,C,63,27-MAR-91 19:30:00,CST,27-MAR-91 19:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.85,-83.0,1991,3
3532,199103,27,1930,199103,27,1930,10055314,MICHIGAN,1991,Thunderstorm Wind,C,25,27-MAR-91 19:30:00,CST,27-MAR-91 19:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.25,-84.75,1991,3
3533,199103,27,1937,199103,27,1937,10055315,MICHIGAN,1991,Tornado,C,59,27-MAR-91 19:37:00,EST,27-MAR-91 19:37:00,0,0,0,0,25M,0,0.0,5.0,400,0,0,41.72,-84.6,1991,3
3534,199103,27,1945,199103,27,1945,10055316,MICHIGAN,1991,Thunderstorm Wind,C,161,27-MAR-91 19:45:00,CST,27-MAR-91 19:45:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.25,-83.83,1991,3
3535,199103,27,1949,199103,27,1949,10055317,MICHIGAN,1991,Thunderstorm Wind,C,49,27-MAR-91 19:49:00,CST,27-MAR-91 19:49:00,0,0,0,0,0,0,53.0,0.0,0,0,0,42.92,-83.62,1991,3
3536,199103,27,1949,199103,27,1949,10055318,MICHIGAN,1991,Thunderstorm Wind,C,145,27-MAR-91 19:49:00,CST,27-MAR-91 19:49:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.42,-83.97,1991,3
3537,199103,27,2000,199103,27,2000,10055319,MICHIGAN,1991,Thunderstorm Wind,C,17,27-MAR-91 20:00:00,CST,27-MAR-91 20:00:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.6,-83.88,1991,3
3538,199103,27,2000,199103,27,2000,10055320,MICHIGAN,1991,Thunderstorm Wind,C,151,27-MAR-91 20:00:00,CST,27-MAR-91 20:00:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.33,-83.08,1991,3
3539,199103,27,2000,199103,27,2000,10055321,MICHIGAN,1991,Thunderstorm Wind,C,93,27-MAR-91 20:00:00,CST,27-MAR-91 20:00:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.6,-83.93,1991,3
3540,199103,27,2000,199103,27,2000,10055322,MICHIGAN,1991,Thunderstorm Wind,C,91,27-MAR-91 20:00:00,CST,27-MAR-91 20:00:00,0,0,0,0,0,0,52.0,0.0,0,0,0,41.9,-84.07,1991,3
3541,199103,27,2000,199103,27,2000,10055323,MICHIGAN,1991,Thunderstorm Wind,C,125,27-MAR-91 20:00:00,CST,27-MAR-91 20:00:00,0,0,0,0,0,0,65.0,0.0,0,0,0,42.67,-83.42,1991,3
3542,199103,27,2007,199103,27,2007,10055324,MICHIGAN,1991,Thunderstorm Wind,C,161,27-MAR-91 20:07:00,CST,27-MAR-91 20:07:00,0,0,0,0,0,0,59.0,0.0,0,0,0,42.28,-83.73,1991,3
3543,199103,27,2012,199103,27,2012,10055325,MICHIGAN,1991,Thunderstorm Wind,C,161,27-MAR-91 20:12:00,CST,27-MAR-91 20:12:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.15,-84.03,1991,3
3544,199103,27,2015,199103,27,2015,10055326,MICHIGAN,1991,Thunderstorm Wind,C,163,27-MAR-91 20:15:00,CST,27-MAR-91 20:15:00,0,0,0,0,0,0,59.0,0.0,0,0,0,42.23,-83.53,1991,3
3545,199103,27,2020,199103,27,2020,10055327,MICHIGAN,1991,Thunderstorm Wind,C,87,27-MAR-91 20:20:00,CST,27-MAR-91 20:20:00,1,0,0,0,0,0,0.0,0.0,0,0,0,43.03,-83.08,1991,3
3546,199103,27,2030,199103,27,2030,10055328,MICHIGAN,1991,Thunderstorm Wind,C,125,27-MAR-91 20:30:00,CST,27-MAR-91 20:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.48,-83.47,1991,3
3547,199103,27,2039,199103,27,2039,10055329,MICHIGAN,1991,Tornado,C,115,27-MAR-91 20:39:00,EST,27-MAR-91 20:39:00,0,0,0,0,0K,0,0.0,0.5,10,0,0,41.77,-83.68,1991,3
3548,199103,27,2042,199103,27,2042,10055330,MICHIGAN,1991,Thunderstorm Wind,C,99,27-MAR-91 20:42:00,CST,27-MAR-91 20:42:00,0,0,0,0,0,0,51.0,0.0,0,0,0,42.6,-82.83,1991,3
3580,199105,28,1820,199105,28,1820,10051983,MICHIGAN,1991,Thunderstorm Wind,C,157,28-MAY-91 18:20:00,CST,28-MAY-91 18:20:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.48,-83.4,1991,5
3581,199105,28,1855,199105,28,1855,10051984,MICHIGAN,1991,Hail,C,63,28-MAY-91 18:55:00,CST,28-MAY-91 18:55:00,0,0,0,0,0,0,0.75,0.0,0,0,0,43.93,-82.72,1991,5
3582,199105,28,1910,199105,28,1910,10051985,MICHIGAN,1991,Thunderstorm Wind,C,151,28-MAY-91 19:10:00,CST,28-MAY-91 19:10:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.35,-82.63,1991,5
3583,199105,28,2015,199105,28,2015,10051986,MICHIGAN,1991,Hail,C,147,28-MAY-91 20:15:00,CST,28-MAY-91 20:15:00,0,0,0,0,0,0,0.88,0.0,0,0,0,43.13,-82.78,1991,5
3584,199105,28,2025,199105,28,2025,10051987,MICHIGAN,1991,Thunderstorm Wind,C,147,28-MAY-91 20:25:00,CST,28-MAY-91 20:25:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.98,-82.42,1991,5
3585,199105,28,2040,199105,28,2040,10051988,MICHIGAN,1991,Thunderstorm Wind,C,147,28-MAY-91 20:40:00,CST,28-MAY-91 20:40:00,0,0,0,0,0,0,56.0,0.0,0,0,0,42.72,-82.48,1991,5
3586,199105,29,615,199105,29,615,10051992,MICHIGAN,1991,Thunderstorm Wind,C,7,29-MAY-91 06:15:00,CST,29-MAY-91 06:15:00,0,0,0,0,0,0,0.0,0.0,0,0,0,45.07,-83.45,1991,5
3702,199103,27,2055,199103,27,2055,10055337,MICHIGAN,1991,Hail,C,115,27-MAR-91 20:55:00,CST,27-MAR-91 20:55:00,0,0,0,0,0,0,4.0,0.0,0,0,0,41.93,-83.27,1991,3
3703,199103,27,2100,199103,27,2100,10055338,MICHIGAN,1991,Thunderstorm Wind,C,147,27-MAR-91 21:00:00,CST,27-MAR-91 21:00:00,0,0,1,0,0,0,0.0,0.0,0,0,0,43.03,-82.6,1991,3
3704,199103,27,2104,199103,27,2104,10055339,MICHIGAN,1991,Thunderstorm Wind,C,99,27-MAR-91 21:04:00,CST,27-MAR-91 21:04:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.7,-82.83,1991,3
3705,199103,27,2130,199103,27,2130,10055340,MICHIGAN,1991,Thunderstorm Wind,C,11,27-MAR-91 21:30:00,CST,27-MAR-91 21:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,44.15,-83.85,1991,3
3706,199104,9,1415,199104,9,1415,10055342,MICHIGAN,1991,Hail,C,25,09-APR-91 14:15:00,CST,09-APR-91 14:15:00,0,0,0,0,0,0,2.75,0.0,0,0,0,42.27,-84.95,1991,4
3707,199104,9,1420,199104,9,1420,10055344,MICHIGAN,1991,Hail,C,25,09-APR-91 14:20:00,CST,09-APR-91 14:20:00,0,0,0,0,0,0,2.75,0.0,0,0,0,42.37,-84.78,1991,4
3708,199104,9,1425,199104,9,1425,10055345,MICHIGAN,1991,Hail,C,161,09-APR-91 14:25:00,CST,09-APR-91 14:25:00,0,0,0,0,0,0,1.0,0.0,0,0,0,42.25,-83.83,1991,4
3709,199104,9,1428,199104,9,1428,10055346,MICHIGAN,1991,Hail,C,75,09-APR-91 14:28:00,CST,09-APR-91 14:28:00,0,0,0,0,0,0,2.75,0.0,0,0,0,42.38,-84.68,1991,4
3710,199104,9,1444,199104,9,1444,10055347,MICHIGAN,1991,Hail,C,161,09-APR-91 14:44:00,CST,09-APR-91 14:44:00,0,0,0,0,0,0,0.75,0.0,0,0,0,42.1,-83.67,1991,4
3717,199107,6,2045,199107,6,2045,10052441,MICHIGAN,1991,Thunderstorm Wind,C,117,06-JUL-91 20:45:00,CST,06-JUL-91 20:45:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.18,-84.87,1991,7
3724,199109,9,2125,199109,9,2125,10053628,MICHIGAN,1991,Thunderstorm Wind,C,5,09-SEP-91 21:25:00,CST,09-SEP-91 21:25:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.65,-86.2,1991,9
3725,199109,9,2135,199109,9,2135,10053629,MICHIGAN,1991,Thunderstorm Wind,C,7,09-SEP-91 21:35:00,CST,09-SEP-91 21:35:00,0,0,0,0,0,0,0.0,0.0,0,0,0,45.07,-83.45,1991,9
3726,199109,9,2140,199109,9,2140,10053630,MICHIGAN,1991,Thunderstorm Wind,C,7,09-SEP-91 21:40:00,CST,09-SEP-91 21:40:00,0,0,0,0,0,0,0.0,0.0,0,0,0,44.9,-83.45,1991,9
3727,199109,9,2210,199109,9,2210,10053631,MICHIGAN,1991,Thunderstorm Wind,C,81,09-SEP-91 22:10:00,CST,09-SEP-91 22:10:00,0,0,0,0,0,0,52.0,0.0,0,0,0,42.97,-85.68,1991,9
3728,199110,4,2010,199110,4,2010,10053632,MICHIGAN,1991,Thunderstorm Wind,C,21,04-OCT-91 20:10:00,CST,04-OCT-91 20:10:00,0,0,0,0,0,0,0.0,0.0,0,0,0,41.83,-86.48,1991,0
3729,199110,4,2045,199110,4,2045,10053633,MICHIGAN,1991,Thunderstorm Wind,C,27,04-OCT-91 20:45:00,CST,04-OCT-91 20:45:00,0,0,0,0,0,0,0.0,0.0,0,0,0,41.93,-85.98,1991,0
3757,199105,29,530,199105,29,530,10051990,MICHIGAN,1991,Thunderstorm Wind,C,29,29-MAY-91 05:30:00,CST,29-MAY-91 05:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,45.32,-85.25,1991,5
3758,199105,29,600,199105,29,600,10051991,MICHIGAN,1991,Thunderstorm Wind,C,119,29-MAY-91 06:00:00,CST,29-MAY-91 06:00:00,0,0,0,0,0,0,0.0,0.0,0,0,0,45.07,-83.92,1991,5
3759,199103,27,1650,199103,27,1650,10054174,MICHIGAN,1991,Thunderstorm Wind,C,19,27-MAR-91 16:50:00,CST,27-MAR-91 16:50:00,0,0,0,0,0,0,56.0,0.0,0,0,0,44.63,-86.23,1991,3
3760,199103,27,1657,199103,27,1657,10054175,MICHIGAN,1991,Thunderstorm Wind,C,19,27-MAR-91 16:57:00,CST,27-MAR-91 16:57:00,0,0,0,0,0,0,0.0,0.0,0,0,0,44.67,-86.02,1991,3
3761,199103,27,1702,199103,27,1702,10054176,MICHIGAN,1991,Tornado,C,123,27-MAR-91 17:02:00,EST,27-MAR-91 17:02:00,0,0,0,0,0K,0,0.0,0.5,10,0,0,43.6,-85.82,1991,3
3762,199103,27,1705,199103,27,1705,10054178,MICHIGAN,1991,Thunderstorm Wind,C,81,27-MAR-91 17:05:00,CST,27-MAR-91 17:05:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.97,-85.68,1991,3
