,BEGIN_YEARMONTH,Day,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EVENT_ID,STATE,YEAR,EVENT_TYPE,CZ_TYPE,CZ_FIPS,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,MAGNITUDE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,END_RANGE,BEGIN_LAT,BEGIN_LON,Year,Month
547,199107,22,1127,199107,22,1127,10053592,MICHIGAN,1991,Thunderstorm Wind,C,99,22-JUL-91 11:27:00,CST,22-JUL-91 11:27:00,0,0,0,0,0,0,53.0,0.0,0,0,0,42.58,-82.87,1991,7
695,199103,27,1820,199103,27,1820,10055280,MICHIGAN,1991,Thunderstorm Wind,C,135,27-MAR-91 18:20:00,CST,27-MAR-91 18:20:00,0,0,0,0,0,0,0.0,0.0,0,0,0,44.72,-84.07,1991,3
696,199103,27,1820,199103,27,1820,10055281,MICHIGAN,1991,Thunderstorm Wind,C,67,27-MAR-91 18:20:00,CST,27-MAR-91 18:20:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.1,-85.18,1991,3
697,199103,27,1820,199103,27,1820,10055282,MICHIGAN,1991,Thunderstorm Wind,C,117,27-MAR-91 18:20:00,CST,27-MAR-91 18:20:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.4,-84.92,1991,3
698,199103,27,1825,199103,27,1825,10055283,MICHIGAN,1991,Hail,C,77,27-MAR-91 18:25:00,CST,27-MAR-91 18:25:00,0,0,0,0,0,0,4.5,0.0,0,0,0,42.2,-85.57,1991,3
711,199106,14,1555,199106,14,1555,10053079,MICHIGAN,1991,Tornado,C,75,14-JUN-91 15:55:00,EST,14-JUN-91 15:55:00,1,0,0,0,25K,0,0.0,1.0,30,0,0,42.42,-84.37,1991,6
712,199106,14,1610,199106,14,1610,10053080,MICHIGAN,1991,Thunderstorm Wind,C,127,14-JUN-91 16:10:00,CST,14-JUN-91 16:10:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.65,-86.28,1991,6
807,199107,22,2055,199107,22,2055,10053593,MICHIGAN,1991,Thunderstorm Wind,C,25,22-JUL-91 20:55:00,CST,22-JUL-91 20:55:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.27,-85.05,1991,7
808,199107,22,2218,199107,22,2218,10053594,MICHIGAN,1991,Thunderstorm Wind,C,161,22-JUL-91 22:18:00,CST,22-JUL-91 22:18:00,0,0,0,0,0,0,52.0,0.0,0,0,0,42.23,-83.62,1991,7
809,199107,28,1910,199107,28,1910,10053595,MICHIGAN,1991,Hail,C,151,28-JUL-91 19:10:00,CST,28-JUL-91 19:10:00,0,0,0,0,0,0,0.75,0.0,0,0,0,43.42,-82.83,1991,7
838,199107,7,1900,199107,7,1900,10052503,MICHIGAN,1991,Tornado,C,125,07-JUL-91 19:00:00,EST,07-JUL-91 19:00:00,0,0,0,0,250K,0,0.0,2.5,50,0,0,42.63,-83.6,1991,7
839,199108,17,1745,199108,17,1745,10053611,MICHIGAN,1991,Thunderstorm Wind,C,49,17-AUG-91 17:45:00,CST,17-AUG-91 17:45:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.18,-83.87,1991,8
840,199108,17,1835,199108,17,1835,10053612,MICHIGAN,1991,Thunderstorm Wind,C,49,17-AUG-91 18:35:00,CST,17-AUG-91 18:35:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.03,-83.92,1991,8
841,199109,3,1720,199109,3,1720,10053613,MICHIGAN,1991,Thunderstorm Wind,C,161,03-SEP-91 17:20:00,CST,03-SEP-91 17:20:00,0,0,0,0,0,0,50.0,0.0,0,0,0,42.28,-83.73,1991,9
842,199109,3,1830,199109,3,1830,10053614,MICHIGAN,1991,Thunderstorm Wind,C,163,03-SEP-91 18:30:00,CST,03-SEP-91 18:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.33,-83.07,1991,9
843,199109,9,1830,199109,9,1830,10053615,MICHIGAN,1991,Thunderstorm Wind,C,127,09-SEP-91 18:30:00,CST,09-SEP-91 18:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.77,-86.22,1991,9
844,199109,9,1840,199109,9,1840,10053616,MICHIGAN,1991,Hail,C,127,09-SEP-91 18:40:00,CST,09-SEP-91 18:40:00,0,0,0,0,0,0,0.75,0.0,0,0,0,43.65,-86.5,1991,9
845,199109,9,1840,199109,9,1840,10053617,MICHIGAN,1991,Thunderstorm Wind,C,121,09-SEP-91 18:40:00,CST,09-SEP-91 18:40:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.4,-86.35,1991,9
846,199109,9,1930,199109,9,1930,10053618,MICHIGAN,1991,Thunderstorm Wind,C,47,09-SEP-91 19:30:00,CST,09-SEP-91 19:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,45.37,-84.93,1991,9
847,199109,9,1930,199109,9,1930,10053619,MICHIGAN,1991,Thunderstorm Wind,C,29,09-SEP-91 19:30:00,CST,09-SEP-91 19:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,45.18,-84.97,1991,9
848,199109,9,2001,199109,9,2001,10053621,MICHIGAN,1991,Thunderstorm Wind,C,81,09-SEP-91 20:01:00,CST,09-SEP-91 20:01:00,0,0,0,0,0,0,56.0,0.0,0,0,0,42.97,-85.68,1991,9
849,199109,9,2001,199109,9,2001,10053622,MICHIGAN,1991,Thunderstorm Wind,C,139,09-SEP-91 20:01:00,CST,09-SEP-91 20:01:00,0,0,0,0,0,0,56.0,0.0,0,0,0,42.97,-85.68,1991,9
850,199109,9,2014,199109,9,2014,10053623,MICHIGAN,1991,Thunderstorm Wind,C,81,09-SEP-91 20:14:00,CST,09-SEP-91 20:14:00,0,0,0,0,0,0,56.0,0.0,0,0,0,43.12,-85.58,1991,9
851,199109,9,2020,199109,9,2020,10053624,MICHIGAN,1991,Thunderstorm Wind,C,31,09-SEP-91 20:20:00,CST,09-SEP-91 20:20:00,0,0,0,0,0,0,0.0,0.0,0,0,0,45.47,-84.62,1991,9
852,199109,9,2023,199109,9,2023,10053625,MICHIGAN,1991,Thunderstorm Wind,C,31,09-SEP-91 20:23:00,CST,09-SEP-91 20:23:00,0,0,0,0,0,0,0.0,0.0,0,0,0,45.42,-84.32,1991,9
853,199109,9,2025,199109,9,2025,10053626,MICHIGAN,1991,Thunderstorm Wind,C,141,09-SEP-91 20:25:00,CST,09-SEP-91 20:25:00,0,0,0,0,0,0,0.0,0.0,0,0,0,45.4,-84.23,1991,9
854,199109,9,2034,199109,9,2034,10053627,MICHIGAN,1991,Thunderstorm Wind,C,47,09-SEP-91 20:34:00,CST,09-SEP-91 20:34:00,0,0,0,0,0,0,60.0,0.0,0,0,0,45.57,-84.8,1991,9
1863,199105,13,1605,199105,13,1605,10051957,MICHIGAN,1991,Hail,C,163,13-MAY-91 16:05:00,CST,13-MAY-91 16:05:00,0,0,0,0,0,0,0.75,0.0,0,0,0,42.22,-83.35,1991,5
1864,199105,24,1030,199105,24,1030,10051958,MICHIGAN,1991,Thunderstorm Wind,C,125,24-MAY-91 10:30:00,CST,24-MAY-91 10:30:00,2,0,0,0,0,0,0.0,0.0,0,0,0,42.68,-83.13,1991,5
1865,199105,24,1100,199105,24,1100,10051959,MICHIGAN,1991,Thunderstorm Wind,C,49,24-MAY-91 11:00:00,CST,24-MAY-91 11:00:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.02,-83.68,1991,5
1866,199105,28,1315,199105,28,1315,10051960,MICHIGAN,1991,Thunderstorm Wind,C,109,28-MAY-91 13:15:00,CST,28-MAY-91 13:15:00,0,0,0,0,0,0,0.0,0.0,0,0,0,45.55,-87.53,1991,5
1867,199105,28,1330,199105,28,1330,10051961,MICHIGAN,1991,Tornado,C,109,28-MAY-91 13:30:00,EST,28-MAY-91 13:30:00,0,0,0,0,250K,0,0.0,12.0,80,0,0,45.7,-87.78,1991,5
1868,199105,28,1330,199105,28,1330,10051962,MICHIGAN,1991,Tornado,C,109,28-MAY-91 13:30:00,EST,28-MAY-91 13:30:00,0,0,0,0,250K,0,0.0,10.0,150,0,0,45.48,-87.73,1991,5
1869,199105,28,1515,199105,28,1515,10051963,MICHIGAN,1991,Thunderstorm Wind,C,137,28-MAY-91 15:15:00,CST,28-MAY-91 15:15:00,0,0,0,0,0,0,0.0,0.0,0,0,0,45.15,-84.67,1991,5
2491,199104,9,1542,199104,9,1542,10051947,MICHIGAN,1991,Hail,C,163,09-APR-91 15:42:00,CST,09-APR-91 15:42:00,0,0,0,0,0,0,1.0,0.0,0,0,0,42.32,-83.1,1991,4
2492,199104,9,1542,199104,9,1542,10051948,MICHIGAN,1991,Thunderstorm Wind,C,163,09-APR-91 15:42:00,CST,09-APR-91 15:42:00,0,0,0,0,0,0,52.0,0.0,0,0,0,42.18,-83.18,1991,4
2493,199104,22,1430,199104,22,1430,10051949,MICHIGAN,1991,Thunderstorm Wind,C,77,22-APR-91 14:30:00,CST,22-APR-91 14:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.28,-85.57,1991,4
2494,199104,23,1625,199104,23,1625,10051950,MICHIGAN,1991,Tornado,C,23,23-APR-91 16:25:00,EST,23-APR-91 16:25:00,0,0,0,0,2.5K,0,0.0,0.5,10,0,0,41.88,-85.0,1991,4
2495,199104,27,1850,199104,27,1850,10051951,MICHIGAN,1991,Thunderstorm Wind,C,67,27-APR-91 18:50:00,CST,27-APR-91 18:50:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.93,-85.08,1991,4
2496,199105,12,1530,199105,12,1530,10051952,MICHIGAN,1991,Thunderstorm Wind,C,99,12-MAY-91 15:30:00,CST,12-MAY-91 15:30:00,0,0,0,0,0,0,61.0,0.0,0,0,0,42.6,-82.83,1991,5
2497,199105,13,1230,199105,13,1230,10051953,MICHIGAN,1991,Thunderstorm Wind,C,17,13-MAY-91 12:30:00,CST,13-MAY-91 12:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.58,-83.92,1991,5
2498,199105,13,1430,199105,13,1430,10051955,MICHIGAN,1991,Thunderstorm Wind,C,161,13-MAY-91 14:30:00,CST,13-MAY-91 14:30:00,0,0,0,0,0,0,52.0,0.0,0,0,0,42.08,-83.67,1991,5
2499,199103,27,1820,199103,27,1820,10055069,MICHIGAN,1991,Tornado,C,69,27-MAR-91 18:20:00,EST,27-MAR-91 18:20:00,0,0,0,0,2.5M,0,0.0,10.0,100,0,0,44.38,-83.9,1991,3
2500,199103,27,1820,199103,27,1820,10055070,MICHIGAN,1991,Tornado,C,129,27-MAR-91 18:20:00,EST,27-MAR-91 18:20:00,0,0,0,0,2.5M,0,0.0,7.0,100,0,0,44.48,-84.05,1991,3
2731,199107,1,1925,199107,1,1925,10053121,MICHIGAN,1991,Thunderstorm Wind,C,149,01-JUL-91 19:25:00,CST,01-JUL-91 19:25:00,0,0,0,0,0,0,0.0,0.0,0,0,0,41.92,-85.53,1991,7
2732,199107,3,1120,199107,3,1120,10053122,MICHIGAN,1991,Thunderstorm Wind,C,165,03-JUL-91 11:20:00,CST,03-JUL-91 11:20:00,0,0,0,0,0,0,0.0,0.0,0,0,0,44.32,-85.48,1991,7
2733,199107,3,1230,199107,3,1230,10053123,MICHIGAN,1991,Hail,C,155,03-JUL-91 12:30:00,CST,03-JUL-91 12:30:00,0,0,0,0,0,0,1.75,0.0,0,0,0,43.05,-83.98,1991,7
2734,199107,3,1240,199107,3,1240,10053124,MICHIGAN,1991,Thunderstorm Wind,C,129,03-JUL-91 12:40:00,CST,03-JUL-91 12:40:00,0,0,0,0,0,0,0.0,0.0,0,0,0,44.28,-84.22,1991,7
2870,199107,3,1330,199107,3,1330,10053127,MICHIGAN,1991,Hail,C,91,03-JUL-91 13:30:00,CST,03-JUL-91 13:30:00,0,0,0,0,0,0,0.88,0.0,0,0,0,41.72,-84.27,1991,7
2871,199107,3,1540,199107,3,1540,10053136,MICHIGAN,1991,Thunderstorm Wind,C,157,03-JUL-91 15:40:00,CST,03-JUL-91 15:40:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.48,-83.4,1991,7
2872,199107,3,1630,199107,3,1630,10053137,MICHIGAN,1991,Hail,C,105,03-JUL-91 16:30:00,CST,03-JUL-91 16:30:00,0,0,0,0,0,0,1.0,0.0,0,0,0,43.92,-86.43,1991,7
2873,199107,3,1630,199107,3,1630,10053138,MICHIGAN,1991,Thunderstorm Wind,C,121,03-JUL-91 16:30:00,CST,03-JUL-91 16:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.23,-86.23,1991,7
2874,199107,3,1346,199107,3,1346,10053128,MICHIGAN,1991,Thunderstorm Wind,C,49,03-JUL-91 13:46:00,CST,03-JUL-91 13:46:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.12,-83.88,1991,7
2875,199107,3,1350,199107,3,1350,10053129,MICHIGAN,1991,Thunderstorm Wind,C,155,03-JUL-91 13:50:00,CST,03-JUL-91 13:50:00,0,0,0,0,0,0,61.0,0.0,0,0,0,43.12,-83.97,1991,7
2876,199107,3,1400,199107,3,1400,10053130,MICHIGAN,1991,Thunderstorm Wind,C,129,03-JUL-91 14:00:00,CST,03-JUL-91 14:00:00,0,0,0,0,0,0,0.0,0.0,0,0,0,44.28,-84.22,1991,7
2877,199107,3,1400,199107,3,1400,10053131,MICHIGAN,1991,Thunderstorm Wind,C,91,03-JUL-91 14:00:00,CST,03-JUL-91 14:00:00,1,0,0,0,0,0,61.0,0.0,0,0,0,41.9,-84.03,1991,7
2878,199107,3,1404,199107,3,1404,10053132,MICHIGAN,1991,Hail,C,49,03-JUL-91 14:04:00,CST,03-JUL-91 14:04:00,0,0,0,0,0,0,1.75,0.0,0,0,0,43.07,-83.83,1991,7
2879,199107,3,1420,199107,3,1420,10053133,MICHIGAN,1991,Hail,C,91,03-JUL-91 14:20:00,CST,03-JUL-91 14:20:00,0,0,0,0,0,0,1.75,0.0,0,0,0,42.0,-83.93,1991,7
2880,199107,3,1430,199107,3,1430,10053134,MICHIGAN,1991,Hail,C,161,03-JUL-91 14:30:00,CST,03-JUL-91 14:30:00,0,0,0,0,0,0,0.88,0.0,0,0,0,42.12,-83.77,1991,7
2881,199107,3,1530,199107,3,1530,10053135,MICHIGAN,1991,Thunderstorm Wind,C,117,03-JUL-91 15:30:00,CST,03-JUL-91 15:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.25,-83.38,1991,7
2882,199107,3,1630,199107,3,1630,10053139,MICHIGAN,1991,Thunderstorm Wind,C,127,03-JUL-91 16:30:00,CST,03-JUL-91 16:30:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.65,-86.28,1991,7
2883,199107,3,1700,199107,3,1700,10053140,MICHIGAN,1991,Hail,C,49,03-JUL-91 17:00:00,CST,03-JUL-91 17:00:00,0,0,0,0,0,0,1.75,0.0,0,0,0,43.15,-83.83,1991,7
2884,199107,3,1707,199107,3,1707,10053141,MICHIGAN,1991,Thunderstorm Wind,C,157,03-JUL-91 17:07:00,CST,03-JUL-91 17:07:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.37,-83.58,1991,7
2885,199107,6,1440,199107,6,1440,10053142,MICHIGAN,1991,Hail,C,7,06-JUL-91 14:40:00,CST,06-JUL-91 14:40:00,0,0,0,0,0,0,1.0,0.0,0,0,0,45.03,-83.57,1991,7
2886,199107,6,1500,199107,6,1500,10053143,MICHIGAN,1991,Hail,C,141,06-JUL-91 15:00:00,CST,06-JUL-91 15:00:00,0,0,0,0,0,0,1.75,0.0,0,0,0,45.2,-83.63,1991,7
2887,199107,6,1530,199107,6,1530,10053144,MICHIGAN,1991,Hail,C,7,06-JUL-91 15:30:00,CST,06-JUL-91 15:30:00,0,0,0,0,0,0,1.5,0.0,0,0,0,45.03,-83.57,1991,7
2888,199107,6,1600,199107,6,1600,10053145,MICHIGAN,1991,Hail,C,141,06-JUL-91 16:00:00,CST,06-JUL-91 16:00:00,0,0,0,0,0,0,1.0,0.0,0,0,0,45.2,-83.63,1991,7
2939,199105,29,2145,199105,29,2145,10052000,MICHIGAN,1991,Thunderstorm Wind,C,11,29-MAY-91 21:45:00,CST,29-MAY-91 21:45:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.98,-83.97,1991,5
2940,199105,29,2205,199105,29,2205,10052001,MICHIGAN,1991,Thunderstorm Wind,C,51,29-MAY-91 22:05:00,CST,29-MAY-91 22:05:00,0,0,0,0,0,0,0.0,0.0,0,0,0,44.1,-84.32,1991,5
2941,199105,29,2255,199105,29,2255,10052002,MICHIGAN,1991,Thunderstorm Wind,C,129,29-MAY-91 22:55:00,CST,29-MAY-91 22:55:00,0,0,0,0,0,0,0.0,0.0,0,0,0,44.28,-84.22,1991,5
2942,199105,30,1844,199105,30,1844,10052003,MICHIGAN,1991,Tornado,C,139,30-MAY-91 18:44:00,EST,30-MAY-91 18:44:00,0,0,0,0,2.5K,0,0.0,0.4,30,0,0,43.07,-86.18,1991,5
2943,199105,30,1900,199105,30,1900,10052004,MICHIGAN,1991,Thunderstorm Wind,C,139,30-MAY-91 19:00:00,CST,30-MAY-91 19:00:00,0,0,0,0,0,0,0.0,0.0,0,0,0,42.95,-86.0,1991,5
2944,199105,31,1550,199105,31,1550,10052006,MICHIGAN,1991,Hail,C,21,31-MAY-91 15:50:00,CST,31-MAY-91 15:50:00,0,0,0,0,0,0,1.75,0.0,0,0,0,42.1,-86.48,1991,5
2945,199105,31,1550,199105,31,1550,10052007,MICHIGAN,1991,Thunderstorm Wind,C,21,31-MAY-91 15:50:00,CST,31-MAY-91 15:50:00,0,0,0,0,0,0,0.0,0.0,0,0,0,41.83,-86.25,1991,5
2946,199105,31,1635,199105,31,1635,10052008,MICHIGAN,1991,Thunderstorm Wind,C,27,31-MAY-91 16:35:00,CST,31-MAY-91 16:35:00,0,0,0,0,0,0,0.0,0.0,0,0,0,41.8,-86.08,1991,5
2947,199105,31,1655,199105,31,1655,10052009,MICHIGAN,1991,Thunderstorm Wind,C,145,31-MAY-91 16:55:00,CST,31-MAY-91 16:55:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.42,-83.97,1991,5
2948,199105,31,1715,199105,31,1715,10052010,MICHIGAN,1991,Thunderstorm Wind,C,145,31-MAY-91 17:15:00,CST,31-MAY-91 17:15:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.42,-84.05,1991,5
2949,199105,31,1815,199105,31,1815,10052011,MICHIGAN,1991,Hail,C,147,31-MAY-91 18:15:00,CST,31-MAY-91 18:15:00,0,0,0,0,0,0,0.75,0.0,0,0,0,43.02,-82.92,1991,5
2950,199105,31,1820,199105,31,1820,10052012,MICHIGAN,1991,Thunderstorm Wind,C,161,31-MAY-91 18:20:00,CST,31-MAY-91 18:20:00,0,0,1,0,0,0,52.0,0.0,0,0,0,42.4,-83.57,1991,5
2951,199105,31,1825,199105,31,1825,10052013,MICHIGAN,1991,Thunderstorm Wind,C,99,31-MAY-91 18:25:00,CST,31-MAY-91 18:25:00,0,0,0,0,0,0,52.0,0.0,0,0,0,42.9,-82.75,1991,5
3211,199105,29,645,199105,29,645,10051993,MICHIGAN,1991,Thunderstorm Wind,C,137,29-MAY-91 06:45:00,CST,29-MAY-91 06:45:00,0,0,0,0,0,0,53.0,0.0,0,0,0,45.03,-84.68,1991,5
3212,199105,29,648,199105,29,648,10051994,MICHIGAN,1991,Thunderstorm Wind,C,69,29-MAY-91 06:48:00,CST,29-MAY-91 06:48:00,0,0,0,0,0,0,52.0,0.0,0,0,0,44.43,-83.37,1991,5
3213,199105,29,1730,199105,29,1730,10051995,MICHIGAN,1991,Hail,C,145,29-MAY-91 17:30:00,CST,29-MAY-91 17:30:00,0,0,0,0,0,0,0.75,0.0,0,0,0,43.37,-83.9,1991,5
3214,199105,29,1800,199105,29,1800,10051996,MICHIGAN,1991,Thunderstorm Wind,C,17,29-MAY-91 18:00:00,CST,29-MAY-91 18:00:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.6,-83.88,1991,5
3215,199105,29,1845,199105,29,1845,10051997,MICHIGAN,1991,Thunderstorm Wind,C,145,29-MAY-91 18:45:00,CST,29-MAY-91 18:45:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.33,-83.75,1991,5
3216,199105,29,2100,199105,29,2100,10051998,MICHIGAN,1991,Thunderstorm Wind,C,111,29-MAY-91 21:00:00,CST,29-MAY-91 21:00:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.62,-84.23,1991,5
3217,199105,29,2100,199105,29,2100,10051999,MICHIGAN,1991,Thunderstorm Wind,C,111,29-MAY-91 21:00:00,CST,29-MAY-91 21:00:00,0,0,0,0,0,0,52.0,0.0,0,0,0,43.75,-84.58,1991,5
3250,199103,27,1815,199103,27,1815,10054209,MICHIGAN,1991,Thunderstorm Wind,C,111,27-MAR-91 18:15:00,CST,27-MAR-91 18:15:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.77,-84.33,1991,3
3256,199107,6,2100,199107,6,2100,10052442,MICHIGAN,1991,Thunderstorm Wind,C,37,06-JUL-91 21:00:00,CST,06-JUL-91 21:00:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.0,-84.57,1991,7
3257,199107,6,2127,199107,6,2127,10052443,MICHIGAN,1991,Hail,C,145,06-JUL-91 21:27:00,CST,06-JUL-91 21:27:00,0,0,0,0,0,0,1.5,0.0,0,0,0,43.18,-84.12,1991,7
3258,199107,6,2145,199107,6,2145,10052444,MICHIGAN,1991,Thunderstorm Wind,C,49,06-JUL-91 21:45:00,CST,06-JUL-91 21:45:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.18,-83.87,1991,7
3259,199107,6,2210,199107,6,2210,10052445,MICHIGAN,1991,Thunderstorm Wind,C,157,06-JUL-91 22:10:00,CST,06-JUL-91 22:10:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.28,-83.6,1991,7
3260,199107,6,2221,199107,6,2221,10052446,MICHIGAN,1991,Thunderstorm Wind,C,87,06-JUL-91 22:21:00,CST,06-JUL-91 22:21:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.23,-83.2,1991,7
3261,199107,6,2235,199107,6,2235,10052447,MICHIGAN,1991,Thunderstorm Wind,C,155,06-JUL-91 22:35:00,CST,06-JUL-91 22:35:00,0,0,0,0,0,0,61.0,0.0,0,0,0,42.92,-84.05,1991,7
3262,199107,6,2240,199107,6,2240,10052448,MICHIGAN,1991,Hail,C,151,06-JUL-91 22:40:00,CST,06-JUL-91 22:40:00,0,0,0,0,0,0,1.75,0.0,0,0,0,43.33,-83.02,1991,7
3263,199107,6,2304,199107,6,2304,10052449,MICHIGAN,1991,Thunderstorm Wind,C,49,06-JUL-91 23:04:00,CST,06-JUL-91 23:04:00,0,0,0,0,0,0,60.0,0.0,0,0,0,42.97,-83.75,1991,7
3264,199107,7,1602,199107,7,1602,10052450,MICHIGAN,1991,Thunderstorm Wind,C,121,07-JUL-91 16:02:00,CST,07-JUL-91 16:02:00,0,0,0,0,0,0,0.0,0.0,0,0,0,43.23,-86.23,1991,7
